Entry	Gene Names	Organism (ID)	Pfam	Protein names	Gene Names (ordered locus)
Q0IDV6	thiC sync_0129	64471	PF01964;	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	sync_0129
Q0IDW1	ruvB sync_0124	64471	PF17864;PF05496;PF05491;	Holliday junction branch migration complex subunit RuvB (EC 3.6.4.-)	sync_0124
Q0IDW9	lysS sync_0116	64471	PF00152;PF01336;	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	sync_0116
Q0IDX7	ahcY sync_0108	64471	PF05221;PF00670;	Adenosylhomocysteinase (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	sync_0108
Q0IDZ4	miaA sync_0091	64471	PF01715;	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	sync_0091
Q0IDZ9	secA sync_0086	64471	PF21090;PF07517;PF01043;PF07516;	Protein translocase subunit SecA (EC 7.4.2.8)	sync_0086
Q0IE10	uvrB sync_0074	64471	PF00271;PF04851;PF02151;PF12344;PF17757;	UvrABC system protein B (Protein UvrB) (Excinuclease ABC subunit B)	sync_0074
Q0IE16	dapA sync_0068	64471	PF00701;	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	sync_0068
Q0IE18	tig sync_0066	64471	PF00254;PF05698;PF05697;	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	sync_0066
Q0IE20	clpX sync_0064	64471	PF07724;PF10431;PF06689;	ATP-dependent Clp protease ATP-binding subunit ClpX	sync_0064
Q0IE37	guaA sync_0047	64471	PF00117;PF00958;	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	sync_0047
Q0IE55	murC sync_0028	64471	PF01225;PF02875;PF08245;	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	sync_0028
Q0IE56	murB sync_0027	64471	PF01565;PF02873;	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase)	sync_0027
Q0IE58	rsgA sync_0025	64471	PF03193;	Small ribosomal subunit biogenesis GTPase RsgA (EC 3.6.1.-)	sync_0025
Q0I609	rpsF rps6 sync_2926	64471	PF01250;	Small ribosomal subunit protein bS6 (30S ribosomal protein S6)	sync_2926
Q0I634	cynS sync_2901	64471	PF02560;PF21291;	Cyanate hydratase (Cyanase) (EC 4.2.1.104) (Cyanate hydrolase) (Cyanate lyase)	sync_2901
Q0I657	ureB sync_2878	64471	PF00699;	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)	sync_2878
Q0I658	ureA sync_2877	64471	PF00547;	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	sync_2877
Q0I659	ureD sync_2876	64471	PF01774;	Urease accessory protein UreD	sync_2876
Q0I660	ureE sync_2875	64471	PF05194;	Urease accessory protein UreE	sync_2875
Q0I662	ureG sync_2873	64471	PF02492;	Urease accessory protein UreG	sync_2873
Q0I682	gcvT sync_2853	64471	PF01571;PF08669;	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	sync_2853
Q0I6D8	mnmG gidA sync_2796	64471	PF01134;PF21680;PF13932;	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	sync_2796
Q0I6E0	rplI rpl9 sync_2794	64471	PF03948;PF01281;	Large ribosomal subunit protein bL9 (50S ribosomal protein L9)	sync_2794
Q0I6E5	gcvH sync_2789	64471	PF01597;	Glycine cleavage system H protein	sync_2789
Q0I6K7	rplK rpl11 sync_2727	64471	PF00298;PF03946;	Large ribosomal subunit protein uL11 (50S ribosomal protein L11)	sync_2727
Q0I6K8	rplA rpl1 sync_2726	64471	PF00687;	Large ribosomal subunit protein uL1 (50S ribosomal protein L1)	sync_2726
Q0I6K9	rplJ rpl10 sync_2725	64471	PF00466;	Large ribosomal subunit protein uL10 (50S ribosomal protein L10)	sync_2725
Q0I6L0	rplL rpl12 sync_2724	64471	PF00542;PF16320;	Large ribosomal subunit protein bL12 (50S ribosomal protein L7/L12)	sync_2724
Q0I6R7	argS sync_2667	64471	PF03485;PF05746;PF00750;	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	sync_2667
Q0I6S3	ybeY sync_2661	64471	PF02130;	Endoribonuclease YbeY (EC 3.1.-.-)	sync_2661
Q0I6T4	sync_2650	64471	PF13279;	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (DHNA-CoA hydrolase) (EC 3.1.2.28) (DHNA-CoA thioesterase)	sync_2650
Q0I6X5	ndhM sync_2609	64471	PF10664;	NAD(P)H-quinone oxidoreductase subunit M (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit M) (NDH-1 subunit M) (NDH-M)	sync_2609
Q0I6Y9	ycf3 sync_2595	64471	PF13424;	Photosystem I assembly protein Ycf3	sync_2595
Q0I6Z1	tmk sync_2593	64471	PF02223;	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)	sync_2593
Q0I721	rbfA sync_2562	64471	PF02033;	Ribosome-binding factor A	sync_2562
Q0I733	petL sync_2550	64471		Cytochrome b6-f complex subunit 6 (Cytochrome b6-f complex subunit PetL) (Cytochrome b6-f complex subunit VI)	sync_2550
Q0I738	psbU sync_2545	64471	PF06514;	Photosystem II extrinsic protein U (PSII-U) (PsbU) (Photosystem II 12 kDa extrinsic protein) (PS II complex 12 kDa extrinsic protein)	sync_2545
Q0I748	xseA sync_2530	64471	PF02601;PF13742;	Exodeoxyribonuclease 7 large subunit (EC 3.1.11.6) (Exodeoxyribonuclease VII large subunit) (Exonuclease VII large subunit)	sync_2530
Q0I7A5	def sync_2473	64471	PF01327;	Peptide deformylase (PDF) (EC 3.5.1.88) (Polypeptide deformylase)	sync_2473
Q0I7A8	rpsU rps21 sync_2470	64471	PF01165;	Small ribosomal subunit protein bS21 (30S ribosomal protein S21)	sync_2470
Q0I7K2	infB sync_2373	64471	PF22042;PF00009;PF11987;PF04760;	Translation initiation factor IF-2	sync_2373
Q0I7K5	rimP sync_2370	64471	PF02576;	Ribosome maturation factor RimP	sync_2370
Q0I7L4	rpsT rps20 sync_2361	64471	PF01649;	Small ribosomal subunit protein bS20 (30S ribosomal protein S20)	sync_2361
Q0I7M9	rsmG sync_2346	64471	PF02527;	Ribosomal RNA small subunit methyltransferase G (EC 2.1.1.-) (16S rRNA 7-methylguanosine methyltransferase) (16S rRNA m7G methyltransferase)	sync_2346
Q0I7P7	ccsB ccs1 sync_2328	64471	PF05140;	Cytochrome c biogenesis protein CcsB	sync_2328
Q0I7Q7	atpB atpI sync_2318	64471	PF00119;	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	sync_2318
Q0I7R0	atpF sync_2315	64471	PF00430;	ATP synthase subunit b (ATP synthase F(0) sector subunit b) (ATPase subunit I) (F-type ATPase subunit b) (F-ATPase subunit b)	sync_2315
Q0I7R1	atpH atpD sync_2314	64471	PF00213;	ATP synthase subunit delta (ATP synthase F(1) sector subunit delta) (F-type ATPase subunit delta) (F-ATPase subunit delta)	sync_2314
Q0I7R3	atpG atpC sync_2312	64471	PF00231;	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	sync_2312
Q0I7U0	atpC sync_2285	64471	PF02823;	ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)	sync_2285
Q0I7U2	groES groS sync_2283	64471	PF00166;	Co-chaperonin GroES (10 kDa chaperonin) (Chaperonin-10) (Cpn10)	sync_2283
Q0I7V6	rpoZ sync_2269	64471	PF01192;	DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega)	sync_2269
Q0I7Z1	truB sync_2233	64471	PF16198;PF01509;	tRNA pseudouridine synthase B (EC 5.4.99.25) (tRNA pseudouridine(55) synthase) (Psi55 synthase) (tRNA pseudouridylate synthase) (tRNA-uridine isomerase)	sync_2233
Q0I800	rpmA rpl27 sync_2224	64471	PF01016;	Large ribosomal subunit protein bL27 (50S ribosomal protein L27)	sync_2224
Q0I801	rplU rpl21 sync_2223	64471	PF00829;	Large ribosomal subunit protein bL21 (50S ribosomal protein L21)	sync_2223
Q0I803	kaiB sync_2221	64471	PF07689;	Circadian clock oscillator protein KaiB	sync_2221
Q0I808	purC sync_2216	64471	PF01259;	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	sync_2216
Q0I811	fabZ sync_2213	64471	PF07977;	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ (EC 4.2.1.59) ((3R)-hydroxymyristoyl-[acyl-carrier-protein] dehydratase) ((3R)-hydroxymyristoyl-ACP dehydrase) (Beta-hydroxyacyl-ACP dehydratase)	sync_2213
Q0I867	psaJ sync_2154	64471	PF01701;	Photosystem I reaction center subunit IX	sync_2154
Q0I873	petA sync_2148	64471	PF01333;PF16639;	Cytochrome f	sync_2148
Q0I880	ispD sync_2140	64471	PF01128;	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	sync_2140
Q0I891	ctaB sync_2129	64471	PF01040;	Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase)	sync_2129
Q0I8C2	rpmH rpl34 sync_2098	64471	PF00468;	Large ribosomal subunit protein bL34 (50S ribosomal protein L34)	sync_2098
Q0I8D1	rpsN rps14 sync_2089	64471	PF00253;	Small ribosomal subunit protein uS14 (30S ribosomal protein S14)	sync_2089
Q0I8H5	sync_2044	64471	PF01329;	Putative pterin-4-alpha-carbinolamine dehydratase (PHS) (EC 4.2.1.96) (4-alpha-hydroxy-tetrahydropterin dehydratase) (Pterin carbinolamine dehydratase) (PCD)	sync_2044
Q0I8J8	proS sync_2021	64471	PF03129;PF00587;PF04073;	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	sync_2021
Q0I8L4	frr sync_2005	64471	PF01765;	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	sync_2005
Q0I8Z0	proA sync_1878	64471	PF00171;	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	sync_1878
Q0I8Z9	thrB sync_1869	64471	PF08544;PF00288;	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	sync_1869
Q0I9E5	hisA sync_1723	64471	PF00977;	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	sync_1723
Q0I9N0	trpD sync_1637	64471	PF02885;PF00591;	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	sync_1637
Q0I9N6	gatA sync_1631	64471	PF01425;	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	sync_1631
Q0I9N9	rpsO rps15 sync_1628	64471	PF00312;	Small ribosomal subunit protein uS15 (30S ribosomal protein S15)	sync_1628
Q0I9P0	ruvA sync_1627	64471	PF14520;PF01330;	Holliday junction branch migration complex subunit RuvA	sync_1627
Q0I9T4	psb28 sync_1583	64471	PF03912;	Photosystem II reaction center Psb28 protein (Photosystem II 13 kDa protein) (Photosystem II reaction center W protein)	sync_1583
Q0I9X0	comB sync_1547	64471	PF04029;	Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71)	sync_1547
Q0I9X3	sync_1544	64471	PF13640;	PKHD-type hydroxylase sync_1544 (EC 1.14.11.-)	sync_1544
Q0I9Y8	glgA sync_1529	64471	PF08323;PF00534;	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	sync_1529
Q0IA94	petN sync_1422	64471	PF03742;	Cytochrome b6-f complex subunit 8 (Cytochrome b6-f complex subunit PetN) (Cytochrome b6-f complex subunit VIII)	sync_1422
Q0IAB7	rpmB rpl28 sync_1399	64471	PF00830;	Large ribosomal subunit protein bL28 (50S ribosomal protein L28)	sync_1399
Q0IAF4	uvrC sync_1361	64471	PF01541;PF14520;PF02151;PF22920;PF08459;	UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C)	sync_1361
Q0IAH7	rpmG rpl33 sync_1338	64471	PF00471;	Large ribosomal subunit protein bL33 (50S ribosomal protein L33)	sync_1338
Q0IAH8	rpsR rps18 sync_1337	64471	PF01084;	Small ribosomal subunit protein bS18 (30S ribosomal protein S18)	sync_1337
Q0IAI7	pxcA sync_1328	64471	PF03040;	Proton extrusion protein PxcA	sync_1328
Q0IAJ5	rpmF rpl32 sync_1319	64471	PF01783;	Large ribosomal subunit protein bL32 (50S ribosomal protein L32)	sync_1319
Q0IAK1	psb30 ycf12 sync_1313	64471	PF05969;	Photosystem II reaction center protein Psb30 (Photosystem II reaction center protein Ycf12)	sync_1313
Q0IAL0	acsF sync_1304	64471	PF02915;	Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase (Mg-protoporphyrin IX monomethyl ester oxidative cyclase) (EC 1.14.13.81)	sync_1304
Q0IAL3	fmt sync_1301	64471	PF02911;PF00551;	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	sync_1301
Q0IAM4	ccsA sync_1290	64471	PF01578;	Cytochrome c biogenesis protein CcsA	sync_1290
Q0IAN8	tsf sync_1276	64471	PF00889;	Elongation factor Ts (EF-Ts)	sync_1276
Q0IAN9	rpsB rps2 sync_1275	64471	PF00318;	Small ribosomal subunit protein uS2 (30S ribosomal protein S2)	sync_1275
Q0IAP2	hslO sync_1272	64471	PF01430;	33 kDa chaperonin (Heat shock protein 33 homolog) (HSP33)	sync_1272
Q0IBC2	recR sync_1038	64471	PF21175;PF21176;PF02132;PF13662;	Recombination protein RecR	sync_1038
Q0IBF4	sasA sync_1006	64471	PF02518;PF00512;PF07689;	Adaptive-response sensory kinase SasA (EC 2.7.13.3) (Sensor histidine kinase SasA)	sync_1006
Q0IBG0	acyP sync_0999	64471	PF00708;	Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase)	sync_0999
Q0IBJ2	petG sync_0967	64471	PF02529;	Cytochrome b6-f complex subunit 5 (Cytochrome b6-f complex subunit PetG) (Cytochrome b6-f complex subunit V)	sync_0967
Q0IBQ6	petM sync_0903	64471	PF08041;	Cytochrome b6-f complex subunit 7 (Cytochrome b6-f complex subunit PetM) (Cytochrome b6-f complex subunit VII)	sync_0903
Q0IBR1	ycf4 sync_0898	64471	PF02392;	Photosystem I assembly protein Ycf4	sync_0898
Q0IBR4	sync_0895	64471	PF02545;	Nucleoside triphosphate pyrophosphatase (EC 3.6.1.9) (Nucleotide pyrophosphatase) (Nucleotide PPase)	sync_0895
Q0IBR6	cobQ sync_0893	64471	PF01656;PF07685;	Cobyric acid synthase	sync_0893
Q0IC41	rpsP rps16 sync_0767	64471	PF00886;	Small ribosomal subunit protein bS16 (30S ribosomal protein S16)	sync_0767
Q0IC57	trpC sync_0751	64471	PF00218;	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	sync_0751
Q0ICI5	queA sync_0619	64471	PF02547;	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	sync_0619
Q0ICK0	recO sync_0604	64471	PF02565;PF11967;	DNA repair protein RecO (Recombination protein O)	sync_0604
Q0ICK8	der engA sync_0596	64471	PF14714;PF01926;	GTPase Der (GTP-binding protein EngA)	sync_0596
Q0ICP0	psaE sync_0562	64471	PF02427;	Photosystem I reaction center subunit IV	sync_0562
Q0ICP7	petD sync_0550	64471	PF00032;	Cytochrome b6-f complex subunit 4 (17 kDa polypeptide)	sync_0550
Q0ICR0	psbM sync_0536	64471	PF05151;	Photosystem II reaction center protein M (PSII-M)	sync_0536
Q0ICR3	psbT sync_0533	64471	PF01405;	Photosystem II reaction center protein T (PSII-T)	sync_0533
Q0ICR4	nrdR sync_0532	64471	PF03477;PF22811;	Transcriptional repressor NrdR	sync_0532
Q0ICV5	pebB sync_0490	64471	PF05996;	Phycoerythrobilin:ferredoxin oxidoreductase (EC 1.3.7.3)	sync_0490
Q0ID04	ndhN sync_0438	64471	PF11909;	NAD(P)H-quinone oxidoreductase subunit N (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit N) (NDH-1 subunit N) (NDH-N)	sync_0438
Q0ID05	rplC rpl3 sync_0437	64471	PF00297;	Large ribosomal subunit protein uL3 (50S ribosomal protein L3)	sync_0437
Q0ID07	rplW rpl23 sync_0435	64471	PF00276;	Large ribosomal subunit protein uL23 (50S ribosomal protein L23)	sync_0435
Q0ID08	rplB rpl2 sync_0434	64471	PF03947;PF00181;	Large ribosomal subunit protein uL2 (50S ribosomal protein L2)	sync_0434
Q0ID09	rpsS rps19 sync_0433	64471	PF00203;	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	sync_0433
Q0ID10	rplV rpl22 sync_0432	64471	PF00237;	Large ribosomal subunit protein uL22 (50S ribosomal protein L22)	sync_0432
Q0ID12	rplP rpl16 sync_0430	64471	PF00252;	Large ribosomal subunit protein uL16 (50S ribosomal protein L16)	sync_0430
Q0ID13	rpmC rpl29 sync_0429	64471	PF00831;	Large ribosomal subunit protein uL29 (50S ribosomal protein L29)	sync_0429
Q0ID14	rpsQ rps17 sync_0428	64471	PF00366;	Small ribosomal subunit protein uS17 (30S ribosomal protein S17)	sync_0428
Q0ID15	rplN rpl14 sync_0427	64471	PF00238;	Large ribosomal subunit protein uL14 (50S ribosomal protein L14)	sync_0427
Q0ID16	rplX rpl24 sync_0426	64471	PF00467;PF17136;	Large ribosomal subunit protein uL24 (50S ribosomal protein L24)	sync_0426
Q0ID17	rplE rpl5 sync_0425	64471	PF00281;PF00673;	Large ribosomal subunit protein uL5 (50S ribosomal protein L5)	sync_0425
Q0ID18	rpsH rps8 sync_0424	64471	PF00410;	Small ribosomal subunit protein uS8 (30S ribosomal protein S8)	sync_0424
Q0ID19	rplF rpl6 sync_0423	64471	PF00347;	Large ribosomal subunit protein uL6 (50S ribosomal protein L6)	sync_0423
Q0ID20	rplR rpl18 sync_0422	64471	PF00861;	Large ribosomal subunit protein uL18 (50S ribosomal protein L18)	sync_0422
Q0ID22	rplO sync_0420	64471	PF00828;	Large ribosomal subunit protein uL15 (50S ribosomal protein L15)	sync_0420
Q0ID25	rpmJ sync_0417	64471	PF00444;	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)	sync_0417
Q0ID26	rpsM rps13 sync_0416	64471	PF00416;	Small ribosomal subunit protein uS13 (30S ribosomal protein S13)	sync_0416
Q0ID27	rpsK rps11 sync_0415	64471	PF00411;	Small ribosomal subunit protein uS11 (30S ribosomal protein S11)	sync_0415
Q0ID29	rplQ rpl17 sync_0413	64471	PF01196;	Large ribosomal subunit protein bL17 (50S ribosomal protein L17)	sync_0413
Q0ID31	rplM rpl13 sync_0411	64471	PF00572;	Large ribosomal subunit protein uL13 (50S ribosomal protein L13)	sync_0411
Q0ID32	rpsI rps9 sync_0410	64471	PF00380;	Small ribosomal subunit protein uS9 (30S ribosomal protein S9)	sync_0410
Q0ID33	rpmE rpl31 sync_0409	64471	PF01197;	Large ribosomal subunit protein bL31 (50S ribosomal protein L31)	sync_0409
Q0ID34	prfA sync_0408	64471	PF03462;PF00472;	Peptide chain release factor 1 (RF-1)	sync_0408
Q0ID57	rpsG rps7 sync_0383	64471	PF00177;	Small ribosomal subunit protein uS7 (30S ribosomal protein S7)	sync_0383
Q0ID58	fusA sync_0382	64471	PF00679;PF14492;PF03764;PF00009;PF03144;	Elongation factor G (EF-G)	sync_0382
Q0ID60	rpsJ rps10 sync_0380	64471	PF00338;	Small ribosomal subunit protein uS10 (30S ribosomal protein S10)	sync_0380
Q0IDA2	gatC sync_0337	64471	PF02686;	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-)	sync_0337
Q0IDB0	trmB sync_0328	64471	PF02390;	tRNA (guanine-N(7)-)-methyltransferase (EC 2.1.1.33) (tRNA (guanine(46)-N(7))-methyltransferase) (tRNA(m7G46)-methyltransferase)	sync_0328
Q0IDC8	psbH sync_0310	64471	PF00737;	Photosystem II reaction center protein H (PSII-H)	sync_0310
Q0IDC9	psbN sync_0309	64471	PF02468;	Protein PsbN	sync_0309
Q0IDD1	psbI sync_0307	64471	PF02532;	Photosystem II reaction center protein I (PSII-I) (PSII 4.4 kDa protein)	sync_0307
Q0IDF4	psbK sync_0283	64471	PF02533;	Photosystem II reaction center protein K (PSII-K)	sync_0283
Q0IDH6	hisB sync_0260	64471	PF00475;	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	sync_0260
Q0IDJ9	psbL sync_0237	64471	PF02419;	Photosystem II reaction center protein L (PSII-L)	sync_0237
Q0IDK0	psbJ sync_0236	64471	PF01788;	Photosystem II reaction center protein J (PSII-J)	sync_0236
Q0IDK4	hisS sync_0232	64471	PF03129;PF13393;	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	sync_0232
Q0IDP0	rimM sync_0195	64471	PF24986;PF01782;	Ribosome maturation factor RimM	sync_0195
Q0IDW2	smpB sync_0123	64471	PF01668;	SsrA-binding protein (Small protein B)	sync_0123
Q0IDZ5	infC sync_0090	64471	PF00707;PF05198;	Translation initiation factor IF-3	sync_0090
Q0IE03	ribH sync_0081	64471	PF00885;	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	sync_0081
Q0IE05	mutS sync_0079	64471	PF01624;PF05188;PF05192;PF05190;PF00488;	DNA mismatch repair protein MutS	sync_0079
Q0IE25	rpmI rpl35 sync_0059	64471	PF01632;	Large ribosomal subunit protein bL35 (50S ribosomal protein L35)	sync_0059
Q0IE26	rplT rpl20 sync_0058	64471	PF00453;	Large ribosomal subunit protein bL20 (50S ribosomal protein L20)	sync_0058
Q0IE51	efp sync_0032	64471	PF01132;PF08207;PF09285;	Elongation factor P (EF-P)	sync_0032
Q0IE57	sync_0026	64471	PF02575;	Nucleoid-associated protein sync_0026	sync_0026
Q0IE70	argH sync_0013	64471	PF14698;PF00206;	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	sync_0013
A0ACD6B8C2	sync_1539	64471		Ferritin	sync_1539
A0ACD6B8C3	sync_2776	64471		Possible Tripartite transporter component (TRAP-T family), substrate binding protein	sync_2776
A0ACD6B8C4	sync_2872	64471		Urea ABC transporter, periplasmic urea-binding protein	sync_2872
Q0I672	sync_2863	64471	PF03974;	Putative ecotin-like protein	sync_2863
Q0I6Z6	sync_2587	64471	PF26132;	UPF0367 protein sync_2587	sync_2587
Q0I7Z0	sync_2234	64471	PF20772;PF01709;	Probable transcriptional regulatory protein sync_2234	sync_2234
Q0IAJ3	sync_1321	64471	PF03699;	UPF0182 protein sync_1321	sync_1321
Q0ICH4	sync_0630	64471	PF01809;	Putative membrane protein insertion efficiency factor	sync_0630
Q0ICQ3	minE sync_0544	64471	PF03776;	Cell division topological specificity factor	sync_0544
Q0ID97	sync_0342	64471	PF02245;	Putative 3-methyladenine DNA glycosylase (EC 3.2.2.-)	sync_0342
Q0IDD6	sync_0302	64471	PF02464;PF18146;PF00994;	CinA-like protein	sync_0302
Q0IDE3	sfsA sync_0294	64471	PF03749;PF17746;	Sugar fermentation stimulation protein homolog	sync_0294
