locus_tag	has_pfam	n_pfam_domains	pfam_domains
sync_0805	yes	2	PF01593.31;PF13450.13
sync_0806	yes	2	PF01513.27;PF20143.5
sync_0807	yes	1	PF00486.35
sync_0808	yes	1	PF02643.21
sync_0809	no	0	
sync_0810	yes	1	PF00590.26
sync_0811	yes	1	PF12833.14
sync_0812	yes	1	PF13469.13
sync_0813	no	0	
sync_0814	no	0	
sync_0815	no	0	
sync_0816	yes	2	PF00083.31;PF07690.22
sync_0818	yes	2	PF04685.20;PF12215.15
sync_0819	no	0	
sync_0820	yes	1	PF11320.14
sync_0821	yes	2	PF00383.30;PF01872.23
sync_0822	yes	1	PF00248.28
sync_0823	yes	1	PF07885.23
sync_0825	yes	4	PF00004.36;PF01434.25;PF06480.21;PF17862.8
sync_0826	yes	2	PF00185.31;PF02729.27
sync_0827	yes	2	PF12146.16;PF12697.14
sync_0828	no	0	
sync_0829	no	0	
sync_0830	no	0	
sync_0831	yes	2	PF00717.29;PF01726.23
sync_0833	no	0	
sync_0834	yes	1	PF01048.27
sync_0835	no	0	
sync_0836	no	0	
sync_0837	no	0	
sync_0838	no	0	
sync_0841	yes	1	PF13924.13
sync_0843	no	0	
sync_0845	no	0	
sync_0846	no	0	
sync_0848	no	0	
sync_0849	no	0	
sync_0850	no	0	
sync_0853	yes	1	PF02069.23
sync_0855	yes	3	PF01738.25;PF12146.16;PF12740.15
sync_0856	yes	1	PF08450.19
sync_0858	no	0	
sync_0859	yes	3	PF07859.20;PF10340.16;PF20434.6
sync_0860	yes	2	PF00106.32;PF13561.13
sync_0861	yes	2	PF02746.22;PF13378.13
sync_0862	no	0	
sync_0863	no	0	
sync_0865	no	0	
sync_0866	no	0	
sync_0868	no	0	
sync_0869	no	0	
sync_0870	yes	1	PF07862.17
sync_0871	no	0	
sync_0872	yes	2	PF00044.31;PF02800.26
sync_0873	yes	1	PF03734.20
sync_0874	yes	1	PF01241.24
sync_0876	yes	1	PF09335.17
sync_0877	no	0	
sync_0878	yes	2	PF00083.31;PF07690.22
sync_0879	no	0	
sync_0880	no	0	
sync_0881	yes	1	PF01894.23
sync_0886	no	0	
sync_0887	yes	1	PF12833.14
sync_0888	no	0	
sync_0890	yes	1	PF13483.13
sync_0891	yes	1	PF00892.27
sync_0892	yes	1	PF00111.33
sync_0893	yes	3	PF01656.30;PF07685.21;PF13500.13
sync_0894	yes	1	PF28240.1
sync_0895	yes	1	PF02545.20
sync_0896	yes	1	PF00421.25
sync_0898	yes	1	PF02392.23
sync_0899	yes	1	PF00160.27
sync_0900	yes	4	PF01842.32;PF10369.16;PF13710.13;PF22629.3
sync_0901	yes	3	PF00561.27;PF12146.16;PF12697.14
sync_0902	yes	1	PF02005.23
sync_0903	yes	1	PF08041.17
sync_0904	yes	4	PF01073.26;PF01370.28;PF05368.20;PF13460.13
sync_0905	no	0	
sync_0906	yes	4	PF01209.25;PF08241.19;PF13649.13;PF13847.13
sync_0907	yes	1	PF00849.28
sync_0908	yes	1	PF07862.17
sync_0909	yes	1	PF01176.26
sync_0910	yes	4	PF00070.34;PF00085.27;PF07992.21;PF13738.13
sync_0911	no	0	
sync_0912	yes	1	PF04851.22
sync_0914	no	0	
sync_0915	yes	2	PF01262.28;PF05222.22
sync_0916	yes	1	PF12769.13
sync_0917	yes	1	PF02233.23
sync_0918	no	0	
sync_0919	no	0	
sync_0920	yes	3	PF02670.23;PF08436.18;PF13288.13
sync_0921	yes	1	PF00209.25
sync_0922	yes	1	PF11026.14
sync_0923	no	0	
sync_0924	yes	2	PF01406.26;PF09190.18
sync_0925	no	0	
sync_0927	yes	2	PF00083.31;PF07690.22
sync_0928	yes	4	PF00476.27;PF01367.26;PF01612.27;PF02739.23
sync_0929	yes	1	PF25954.1
sync_0930	yes	2	PF01926.30;PF06071.20
sync_0932	no	0	
sync_0934	no	0	
sync_0935	yes	1	PF05019.19
sync_0936	yes	1	PF07690.22
sync_0937	yes	1	PF07176.18
sync_0938	yes	1	PF00528.28
sync_0939	yes	1	PF00496.28
sync_0940	no	0	
sync_0941	yes	3	PF00742.25;PF01842.32;PF03447.23
sync_0942	yes	1	PF02657.21
sync_0943	no	0	
sync_0944	yes	1	PF01812.27
sync_0948	yes	1	PF00484.25
sync_0949	no	0	
sync_0950	yes	1	PF14250.12
sync_0954	no	0	
sync_0956	yes	1	PF02696.20
sync_0957	no	0	
sync_0958	no	0	
sync_0960	no	0	
sync_0961	yes	1	PF02075.24
sync_0962	yes	1	PF17863.8
sync_0963	yes	1	PF11850.14
sync_0964	yes	1	PF13354.13
sync_0965	yes	1	PF00588.25
sync_0966	no	0	
sync_0967	yes	1	PF02529.21
sync_0969	yes	1	PF00117.35
sync_0970	yes	1	PF00085.27
sync_0971	yes	1	PF00478.32
sync_0972	yes	1	PF14159.12
sync_0973	yes	2	PF00521.27;PF03989.19
sync_0974	yes	1	PF05834.19
sync_0975	yes	2	PF03065.21;PF09210.17
sync_0976	yes	3	PF00682.26;PF08502.16;PF22617.2
sync_0977	yes	1	PF00528.28
sync_0978	no	0	
sync_0979	yes	1	PF07862.17
sync_0980	yes	1	PF00111.33
sync_0981	no	0	
sync_0982	no	0	
sync_0983	no	0	
sync_0984	yes	1	PF01910.23
sync_0985	no	0	
sync_0986	no	0	
sync_0987	no	0	
sync_0988	yes	1	PF00849.28
sync_0989	yes	3	PF01966.29;PF07697.17;PF07698.18
sync_0990	yes	2	PF00763.29;PF02882.26
sync_0991	yes	1	PF00348.23
sync_0992	yes	1	PF02681.21
sync_0993	yes	3	PF13245.13;PF13538.13;PF13604.13
sync_0994	no	0	
sync_0995	no	0	
sync_0996	no	0	
sync_0997	yes	1	PF11139.15
sync_0998	yes	1	PF00300.28
sync_0999	yes	1	PF00708.25
sync_1000	yes	2	PF01656.30;PF07685.21
sync_1001	yes	2	PF10128.16;PF20171.4
sync_1002	yes	2	PF00479.29;PF02781.22
sync_1003	yes	1	PF00175.27
sync_1004	yes	2	PF03364.26;PF10604.16
sync_1006	yes	2	PF02518.32;PF07689.19
sync_1007	no	0	
sync_1008	no	0	
sync_1009	yes	4	PF01433.27;PF11940.15;PF17432.9;PF17900.7
sync_1010	yes	1	PF02638.22
sync_1011	yes	3	PF00156.34;PF13793.13;PF14572.13
sync_1012	no	0	
sync_1013	yes	1	PF03816.20
sync_1014	yes	3	PF01370.28;PF05368.20;PF13460.13
sync_1015	yes	1	PF02446.24
sync_1016	yes	1	PF13413.13
sync_1017	yes	2	PF00849.28;PF01479.31
sync_1018	yes	4	PF00140.26;PF04539.23;PF04542.21;PF04545.23
sync_1019	no	0	
sync_1020	yes	1	PF03109.23
sync_1022	yes	2	PF01276.27;PF03711.21
sync_1023	yes	1	PF01148.26
sync_1024	yes	1	PF11209.14
sync_1025	yes	3	PF00561.27;PF12146.16;PF12697.14
sync_1026	yes	1	PF00465.26
sync_1027	yes	6	PF00004.36;PF02861.26;PF07724.21;PF07728.21;PF10431.16;PF17871.8
sync_1028	yes	4	PF00583.32;PF08445.17;PF13508.14;PF13673.14
sync_1029	yes	2	PF00278.29;PF02784.23
sync_1030	yes	1	PF02457.22
sync_1031	yes	1	PF01255.25
sync_1032	yes	2	PF04055.28;PF06968.19
sync_1033	no	0	
sync_1034	yes	2	PF00581.26;PF17773.8
sync_1035	yes	3	PF06108.19;PF13409.13;PF13417.13
sync_1036	no	0	
sync_1037	yes	1	PF04055.28
sync_1038	yes	3	PF13662.13;PF21175.3;PF21176.4
sync_1039	yes	1	PF01789.23
sync_1040	no	0	
sync_1041	yes	1	PF02321.24
sync_1042	yes	1	PF13515.13
sync_1043	yes	1	PF13515.13
sync_1044	yes	1	PF03816.20
sync_1045	yes	2	PF00582.33;PF00999.27
sync_1046	yes	2	PF00005.34;PF00664.29
sync_1047	no	0	
sync_1048	yes	1	PF00076.29
sync_1050	no	0	
sync_1051	yes	3	PF00270.36;PF00271.38;PF03880.22
sync_1052	yes	1	PF01050.25
sync_1053	yes	3	PF13245.13;PF13538.13;PF13604.13
sync_1054	yes	1	PF00580.28
sync_1055	yes	3	PF04257.21;PF17946.8;PF27451.1
sync_1056	yes	2	PF00149.34;PF12850.13
sync_1057	no	0	
sync_1058	yes	1	PF03992.23
sync_1059	yes	1	PF01758.22
sync_1060	no	0	
sync_1064	no	0	
sync_1066	no	0	
sync_1069	no	0	
sync_1070	yes	2	PF01965.31;PF17124.12
sync_1073	no	0	
sync_1074	no	0	
sync_1077	yes	1	PF00210.31
sync_1078	yes	1	PF00857.27
sync_1079	yes	2	PF00072.31;PF02518.32
sync_1080	yes	1	PF12594.14
sync_1081	yes	1	PF02069.23
sync_1082	no	0	
sync_1086	no	0	
sync_1087	no	0	
sync_1088	no	0	
sync_1089	yes	6	PF01209.25;PF08241.19;PF08242.19;PF13489.13;PF13649.13;PF13847.13
sync_1091	no	0	
sync_1092	yes	1	PF01494.26
sync_1095	no	0	
sync_1096	yes	1	PF00565.24
sync_1097	no	0	
sync_1098	no	0	
sync_1099	no	0	
sync_1102	yes	1	PF07681.18
sync_1105	no	0	
sync_1106	no	0	
sync_1108	no	0	
sync_1110	yes	1	PF01656.30
sync_1112	no	0	
sync_1114	yes	1	PF07883.18
sync_1115	yes	1	PF07883.18
sync_1116	yes	1	PF00196.26
sync_1118	no	0	
sync_1120	no	0	
sync_1122	no	0	
sync_1123	no	0	
sync_1124	yes	2	PF00089.33;PF13365.13
sync_1125	yes	1	PF02275.24
sync_1126	yes	1	PF06779.21
sync_1129	yes	1	PF00353.26
sync_1132	no	0	
sync_1133	yes	2	PF00512.32;PF02518.32
sync_1134	yes	1	PF00072.31
sync_1136	no	0	
sync_1137	yes	1	PF06298.17
sync_1138	yes	1	PF01134.29
sync_1139	yes	1	PF01545.27
sync_1140	yes	2	PF01593.31;PF13450.13
sync_1142	no	0	
sync_1143	no	0	
sync_1145	yes	2	PF00072.31;PF00486.35
sync_1146	yes	1	PF20547.4
sync_1147	yes	1	PF00462.31
sync_1148	yes	1	PF01722.24
sync_1149	no	0	
sync_1150	yes	1	PF01553.27
sync_1151	yes	1	PF03740.20
sync_1152	yes	1	PF10674.15
sync_1154	no	0	
sync_1156	no	0	
sync_1158	no	0	
sync_1159	yes	1	PF05014.22
sync_1160	no	0	
sync_1161	yes	2	PF02798.27;PF13409.13
sync_1162	yes	1	PF00106.32
sync_1163	no	0	
sync_1164	no	0	
sync_1165	no	0	
sync_1166	no	0	
sync_1167	yes	1	PF01475.26
sync_1168	yes	1	PF12518.14
sync_1169	yes	1	PF04472.18
sync_1170	yes	2	PF04055.28;PF12345.14
sync_1171	yes	1	PF09506.17
sync_1172	yes	2	PF02798.27;PF13409.13
sync_1173	no	0	
sync_1174	yes	2	PF02463.26;PF13476.13
sync_1175	yes	1	PF00149.34
sync_1176	yes	1	PF01636.30
sync_1177	no	0	
sync_1178	no	0	
sync_1179	no	0	
sync_1180	yes	1	PF01053.27
sync_1181	yes	1	PF04204.23
sync_1182	yes	1	PF05265.21
sync_1183	yes	1	PF13532.13
sync_1184	no	0	
sync_1185	no	0	
sync_1186	yes	1	PF00005.34
sync_1187	yes	1	PF00528.28
sync_1188	no	0	
sync_1189	yes	1	PF00528.28
sync_1190	yes	1	PF00497.26
sync_1191	yes	1	PF00916.27
sync_1192	no	0	
sync_1193	no	0	
sync_1194	no	0	
sync_1195	yes	1	PF01903.23
sync_1197	yes	1	PF10929.14
sync_1198	yes	1	PF05199.20
sync_1200	yes	1	PF06089.18
sync_1201	yes	1	PF06799.17
sync_1202	yes	1	PF02410.22
sync_1203	yes	1	PF11780.14
sync_1204	yes	4	PF02142.28;PF02786.23;PF02787.26;PF25596.2
sync_1205	yes	1	PF11866.14
sync_1206	yes	1	PF01235.24
sync_1207	yes	1	PF20045.5
sync_1208	yes	2	PF00005.34;PF00664.29
sync_1209	yes	1	PF13275.12
sync_1210	yes	1	PF00121.25
sync_1211	yes	1	PF00809.29
sync_1212	yes	1	PF04134.18
sync_1213	no	0	
sync_1214	yes	1	PF00664.29
sync_1215	yes	1	PF00005.34
sync_1216	yes	1	PF26002.1
sync_1217	yes	1	PF19116.7
sync_1218	no	0	
sync_1219	yes	1	PF00486.35
sync_1220	yes	2	PF02514.22;PF11965.14
sync_1221	yes	2	PF01113.27;PF05173.20
sync_1222	no	0	
sync_1223	no	0	
sync_1224	yes	1	PF01494.26
sync_1225	yes	1	PF11165.14
sync_1226	yes	1	PF00156.34
sync_1227	yes	1	PF11237.14
sync_1228	yes	1	PF14233.12
sync_1229	no	0	
sync_1230	no	0	
sync_1231	no	0	
sync_1232	yes	2	PF00072.31;PF00486.35
sync_1233	yes	1	PF02518.32
sync_1234	yes	1	PF03976.21
sync_1237	no	0	
sync_1238	no	0	
sync_1241	no	0	
sync_1242	no	0	
sync_1243	no	0	
sync_1244	yes	2	PF00106.32;PF13561.13
sync_1245	no	0	
sync_1246	no	0	
sync_1248	no	0	
sync_1249	yes	1	PF00427.27
sync_1251	no	0	
sync_1252	yes	1	PF00565.24
sync_1253	yes	3	PF00120.30;PF12437.14;PF18318.7
sync_1254	yes	1	PF06080.19
sync_1257	no	0	
sync_1258	yes	1	PF00565.24
sync_1259	no	0	
sync_1260	no	0	
sync_1263	yes	1	PF04542.21
sync_1265	yes	1	PF21995.2
sync_1267	no	0	
sync_1268	yes	5	PF08241.19;PF08242.19;PF13489.13;PF13649.13;PF13847.13
sync_1269	yes	3	PF00009.34;PF16658.12;PF22042.3
sync_1270	no	0	
sync_1271	yes	1	PF11833.14
sync_1272	yes	1	PF01430.25
sync_1273	yes	1	PF00005.34
sync_1274	yes	1	PF12049.14
sync_1275	yes	1	PF00318.26
sync_1276	yes	1	PF00889.26
sync_1277	no	0	
sync_1278	yes	5	PF00270.36;PF00271.38;PF04851.22;PF17191.11;PF19833.5
sync_1279	yes	1	PF01427.23
sync_1280	yes	2	PF01077.28;PF03460.23
sync_1281	yes	1	PF02092.23
sync_1282	yes	1	PF01494.26
sync_1283	yes	1	PF02557.23
sync_1284	yes	2	PF01136.26;PF12392.14
sync_1285	yes	4	PF00009.34;PF00679.31;PF03144.32;PF21018.3
sync_1286	yes	1	PF03745.20
sync_1287	no	0	
sync_1288	yes	1	PF00005.34
sync_1289	yes	1	PF03739.20
sync_1290	yes	1	PF01578.26
sync_1291	yes	1	PF11302.16
sync_1293	yes	2	PF00012.27;PF06723.20
sync_1294	no	0	
sync_1295	yes	1	PF03741.23
sync_1296	yes	1	PF20065.5
sync_1297	no	0	
sync_1299	no	0	
sync_1300	yes	2	PF00270.36;PF00271.38
sync_1301	yes	2	PF00551.25;PF02911.24
sync_1302	yes	2	PF19289.5;PF19290.5
sync_1303	yes	2	PF01523.22;PF19289.5
sync_1304	yes	1	PF02915.24
sync_1307	no	0	
sync_1308	yes	1	PF02441.25
sync_1309	yes	3	PF00575.30;PF00773.26;PF08206.18
sync_1310	yes	1	PF01169.25
sync_1311	yes	1	PF01169.25
sync_1312	yes	1	PF03692.21
sync_1314	yes	1	PF00654.26
sync_1315	yes	3	PF01368.28;PF02272.25;PF17768.8
sync_1316	yes	2	PF00702.33;PF13419.13
sync_1317	no	0	
sync_1318	no	0	
sync_1319	yes	1	PF01783.30
sync_1320	yes	3	PF00004.36;PF01434.25;PF17862.8
sync_1321	yes	1	PF03699.19
sync_1322	yes	3	PF00578.28;PF08534.17;PF10417.15
sync_1323	no	0	
sync_1325	yes	1	PF01551.30
sync_1326	yes	1	PF00588.25
sync_1327	yes	1	PF02283.23
sync_1328	yes	1	PF03040.20
sync_1329	yes	1	PF04536.21
sync_1330	no	0	
sync_1331	yes	1	PF11152.15
sync_1332	no	0	
sync_1333	yes	3	PF00133.29;PF09334.18;PF19303.6
sync_1334	yes	1	PF06967.17
sync_1335	yes	1	PF12831.14
sync_1336	yes	1	PF00773.26
sync_1337	yes	1	PF01084.27
sync_1338	yes	1	PF00471.27
sync_1339	yes	5	PF01588.27;PF03147.20;PF03483.23;PF03484.22;PF17759.7
sync_1340	yes	2	PF05958.18;PF13847.13
sync_1341	yes	1	PF00502.26
sync_1342	no	0	
sync_1343	yes	1	PF11850.14
sync_1344	no	0	
sync_1345	yes	1	PF04542.21
sync_1346	yes	2	PF09830.15;PF19327.5
sync_1347	yes	1	PF08486.16
sync_1349	yes	2	PF00106.32;PF13561.13
sync_1350	yes	1	PF09996.15
sync_1351	no	0	
sync_1352	yes	1	PF13319.12
sync_1353	yes	5	PF00809.29;PF02310.25;PF02574.23;PF02607.23;PF02965.23
sync_1354	yes	1	PF01063.25
sync_1355	yes	1	PF02514.22
sync_1356	no	0	
sync_1357	no	0	
sync_1358	yes	1	PF03653.19
sync_1359	yes	1	PF04244.20
sync_1360	no	0	
sync_1361	yes	4	PF08459.18;PF14520.13;PF22920.3;PF27096.1
sync_1362	yes	1	PF01467.33
sync_1363	no	0	
sync_1364	yes	1	PF02113.21
sync_1365	yes	1	PF14221.12
sync_1366	yes	1	PF09353.16
sync_1367	yes	1	PF00266.26
sync_1368	yes	1	PF01678.25
sync_1371	yes	1	PF07864.17
sync_1372	yes	1	PF00589.28
sync_1374	yes	1	PF21979.3
sync_1375	yes	4	PF00133.29;PF08264.20;PF09334.18;PF13603.13
sync_1376	yes	1	PF00342.25
sync_1377	no	0	
sync_1378	yes	1	PF01510.31
sync_1379	yes	2	PF05299.19;PF17899.7
sync_1380	no	0	
sync_1381	yes	1	PF00551.25
sync_1382	yes	3	PF01118.31;PF02774.24;PF22698.2
sync_1383	yes	2	PF00925.26;PF00926.25
sync_1384	yes	1	PF00160.27
sync_1385	yes	1	PF01048.27
sync_1386	yes	1	PF22645.2
sync_1387	yes	1	PF11360.14
sync_1388	yes	2	PF00226.37;PF01556.24
sync_1389	yes	2	PF00012.27;PF06723.20
sync_1390	yes	1	PF00528.28
sync_1391	yes	1	PF00528.28
sync_1392	yes	1	PF00005.34
sync_1394	yes	1	PF00111.33
sync_1395	yes	1	PF00459.31
sync_1396	yes	1	PF13393.12
sync_1397	yes	1	PF12838.13
sync_1398	yes	2	PF00183.24;PF13589.13
sync_1399	yes	1	PF00830.25
sync_1400	yes	2	PF00578.28;PF08534.17
sync_1401	yes	1	PF00982.28
sync_1402	yes	2	PF01547.31;PF13416.12
sync_1403	yes	1	PF00528.28
sync_1404	yes	1	PF00528.28
sync_1405	yes	1	PF00005.34
sync_1406	yes	1	PF04230.20
sync_1407	yes	1	PF10693.15
sync_1408	yes	1	PF12159.14
sync_1409	yes	1	PF01241.24
sync_1410	yes	3	PF02779.30;PF02780.26;PF13292.12
sync_1411	yes	2	PF00291.32;PF00585.25
sync_1412	yes	1	PF04079.23
sync_1413	yes	1	PF02325.24
sync_1414	yes	1	PF03819.23
sync_1415	yes	3	PF00224.28;PF00391.30;PF02887.22
sync_1416	yes	2	PF02687.28;PF12704.15
sync_1417	yes	4	PF00004.36;PF01434.25;PF06480.21;PF17862.8
sync_1418	yes	1	PF00574.29
sync_1419	yes	1	PF11264.14
sync_1420	no	0	
sync_1421	no	0	
sync_1422	yes	1	PF03742.20
sync_1423	yes	1	PF02617.23
sync_1424	yes	2	PF03209.22;PF07690.22
sync_1425	no	0	
sync_1426	yes	1	PF09876.15
sync_1428	yes	3	PF02222.28;PF17769.8;PF22660.3
sync_1429	yes	1	PF00528.28
sync_1430	yes	2	PF01761.27;PF24621.3
sync_1431	yes	1	PF02636.24
sync_1432	no	0	
sync_1433	no	0	
sync_1434	no	0	
sync_1435	yes	1	PF00149.34
sync_1436	yes	1	PF02445.22
sync_1437	no	0	
sync_1438	yes	2	PF01068.27;PF04675.20
sync_1439	yes	4	PF00270.36;PF00271.38;PF08494.17;PF19306.6
sync_1440	yes	1	PF04248.20
sync_1441	yes	1	PF04755.19
sync_1443	yes	1	PF01757.29
sync_1445	yes	1	PF03492.22
sync_1446	no	0	
sync_1447	no	0	
sync_1448	yes	1	PF01145.32
sync_1449	yes	1	PF01145.32
sync_1450	no	0	
sync_1451	yes	1	PF12204.15
sync_1452	yes	1	PF00226.37
sync_1453	yes	1	PF04452.20
sync_1454	no	0	
sync_1455	yes	2	PF00106.32;PF13561.13
sync_1456	yes	1	PF01370.28
sync_1457	yes	1	PF00067.28
sync_1458	yes	4	PF08241.19;PF08242.19;PF13649.13;PF13847.13
sync_1459	yes	2	PF01494.26;PF07992.21
sync_1460	yes	3	PF00195.26;PF02797.22;PF08392.19
sync_1461	yes	1	PF04214.19
sync_1462	yes	1	PF00756.27
sync_1463	yes	2	PF00107.33;PF08240.18
sync_1464	yes	1	PF11196.14
sync_1465	yes	4	PF00535.33;PF13506.14;PF13632.13;PF13641.13
sync_1466	no	0	
sync_1467	yes	1	PF12891.14
sync_1468	no	0	
sync_1469	no	0	
sync_1470	no	0	
sync_1471	yes	2	PF00501.35;PF13193.13
sync_1472	no	0	
sync_1473	no	0	
sync_1474	yes	1	PF11302.16
sync_1478	yes	1	PF12594.14
sync_1480	no	0	
sync_1482	yes	1	PF00924.25
sync_1483	yes	1	PF00005.34
sync_1484	yes	1	PF14159.12
sync_1485	no	0	
sync_1489	yes	2	PF07731.21;PF07732.22
sync_1490	yes	1	PF01965.31
sync_1491	yes	3	PF00205.29;PF02775.27;PF02776.24
sync_1493	yes	1	PF10099.15
sync_1494	yes	3	PF04542.21;PF04545.23;PF08281.19
sync_1495	yes	1	PF02683.23
sync_1496	no	0	
sync_1497	yes	1	PF00950.23
sync_1498	yes	1	PF00005.34
sync_1499	yes	1	PF01297.23
sync_1500	yes	2	PF00395.26;PF04966.19
sync_1501	yes	2	PF00395.26;PF04966.19
sync_1502	yes	1	PF09375.16
sync_1503	yes	1	PF06537.17
sync_1504	yes	1	PF00561.27
sync_1505	no	0	
sync_1506	yes	3	PF08332.17;PF13474.13;PF14534.13
sync_1508	yes	2	PF02492.26;PF07683.20
sync_1509	yes	1	PF25975.1
sync_1510	yes	1	PF00873.26
sync_1511	no	0	
sync_1512	yes	2	PF00563.26;PF00990.27
sync_1513	no	0	
sync_1514	yes	1	PF00990.27
sync_1515	yes	1	PF13193.13
sync_1516	yes	2	PF02129.25;PF08530.17
sync_1518	no	0	
sync_1519	no	0	
sync_1522	yes	2	PF00384.28;PF01568.28
sync_1523	yes	1	PF14234.12
sync_1524	yes	1	PF05542.17
sync_1525	yes	1	PF10502.15
sync_1526	yes	2	PF02776.24;PF16582.12
sync_1527	yes	2	PF00378.26;PF16113.11
sync_1528	yes	1	PF03734.20
sync_1529	yes	5	PF00534.27;PF08323.18;PF13439.13;PF13579.13;PF13692.13
sync_1530	no	0	
sync_1531	yes	2	PF02875.27;PF08245.19
sync_1532	no	0	
sync_1533	yes	3	PF00132.31;PF00483.30;PF12804.14
sync_1534	no	0	
sync_1535	no	0	
sync_1536	yes	1	PF05430.18
sync_1537	yes	1	PF00275.26
sync_1538	yes	1	PF13545.13
sync_1539	yes	1	PF00210.31
sync_1540	no	0	
sync_1542	yes	2	PF00395.26;PF04966.19
sync_1543	no	0	
sync_1544	yes	1	PF13640.13
sync_1545	yes	4	PF01547.31;PF13343.12;PF13416.12;PF13531.12
sync_1546	yes	3	PF01977.23;PF20695.3;PF20696.3
sync_1547	yes	1	PF04029.20
sync_1548	yes	1	PF00795.28
sync_1549	yes	1	PF01520.24
sync_1550	yes	1	PF01177.28
sync_1551	yes	1	PF00348.23
sync_1552	yes	2	PF00702.33;PF13419.13
sync_1553	yes	3	PF00501.35;PF13193.13;PF16177.12
sync_1554	no	0	
sync_1555	yes	1	PF07082.18
sync_1556	yes	2	PF00578.28;PF08534.17
sync_1557	yes	1	PF00929.32
sync_1558	no	0	
sync_1559	yes	1	PF11347.15
sync_1560	yes	1	PF02632.20
sync_1561	yes	1	PF01252.24
sync_1562	yes	4	PF00498.32;PF00905.28;PF00912.29;PF16697.11
sync_1563	yes	2	PF01926.30;PF05128.18
sync_1564	yes	1	PF00282.26
sync_1565	yes	2	PF00383.30;PF14437.13
sync_1566	yes	1	PF00266.26
sync_1567	yes	1	PF00502.26
sync_1569	yes	2	PF00120.30;PF03951.25
sync_1570	yes	1	PF00491.27
sync_1571	yes	2	PF03253.20;PF13499.13
sync_1572	no	0	
sync_1573	no	0	
sync_1574	yes	1	PF07862.17
sync_1575	no	0	
sync_1576	yes	5	PF01209.25;PF08241.19;PF08242.19;PF13649.13;PF13847.13
sync_1577	no	0	
sync_1578	no	0	
sync_1579	yes	1	PF20035.5
sync_1580	yes	1	PF13581.13
sync_1581	yes	1	PF05419.18
sync_1582	yes	2	PF00581.26;PF26341.1
sync_1583	yes	1	PF03912.20
sync_1584	yes	1	PF01594.23
sync_1585	yes	1	PF01594.23
sync_1586	yes	1	PF01613.25
sync_1587	no	0	
sync_1588	yes	1	PF02355.23
sync_1589	yes	4	PF02355.23;PF03176.22;PF21760.4;PF22599.3
sync_1590	yes	2	PF02779.30;PF02780.26
sync_1592	yes	1	PF11282.14
sync_1593	yes	1	PF00288.33
sync_1594	yes	1	PF00398.27
sync_1595	yes	1	PF00485.25
sync_1596	yes	1	PF02021.24
sync_1597	yes	1	PF13521.13
sync_1598	yes	1	PF00805.29
sync_1599	no	0	
sync_1600	yes	1	PF02590.23
sync_1601	yes	1	PF00657.29
sync_1602	no	0	
sync_1604	yes	2	PF01590.33;PF13185.13
sync_1606	yes	1	PF00717.29
sync_1607	yes	3	PF00817.26;PF11799.14;PF13438.12
sync_1608	yes	1	PF01494.26
sync_1609	yes	1	PF03547.24
sync_1610	no	0	
sync_1611	no	0	
sync_1613	yes	6	PF01751.29;PF01807.26;PF08275.18;PF10410.15;PF13155.13;PF13662.13
sync_1614	yes	1	PF00892.27
sync_1615	no	0	
sync_1619	no	0	
sync_1622	no	0	
sync_1627	yes	2	PF01330.28;PF14520.13
sync_1628	yes	1	PF00312.28
sync_1629	yes	1	PF11947.14
sync_1630	yes	5	PF01336.32;PF02811.27;PF07733.19;PF14579.13;PF17657.7
sync_1631	yes	1	PF01425.27
sync_1632	yes	1	PF08846.16
sync_1633	yes	2	PF00588.25;PF08032.18
sync_1634	yes	1	PF00636.32
sync_1635	yes	2	PF01740.27;PF13466.13
sync_1636	yes	2	PF00117.35;PF00988.29
sync_1637	yes	2	PF00591.28;PF02885.23
sync_1638	yes	2	PF00005.34;PF00664.29
sync_1639	no	0	
sync_1640	yes	1	PF01625.29
sync_1641	no	0	
sync_1642	no	0	
sync_1644	no	0	
sync_1646	no	0	
sync_1649	no	0	
sync_1650	yes	1	PF05193.27
sync_1651	yes	2	PF00675.26;PF05193.27
sync_1653	no	0	
sync_1654	no	0	
sync_1656	yes	1	PF05996.18
sync_1657	no	0	
sync_1658	yes	1	PF02687.28
sync_1659	yes	1	PF00005.34
sync_1660	no	0	
sync_1661	yes	3	PF00535.33;PF10111.15;PF13641.13
sync_1662	yes	2	PF04452.20;PF20260.5
sync_1663	no	0	
sync_1664	yes	1	PF01940.22
sync_1665	yes	1	PF04542.21
sync_1667	yes	2	PF00657.29;PF13472.13
sync_1668	no	0	
sync_1669	yes	1	PF00005.34
sync_1670	yes	1	PF12974.13
sync_1671	yes	1	PF00155.28
sync_1672	no	0	
sync_1673	yes	1	PF03167.26
sync_1674	yes	2	PF04551.20;PF26540.1
sync_1675	yes	4	PF00595.30;PF03572.24;PF13180.13;PF17820.8
sync_1676	no	0	
sync_1677	no	0	
sync_1678	no	0	
sync_1679	yes	5	PF00270.36;PF00271.38;PF02559.23;PF03461.21;PF17757.7
sync_1680	no	0	
sync_1681	yes	1	PF03350.22
sync_1682	no	0	
sync_1683	yes	1	PF00834.26
sync_1684	yes	1	PF00834.26
sync_1685	yes	1	PF03320.19
sync_1686	yes	3	PF00745.26;PF01488.27;PF05201.21
sync_1687	yes	2	PF00483.30;PF25247.2
sync_1688	yes	2	PF00393.25;PF03446.22
sync_1689	yes	1	PF01182.27
