Entry	Gene Names	Organism (ID)	Pfam	Protein names	Gene Names (ordered locus)
Q3AZD7	plsY Syncc9902_0572	316279	PF02660;	Glycerol-3-phosphate acyltransferase (Acyl-PO4 G3P acyltransferase) (Acyl-phosphate--glycerol-3-phosphate acyltransferase) (G3P acyltransferase) (GPAT) (EC 2.3.1.275) (Lysophosphatidic acid synthase) (LPA synthase)	Syncc9902_0572
Q3AZD9	pyrF Syncc9902_0570	316279	PF00215;	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23) (OMP decarboxylase) (OMPDCase) (OMPdecase)	Syncc9902_0570
Q3AZE2	tyrS Syncc9902_0567	316279	PF22421;PF00579;	Tyrosine--tRNA ligase (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS)	Syncc9902_0567
Q3AZE8	pepA Syncc9902_0561	316279	PF00883;PF02789;	Probable cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase) (LAP) (EC 3.4.11.10) (Leucyl aminopeptidase)	Syncc9902_0561
Q3AZH7	rnz Syncc9902_0532	316279	PF23023;PF12706;	Ribonuclease Z (RNase Z) (EC 3.1.26.11) (tRNA 3 endonuclease) (tRNase Z)	Syncc9902_0532
Q3AZH8	psbV Syncc9902_0531	316279	PF14495;	Photosystem II extrinsic protein V (PsbV) (Cytochrome c-550) (Cytochrome c550) (Low-potential cytochrome c)	Syncc9902_0531
Q3AZI5	murD Syncc9902_0524	316279	PF02875;PF08245;PF21799;	UDP-N-acetylmuramoylalanine--D-glutamate ligase (EC 6.3.2.9) (D-glutamic acid-adding enzyme) (UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase)	Syncc9902_0524
Q3AZK3	groEL1 groL1 Syncc9902_0506	316279	PF00118;	Chaperonin GroEL 1 (EC 5.6.1.7) (60 kDa chaperonin 1) (Chaperonin-60 1) (Cpn60 1)	Syncc9902_0506
Q3AZK5	atpD atpB Syncc9902_0504	316279	PF00006;PF02874;PF22919;	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	Syncc9902_0504
Q3AZM1	atpA Syncc9902_0488	316279	PF00006;PF00306;PF02874;	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	Syncc9902_0488
Q3AZM4	atpF2 atpG Syncc9902_0485	316279	PF00430;	ATP synthase subunit b' (ATP synthase F(0) sector subunit b') (ATPase subunit II) (F-type ATPase subunit b') (F-ATPase subunit b')	Syncc9902_0485
Q3AZM5	atpE atpH Syncc9902_0484	316279	PF00137;	ATP synthase subunit c (ATP synthase F(0) sector subunit c) (F-type ATPase subunit c) (F-ATPase subunit c) (Lipid-binding protein)	Syncc9902_0484
Q3AZN8	queF Syncc9902_0471	316279	PF14489;	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	Syncc9902_0471
Q3AZX9	anmK Syncc9902_0378	316279	PF03702;	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170) (AnhMurNAc kinase)	Syncc9902_0378
Q3AZZ7	uppP Syncc9902_0358	316279	PF02673;	Undecaprenyl-diphosphatase (EC 3.6.1.27) (Bacitracin resistance protein) (Undecaprenyl pyrophosphate phosphatase)	Syncc9902_0358
Q3B002	rimO Syncc9902_0353	316279	PF04055;PF18693;PF00919;	Ribosomal protein uS12 methylthiotransferase RimO (uS12 MTTase) (uS12 methylthiotransferase) (EC 2.8.4.4) (Ribosomal protein uS12 (aspartate-C(3))-methylthiotransferase) (Ribosome maturation factor RimO)	Syncc9902_0353
Q3B009	aroK Syncc9902_0346	316279	PF01202;	Shikimate kinase (SK) (EC 2.7.1.71)	Syncc9902_0346
Q3B027	ndhO Syncc9902_0328	316279	PF11910;	NAD(P)H-quinone oxidoreductase subunit O (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit O) (NDH-1 subunit O) (NDH-O)	Syncc9902_0328
Q3B038	psbD1 Syncc9902_0317; psbD2 Syncc9902_0668	316279	PF00124;	Photosystem II D2 protein (PSII D2 protein) (EC 1.10.3.9) (Photosystem Q(A) protein)	Syncc9902_0317; Syncc9902_0668
Q3B063	ndhD Syncc9902_0292	316279	PF00361;	NAD(P)H-quinone oxidoreductase chain 4 (EC 7.1.1.-) (NAD(P)H dehydrogenase I, chain 4) (NDH-1, chain 4)	Syncc9902_0292
Q3B074	ndhI Syncc9902_0281	316279	PF13187;	NAD(P)H-quinone oxidoreductase subunit I (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit I) (NDH-1 subunit I) (NDH-I)	Syncc9902_0281
Q3B075	ndhA Syncc9902_0280	316279	PF00146;	NAD(P)H-quinone oxidoreductase subunit 1 (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit 1) (NDH-1 subunit 1) (NDH-A)	Syncc9902_0280
Q3B080	ispH Syncc9902_0275	316279	PF02401;	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	Syncc9902_0275
Q3B083	purH Syncc9902_0272	316279	PF01808;PF02142;	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	Syncc9902_0272
Q3B088	tgt Syncc9902_0267	316279	PF01702;	Queuine tRNA-ribosyltransferase (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	Syncc9902_0267
Q3B0C1	ndhJ Syncc9902_0232	316279	PF00329;	NAD(P)H-quinone oxidoreductase subunit J (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit J) (NADH-plastoquinone oxidoreductase subunit J) (NDH-1 subunit J) (NDH-J)	Syncc9902_0232
Q3B0C2	ndhK Syncc9902_0231	316279	PF01058;	NAD(P)H-quinone oxidoreductase subunit K (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit K) (NDH-1 subunit K) (NDH-K)	Syncc9902_0231
Q3B0C3	ndhC Syncc9902_0230	316279	PF00507;	NAD(P)H-quinone oxidoreductase subunit 3 (EC 7.1.1.-) (NAD(P)H dehydrogenase subunit 3) (NADH-plastoquinone oxidoreductase subunit 3) (NDH-1 subunit 3) (NDH-C)	Syncc9902_0230
Q3B0C6	psbE Syncc9902_0227	316279	PF00283;PF00284;	Cytochrome b559 subunit alpha (PSII reaction center subunit V)	Syncc9902_0227
Q3B0C7	psbF Syncc9902_0226	316279	PF00283;	Cytochrome b559 subunit beta (PSII reaction center subunit VI)	Syncc9902_0226
Q3B0I2	psaC Syncc9902_0171	316279	PF12838;	Photosystem I iron-sulfur center (EC 1.97.1.12) (9 kDa polypeptide) (PSI-C) (Photosystem I subunit VII) (PsaC)	Syncc9902_0171
Q3B0I6	thiC Syncc9902_0167	316279	PF01964;	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	Syncc9902_0167
Q3B0J1	ruvB Syncc9902_0162	316279	PF17864;PF05496;PF05491;	Holliday junction branch migration complex subunit RuvB (EC 3.6.4.-)	Syncc9902_0162
Q3B0J9	lysS Syncc9902_0154	316279	PF00152;PF01336;	Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS)	Syncc9902_0154
Q3B0K7	ahcY Syncc9902_0146	316279	PF05221;PF00670;	Adenosylhomocysteinase (EC 3.13.2.1) (S-adenosyl-L-homocysteine hydrolase) (AdoHcyase)	Syncc9902_0146
Q3B0L7	fluC2 crcB2 Syncc9902_0136	316279	PF02537;	Fluoride-specific ion channel FluC 2	Syncc9902_0136
Q3B0M1	miaA Syncc9902_0132	316279	PF01715;	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)	Syncc9902_0132
Q3B0N0	secA Syncc9902_0123	316279	PF21090;PF07517;PF01043;PF07516;	Protein translocase subunit SecA (EC 7.4.2.8)	Syncc9902_0123
Q3B0T8	dapA Syncc9902_0065	316279	PF00701;	4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)	Syncc9902_0065
Q3B0U0	tig Syncc9902_0063	316279	PF00254;PF05698;PF05697;	Trigger factor (TF) (EC 5.2.1.8) (PPIase)	Syncc9902_0063
Q3B0U1	clpP2 Syncc9902_0062	316279	PF00574;	ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2)	Syncc9902_0062
Q3B0U2	clpX Syncc9902_0061	316279	PF07724;PF10431;PF06689;	ATP-dependent Clp protease ATP-binding subunit ClpX	Syncc9902_0061
Q3B0V2	thiG Syncc9902_0051	316279	PF05690;	Thiazole synthase (EC 2.8.1.10)	Syncc9902_0051
Q3B0W1	guaA Syncc9902_0042	316279	PF00117;PF00958;	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)	Syncc9902_0042
Q3B0X8	murC Syncc9902_0025	316279	PF01225;PF02875;PF08245;	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	Syncc9902_0025
Q3B100	purL Syncc9902_0003	316279	PF00586;PF02769;PF18072;	Phosphoribosylformylglycinamidine synthase subunit PurL (FGAM synthase) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase subunit II) (FGAR amidotransferase II) (FGAR-AT II) (Glutamine amidotransferase PurL) (Phosphoribosylformylglycinamidine synthase subunit II)	Syncc9902_0003
Q3AUG8	rplI rpl9 Syncc9902_2193	316279	PF03948;PF01281;	Large ribosomal subunit protein bL9 (50S ribosomal protein L9)	Syncc9902_2193
Q3AUG9	mnmG gidA Syncc9902_2197	316279	PF01134;PF21680;PF13932;	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG (Glucose-inhibited division protein A)	Syncc9902_2197
Q3AUJ5	rplK rpl11 Syncc9902_2156	316279	PF00298;PF03946;	Large ribosomal subunit protein uL11 (50S ribosomal protein L11)	Syncc9902_2156
Q3AUJ6	rplA rpl1 Syncc9902_2155	316279	PF00687;	Large ribosomal subunit protein uL1 (50S ribosomal protein L1)	Syncc9902_2155
Q3AUJ7	rplJ rpl10 Syncc9902_2154	316279	PF00466;	Large ribosomal subunit protein uL10 (50S ribosomal protein L10)	Syncc9902_2154
Q3AUJ8	rplL rpl12 Syncc9902_2153	316279	PF00542;PF16320;	Large ribosomal subunit protein bL12 (50S ribosomal protein L7/L12)	Syncc9902_2153
Q3AUL9	gcvH Syncc9902_2189	316279	PF01597;	Glycine cleavage system H protein	Syncc9902_2189
Q3AUM7	ybeY Syncc9902_2126	316279	PF02130;	Endoribonuclease YbeY (EC 3.1.-.-)	Syncc9902_2126
Q3AUN6	Syncc9902_2001	316279	PF13640;	PKHD-type hydroxylase Syncc9902_2001 (EC 1.14.11.-)	Syncc9902_2001
Q3AUQ6	psbH Syncc9902_2081	316279	PF00737;	Photosystem II reaction center protein H (PSII-H)	Syncc9902_2081
Q3AUQ9	psbN Syncc9902_2082	316279	PF02468;	Protein PsbN	Syncc9902_2082
Q3AUR5	clpS Syncc9902_2032	316279	PF02617;	ATP-dependent Clp protease adapter protein ClpS	Syncc9902_2032
Q3AUU4	pebB Syncc9902_1907	316279	PF05996;	Phycoerythrobilin:ferredoxin oxidoreductase (EC 1.3.7.3)	Syncc9902_1907
Q3AUU5	pebA Syncc9902_1906	316279	PF05996;	15,16-dihydrobiliverdin:ferredoxin oxidoreductase (EC 1.3.7.2)	Syncc9902_1906
Q3AUW0	rplB rpl2 Syncc9902_1958	316279	PF03947;PF00181;	Large ribosomal subunit protein uL2 (50S ribosomal protein L2)	Syncc9902_1958
Q3AUW1	rplW rpl23 Syncc9902_1957	316279	PF00276;	Large ribosomal subunit protein uL23 (50S ribosomal protein L23)	Syncc9902_1957
Q3AUW3	rplC rpl3 Syncc9902_1955	316279	PF00297;	Large ribosomal subunit protein uL3 (50S ribosomal protein L3)	Syncc9902_1955
Q3AUW5	ndhN Syncc9902_1953	316279	PF11909;	NAD(P)H-quinone oxidoreductase subunit N (EC 7.1.1.-) (NAD(P)H dehydrogenase I subunit N) (NDH-1 subunit N) (NDH-N)	Syncc9902_1953
Q3AUW7	rplV rpl22 Syncc9902_1960	316279	PF00237;	Large ribosomal subunit protein uL22 (50S ribosomal protein L22)	Syncc9902_1960
Q3AUW8	rpsS rps19 Syncc9902_1959	316279	PF00203;	Small ribosomal subunit protein uS19 (30S ribosomal protein S19)	Syncc9902_1959
Q3AUW9	rplP rpl16 Syncc9902_1962	316279	PF00252;	Large ribosomal subunit protein uL16 (50S ribosomal protein L16)	Syncc9902_1962
Q3AUY3	psbM Syncc9902_1862	316279	PF05151;	Photosystem II reaction center protein M (PSII-M)	Syncc9902_1862
Q3AV04	ctaB Syncc9902_1752	316279	PF01040;	Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase)	Syncc9902_1752
Q3AV13	Syncc9902_1819	316279	PF24827;PF04952;	Probable aspartoacylase (EC 3.5.1.15)	Syncc9902_1819
Q3AV41	rnpA Syncc9902_1785	316279	PF00825;	Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5)	Syncc9902_1785
Q3AV42	rpmH rpl34 Syncc9902_1784	316279	PF00468;	Large ribosomal subunit protein bL34 (50S ribosomal protein L34)	Syncc9902_1784
Q3AV45	rpsN rps14 Syncc9902_1793	316279	PF00253;	Small ribosomal subunit protein uS14 (30S ribosomal protein S14)	Syncc9902_1793
Q3AV87	trpC Syncc9902_1529	316279	PF00218;	Indole-3-glycerol phosphate synthase (IGPS) (EC 4.1.1.48)	Syncc9902_1529
Q3AV97	frr Syncc9902_1649	316279	PF01765;	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	Syncc9902_1649
Q3AVJ4	rpsR rps18 Syncc9902_1137	316279	PF01084;	Small ribosomal subunit protein bS18 (30S ribosomal protein S18)	Syncc9902_1137
Q3AVJ5	rpmG rpl33 Syncc9902_1136	316279	PF00471;	Large ribosomal subunit protein bL33 (50S ribosomal protein L33)	Syncc9902_1136
Q3AVK0	ruvA Syncc9902_1298	316279	PF14520;PF07499;PF01330;	Holliday junction branch migration complex subunit RuvA	Syncc9902_1298
Q3AVK1	rpsO rps15 Syncc9902_1299	316279	PF00312;	Small ribosomal subunit protein uS15 (30S ribosomal protein S15)	Syncc9902_1299
Q3AVK4	gatA Syncc9902_1302	316279	PF01425;	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	Syncc9902_1302
Q3AVM1	rpsF rps6 Syncc9902_2306	316279	PF01250;	Small ribosomal subunit protein bS6 (30S ribosomal protein S6)	Syncc9902_2306
Q3AVR2	ureB Syncc9902_2256	316279	PF00699;	Urease subunit beta (EC 3.5.1.5) (Urea amidohydrolase subunit beta)	Syncc9902_2256
Q3AVR3	ureA Syncc9902_2255	316279	PF00547;	Urease subunit gamma (EC 3.5.1.5) (Urea amidohydrolase subunit gamma)	Syncc9902_2255
Q3AVR4	ureD Syncc9902_2254	316279	PF01774;	Urease accessory protein UreD	Syncc9902_2254
Q3AVR7	ureG Syncc9902_2251	316279	PF02492;	Urease accessory protein UreG	Syncc9902_2251
Q3AVT0	gcvT Syncc9902_2232	316279	PF01571;PF08669;	Aminomethyltransferase (EC 2.1.2.10) (Glycine cleavage system T protein)	Syncc9902_2232
Q3AVV7	gatB Syncc9902_2169	316279	PF02934;PF02637;	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)	Syncc9902_2169
Q3AVY5	argS Syncc9902_2134	316279	PF03485;PF05746;PF00750;	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	Syncc9902_2134
Q3AVZ5	Syncc9902_2116	316279	PF13279;	1,4-dihydroxy-2-naphthoyl-CoA hydrolase (DHNA-CoA hydrolase) (EC 3.1.2.28) (DHNA-CoA thioesterase)	Syncc9902_2116
Q3AW00	rsmH mraW Syncc9902_2111	316279	PF01795;	Ribosomal RNA small subunit methyltransferase H (EC 2.1.1.199) (16S rRNA m(4)C1402 methyltransferase) (rRNA (cytosine-N(4)-)-methyltransferase RsmH)	Syncc9902_2111
Q3AW25	psbI Syncc9902_2084	316279	PF02532;	Photosystem II reaction center protein I (PSII-I) (PSII 4.4 kDa protein)	Syncc9902_2084
Q3AW42	gatC Syncc9902_2057	316279	PF02686;	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C (Asp/Glu-ADT subunit C) (EC 6.3.5.-)	Syncc9902_2057
Q3AW52	rpsJ rps10 Syncc9902_2023	316279	PF00338;	Small ribosomal subunit protein uS10 (30S ribosomal protein S10)	Syncc9902_2023
Q3AW54	fusA Syncc9902_2021	316279	PF00679;PF14492;PF03764;PF00009;PF03144;	Elongation factor G (EF-G)	Syncc9902_2021
Q3AW55	rpsG rps7 Syncc9902_2020	316279	PF00177;	Small ribosomal subunit protein uS7 (30S ribosomal protein S7)	Syncc9902_2020
Q3AW64	prfA Syncc9902_1984	316279	PF03462;PF00472;	Peptide chain release factor 1 (RF-1)	Syncc9902_1984
Q3AW65	rpmE rpl31 Syncc9902_1983	316279	PF01197;	Large ribosomal subunit protein bL31 (50S ribosomal protein L31)	Syncc9902_1983
Q3AW66	rpsI rps9 Syncc9902_1982	316279	PF00380;	Small ribosomal subunit protein uS9 (30S ribosomal protein S9)	Syncc9902_1982
Q3AW69	rplQ rpl17 Syncc9902_1979	316279	PF01196;	Large ribosomal subunit protein bL17 (50S ribosomal protein L17)	Syncc9902_1979
Q3AW71	rpsK rps11 Syncc9902_1977	316279	PF00411;	Small ribosomal subunit protein uS11 (30S ribosomal protein S11)	Syncc9902_1977
Q3AW72	rpsM rps13 Syncc9902_1976	316279	PF00416;	Small ribosomal subunit protein uS13 (30S ribosomal protein S13)	Syncc9902_1976
Q3AW73	rpmJ Syncc9902_1975	316279	PF00444;	Large ribosomal subunit protein bL36 (50S ribosomal protein L36)	Syncc9902_1975
Q3AW76	rplO Syncc9902_1972	316279	PF00828;	Large ribosomal subunit protein uL15 (50S ribosomal protein L15)	Syncc9902_1972
Q3AW78	rplR rpl18 Syncc9902_1970	316279	PF00861;	Large ribosomal subunit protein uL18 (50S ribosomal protein L18)	Syncc9902_1970
Q3AW79	rplF rpl6 Syncc9902_1969	316279	PF00347;	Large ribosomal subunit protein uL6 (50S ribosomal protein L6)	Syncc9902_1969
Q3AW80	rpsH rps8 Syncc9902_1968	316279	PF00410;	Small ribosomal subunit protein uS8 (30S ribosomal protein S8)	Syncc9902_1968
Q3AW81	rplE rpl5 Syncc9902_1967	316279	PF00281;PF00673;	Large ribosomal subunit protein uL5 (50S ribosomal protein L5)	Syncc9902_1967
Q3AW82	rplX rpl24 Syncc9902_1966	316279	PF00467;PF17136;	Large ribosomal subunit protein uL24 (50S ribosomal protein L24)	Syncc9902_1966
Q3AW83	rplN rpl14 Syncc9902_1965	316279	PF00238;	Large ribosomal subunit protein uL14 (50S ribosomal protein L14)	Syncc9902_1965
Q3AW84	rpsQ rps17 Syncc9902_1964	316279	PF00366;	Small ribosomal subunit protein uS17 (30S ribosomal protein S17)	Syncc9902_1964
Q3AW85	rpmC rpl29 Syncc9902_1963	316279	PF00831;	Large ribosomal subunit protein uL29 (50S ribosomal protein L29)	Syncc9902_1963
Q3AWE9	nrdR Syncc9902_1866	316279	PF03477;PF22811;	Transcriptional repressor NrdR	Syncc9902_1866
Q3AWF0	psbT Syncc9902_1865	316279	PF01405;	Photosystem II reaction center protein T (PSII-T)	Syncc9902_1865
Q3AWF1	petD Syncc9902_1848	316279	PF00032;	Cytochrome b6-f complex subunit 4 (17 kDa polypeptide)	Syncc9902_1848
Q3AWF5	mtnA Syncc9902_1844	316279	PF01008;	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase)	Syncc9902_1844
Q3AWF7	psaE Syncc9902_1842	316279	PF02427;	Photosystem I reaction center subunit IV	Syncc9902_1842
Q3AWK9	ispD Syncc9902_1742	316279	PF01128;	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	Syncc9902_1742
Q3AWL5	lgt Syncc9902_1736	316279	PF01790;	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase (EC 2.5.1.145)	Syncc9902_1736
Q3AWL6	petA Syncc9902_1735	316279	PF01333;PF16639;	Cytochrome f	Syncc9902_1735
Q3AWM2	psaJ Syncc9902_1729	316279	PF01701;	Photosystem I reaction center subunit IX	Syncc9902_1729
Q3AWM9	rplS rpl19 Syncc9902_1716	316279	PF01245;	Large ribosomal subunit protein bL19 (50S ribosomal protein L19)	Syncc9902_1716
Q3AWR9	proS Syncc9902_1665	316279	PF03129;PF00587;	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	Syncc9902_1665
Q3AWT0	psaM Syncc9902_1625	316279	PF07465;	Photosystem I reaction center subunit XII (PSI-M)	Syncc9902_1625
Q3AWW1	Syncc9902_1594	316279	PF02545;	Nucleoside triphosphate pyrophosphatase (EC 3.6.1.9) (Nucleotide pyrophosphatase) (Nucleotide PPase)	Syncc9902_1594
Q3AWX1	mqo Syncc9902_1584	316279	PF06039;	Probable malate:quinone oxidoreductase (EC 1.1.5.4) (MQO) (Malate dehydrogenase [quinone])	Syncc9902_1584
Q3AWZ4	glyQ Syncc9902_1561	316279	PF02091;	Glycine--tRNA ligase alpha subunit (EC 6.1.1.14) (Glycyl-tRNA synthetase alpha subunit) (GlyRS)	Syncc9902_1561
Q3AX02	rpsP rps16 Syncc9902_1516	316279	PF00886;	Small ribosomal subunit protein bS16 (30S ribosomal protein S16)	Syncc9902_1516
Q3AX77	recR Syncc9902_1399	316279	PF21175;PF21176;PF02132;PF13662;	Recombination protein RecR	Syncc9902_1399
Q3AX81	trhO Syncc9902_1395	316279	PF00581;PF17773;	tRNA uridine(34) hydroxylase (EC 1.14.-.-) (tRNA hydroxylation protein O)	Syncc9902_1395
Q3AXB9	comB Syncc9902_1324	316279	PF04029;	Probable 2-phosphosulfolactate phosphatase (EC 3.1.3.71)	Syncc9902_1324
Q3AXD5	trpD Syncc9902_1308	316279	PF02885;PF00591;	Anthranilate phosphoribosyltransferase (EC 2.4.2.18)	Syncc9902_1308
Q3AXE9	rlmH Syncc9902_1287	316279	PF02590;	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	Syncc9902_1287
Q3AXG3	psb28 Syncc9902_1273	316279	PF03912;	Photosystem II reaction center Psb28 protein (Photosystem II 13 kDa protein) (Photosystem II reaction center W protein)	Syncc9902_1273
Q3AXI3	pcyA Syncc9902_1253	316279	PF05996;	Phycocyanobilin:ferredoxin oxidoreductase (EC 1.3.7.5)	Syncc9902_1253
Q3AXI9	rpsB rps2 Syncc9902_1247	316279	PF00318;	Small ribosomal subunit protein uS2 (30S ribosomal protein S2)	Syncc9902_1247
Q3AXJ0	tsf Syncc9902_1246	316279	PF00889;	Elongation factor Ts (EF-Ts)	Syncc9902_1246
Q3AXK1	ccsA Syncc9902_1231	316279	PF01578;	Cytochrome c biogenesis protein CcsA	Syncc9902_1231
Q3AXM7	hslO Syncc9902_1195	316279	PF01430;	33 kDa chaperonin (Heat shock protein 33 homolog) (HSP33)	Syncc9902_1195
Q3AXQ4	fmt Syncc9902_1168	316279	PF02911;PF00551;	Methionyl-tRNA formyltransferase (EC 2.1.2.9)	Syncc9902_1168
Q3AXR9	rpmF rpl32 Syncc9902_1153	316279	PF01783;	Large ribosomal subunit protein bL32 (50S ribosomal protein L32)	Syncc9902_1153
Q3AXS7	pxcA Syncc9902_1145	316279	PF03040;	Proton extrusion protein PxcA	Syncc9902_1145
Q3AXU8	uvrC Syncc9902_1115	316279	PF01541;PF14520;PF02151;PF22920;PF08459;	UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C)	Syncc9902_1115
Q3AXX8	hisZ Syncc9902_1085	316279	PF13393;	ATP phosphoribosyltransferase regulatory subunit	Syncc9902_1085
Q3AXY2	rpmB rpl28 Syncc9902_1081	316279	PF00830;	Large ribosomal subunit protein bL28 (50S ribosomal protein L28)	Syncc9902_1081
Q3AY05	thf1 Syncc9902_1058	316279	PF11264;	Protein Thf1	Syncc9902_1058
Q3AY07	petN Syncc9902_1056	316279	PF03742;	Cytochrome b6-f complex subunit 8 (Cytochrome b6-f complex subunit PetN) (Cytochrome b6-f complex subunit VIII)	Syncc9902_1056
Q3AY98	rpsU rps21 Syncc9902_0963	316279	PF01165;	Small ribosomal subunit protein bS21 (30S ribosomal protein S21)	Syncc9902_0963
Q3AYC9	thrB Syncc9902_0932	316279	PF08544;PF00288;	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)	Syncc9902_0932
Q3AYG5	trpA Syncc9902_0896	316279	PF00290;	Tryptophan synthase alpha chain (EC 4.2.1.20)	Syncc9902_0896
Q3AYH5	dnaA Syncc9902_0886	316279	PF00308;PF08299;PF11638;	Chromosomal replication initiator protein DnaA	Syncc9902_0886
Q3AYI1	hisG Syncc9902_0880	316279	PF01634;	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)	Syncc9902_0880
Q3AYS6	Syncc9902_0783	316279	PF03652;	Putative pre-16S rRNA nuclease (EC 3.1.-.-)	Syncc9902_0783
Q3AYT2	hisA Syncc9902_0777	316279	PF00977;	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	Syncc9902_0777
Q3AYV8	sasA Syncc9902_0751	316279	PF02518;PF00512;PF07689;	Adaptive-response sensory kinase SasA (EC 2.7.13.3) (Sensor histidine kinase SasA)	Syncc9902_0751
Q3AYW4	acyP Syncc9902_0745	316279	PF00708;	Acylphosphatase (EC 3.6.1.7) (Acylphosphate phosphohydrolase)	Syncc9902_0745
Q3AZ17	cysS Syncc9902_0692	316279	PF09190;PF01406;	Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS)	Syncc9902_0692
Q3AZ35	petM Syncc9902_0674	316279	PF08041;	Cytochrome b6-f complex subunit 7 (Cytochrome b6-f complex subunit PetM) (Cytochrome b6-f complex subunit VII)	Syncc9902_0674
Q3AZ40	ycf4 Syncc9902_0669	316279	PF02392;	Photosystem I assembly protein Ycf4	Syncc9902_0669
Q3AZ46	queA Syncc9902_0663	316279	PF02547;	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	Syncc9902_0663
Q3AZ61	sepF Syncc9902_0648	316279	PF04472;	Cell division protein SepF	Syncc9902_0648
