old_locus_tag	protein_id
Syncc9902_0758	WP_011359566.1
Syncc9902_0759	WP_041425328.1
Syncc9902_0760	WP_011359568.1
Syncc9902_0761	WP_011359569.1
Syncc9902_0762	WP_011359570.1
Syncc9902_0763	WP_011359571.1
Syncc9902_0764	WP_011359572.1
Syncc9902_0765	WP_011359573.1
Syncc9902_0766	WP_011359574.1
Syncc9902_0767	WP_011359575.1
Syncc9902_0768	WP_369776178.1
Syncc9902_0769	WP_011359577.1
Syncc9902_0770	WP_037989002.1
Syncc9902_0771	WP_011359579.1
Syncc9902_0772	WP_011359580.1
Syncc9902_0773	WP_011359581.1
Syncc9902_0774	WP_011359582.1
Syncc9902_0775	WP_011359583.1
Syncc9902_0776	WP_011359584.1
Syncc9902_0777	WP_041425333.1
Syncc9902_0778	WP_156771063.1
Syncc9902_0779	WP_011359587.1
Syncc9902_0780	WP_041425338.1
Syncc9902_0781	WP_011359589.1
Syncc9902_0782	WP_011359590.1
Syncc9902_0783	WP_011359591.1
Syncc9902_0784	WP_011359592.1
Syncc9902_0785	WP_011359593.1
Syncc9902_0786	WP_011359594.1
Syncc9902_0787	WP_011359595.1
Syncc9902_0788	WP_011359596.1
Syncc9902_0789	WP_011359597.1
Syncc9902_0790	WP_011359598.1
Syncc9902_0793	WP_011359599.1
Syncc9902_0794	WP_011359600.1
Syncc9902_0795	WP_011359601.1
Syncc9902_0796	WP_011359602.1
Syncc9902_0797	WP_009790178.1
Syncc9902_0798	WP_369776184.1
Syncc9902_0799	WP_011359604.1
Syncc9902_0800	WP_011359605.1
Syncc9902_0801	WP_011359606.1
Syncc9902_0802	WP_011359607.1
Syncc9902_0803	WP_011359608.1
Syncc9902_0804	WP_011359609.1
Syncc9902_0805	WP_011359610.1
Syncc9902_0806	WP_011359611.1
Syncc9902_0807	WP_156771064.1
Syncc9902_0808	WP_037988988.1
Syncc9902_0810	WP_198001751.1
Syncc9902_0811	WP_232179263.1
Syncc9902_0813	WP_156771065.1
Syncc9902_0814	WP_011359619.1
Syncc9902_0816	WP_011359621.1
Syncc9902_0817	WP_011359622.1
Syncc9902_0818	WP_011359623.1
Syncc9902_0819	WP_011359624.1
Syncc9902_0820	WP_011359625.1
Syncc9902_0821	WP_011359626.1
Syncc9902_0822	WP_011359627.1
Syncc9902_0823	WP_011359628.1
Syncc9902_0824	WP_011359629.1
Syncc9902_0825	WP_011359630.1
Syncc9902_0826	WP_011359631.1
Syncc9902_0827	WP_011359632.1
Syncc9902_0828	WP_011359633.1
Syncc9902_0829	WP_232179265.1
Syncc9902_0830	WP_011359635.1
Syncc9902_0831	WP_041424887.1
Syncc9902_0832	WP_041424889.1
Syncc9902_0833	WP_011359638.1
Syncc9902_0834	WP_011359639.1
Syncc9902_0835	WP_011359640.1
Syncc9902_0836	WP_011359641.1
Syncc9902_0837	WP_009790133.1
Syncc9902_0838	WP_011359642.1
Syncc9902_0839	WP_011359643.1
Syncc9902_0840	WP_011359644.1
Syncc9902_0841	WP_011359645.1
Syncc9902_0842	WP_041424893.1
Syncc9902_0843	WP_011359647.1
Syncc9902_0844	WP_011359648.1
Syncc9902_0845	WP_011359649.1
Syncc9902_0846	WP_011359650.1
Syncc9902_0847	WP_041425342.1
Syncc9902_0848	WP_041425344.1
Syncc9902_0849	WP_011359653.1
Syncc9902_0850	WP_011359654.1
Syncc9902_0851	WP_071818400.1
Syncc9902_0852	WP_011359656.1
Syncc9902_0853	WP_041424900.1
Syncc9902_0854	WP_011359658.1
Syncc9902_0855	WP_011359659.1
Syncc9902_0856	WP_011359660.1
Syncc9902_0857	WP_011359661.1
Syncc9902_0858	WP_041424903.1
Syncc9902_0859	WP_011359663.1
Syncc9902_0860	WP_011359664.1
Syncc9902_0861	WP_011359665.1
Syncc9902_0862	WP_011359666.1
Syncc9902_0863	WP_011359667.1
Syncc9902_0864	WP_011359668.1
Syncc9902_0865	WP_011359669.1
Syncc9902_0866	WP_011359670.1
Syncc9902_0867	WP_232179266.1
Syncc9902_0868	WP_011359672.1
Syncc9902_0869	WP_011359673.1
Syncc9902_0870	WP_011359674.1
Syncc9902_0871	WP_011359675.1
Syncc9902_0872	WP_041425346.1
Syncc9902_0873	WP_011359677.1
Syncc9902_0874	WP_071818401.1
Syncc9902_0876	WP_009790089.1
Syncc9902_0877	WP_011359680.1
Syncc9902_0878	WP_041424908.1
Syncc9902_0879	WP_011359682.1
Syncc9902_0880	WP_011359683.1
Syncc9902_0881	WP_011359684.1
Syncc9902_0882	WP_049749423.1
Syncc9902_0883	WP_232179267.1
Syncc9902_0884	WP_011359687.1
Syncc9902_0885	WP_011359688.1
Syncc9902_0886	WP_049749480.1
Syncc9902_0887	WP_011359690.1
Syncc9902_0888	WP_011359691.1
Syncc9902_0889	WP_011359692.1
Syncc9902_0890	WP_011359693.1
Syncc9902_0891	WP_041424910.1
Syncc9902_0892	WP_011359695.1
Syncc9902_0893	WP_009790072.1
Syncc9902_0894	WP_011359696.1
Syncc9902_0895	WP_011359697.1
Syncc9902_0896	WP_011359698.1
Syncc9902_0897	WP_011359699.1
Syncc9902_0898	WP_011359700.1
Syncc9902_0899	WP_011359701.1
Syncc9902_0900	WP_011359702.1
Syncc9902_0901	WP_011359703.1
Syncc9902_0902	WP_011359704.1
Syncc9902_0903	WP_011359705.1
Syncc9902_0904	WP_011359706.1
Syncc9902_0905	WP_041424914.1
Syncc9902_0906	WP_011359708.1
Syncc9902_0907	WP_011359709.1
Syncc9902_0908	WP_011359710.1
Syncc9902_0909	WP_011359711.1
Syncc9902_0910	WP_011359712.1
Syncc9902_0911	WP_011359713.1
Syncc9902_0912	WP_011359714.1
Syncc9902_0913	WP_011359715.1
Syncc9902_0914	WP_011359716.1
Syncc9902_0915	WP_041424916.1
Syncc9902_0916	WP_011359718.1
Syncc9902_0917	WP_011359719.1
Syncc9902_0918	WP_011359720.1
Syncc9902_0919	WP_011359721.1
Syncc9902_0920	WP_011359722.1
Syncc9902_0921	WP_011359723.1
Syncc9902_0922	WP_011359724.1
Syncc9902_0923	WP_011359725.1
Syncc9902_0924	WP_011359726.1
Syncc9902_0925	WP_011359727.1
Syncc9902_0926	WP_011359728.1
Syncc9902_0927	WP_198001753.1
Syncc9902_0928	WP_011359730.1
Syncc9902_0929	WP_011359731.1
Syncc9902_0930	WP_011359732.1
Syncc9902_0931	WP_041424918.1
Syncc9902_0932	WP_011359734.1
Syncc9902_0933	WP_041424920.1
Syncc9902_0934	WP_011359736.1
Syncc9902_0935	WP_011359737.1
Syncc9902_0936	WP_011359738.1
Syncc9902_0937	WP_011359739.1
Syncc9902_0938	WP_011359740.1
Syncc9902_0939	WP_011359741.1
Syncc9902_0940	WP_041424922.1
Syncc9902_0941	WP_011359743.1
Syncc9902_0942	WP_011359744.1
Syncc9902_0943	WP_011359745.1
Syncc9902_0944	WP_011359746.1
Syncc9902_0945	WP_011359747.1
Syncc9902_0946	WP_011359748.1
Syncc9902_0947	WP_011359749.1
Syncc9902_0949	WP_011359751.1
Syncc9902_0950	WP_011359752.1
Syncc9902_0951	WP_041425352.1
Syncc9902_0952	WP_011359754.1
Syncc9902_0953	WP_011359755.1
Syncc9902_0954	WP_011359756.1
Syncc9902_0956	WP_011359758.1
Syncc9902_0957	WP_041425355.1
Syncc9902_0958	WP_041424932.1
Syncc9902_0959	WP_009790006.1
Syncc9902_0961	WP_011359762.1
Syncc9902_0962	WP_011359763.1
Syncc9902_0963	WP_009790002.1
Syncc9902_0964	WP_011359764.1
Syncc9902_0965	WP_011359765.1
Syncc9902_0966	WP_011359766.1
Syncc9902_0967	WP_011359767.1
Syncc9902_0968	WP_049749429.1
Syncc9902_0969	WP_011359769.1
Syncc9902_0970	WP_011359770.1
Syncc9902_0971	WP_011359771.1
Syncc9902_0972	WP_369776179.1
Syncc9902_0973	WP_011359773.1
Syncc9902_0974	WP_011359774.1
Syncc9902_0975	WP_011359775.1
Syncc9902_0976	WP_011359776.1
Syncc9902_0977	WP_011359777.1
Syncc9902_0978	WP_011359778.1
Syncc9902_0979	WP_011359779.1
Syncc9902_0980	WP_011359780.1
Syncc9902_0981	WP_071818404.1
Syncc9902_0982	WP_232179270.1
Syncc9902_0983	WP_011359783.1
Syncc9902_0984	WP_041425363.1
Syncc9902_0985	WP_011359785.1
Syncc9902_0986	WP_232179271.1
Syncc9902_0987	WP_011359787.1
Syncc9902_0988	WP_011359788.1
Syncc9902_0989	WP_011359789.1
Syncc9902_0990	WP_011359790.1
Syncc9902_0991	WP_011359791.1
Syncc9902_0992	WP_041424941.1
Syncc9902_0993	WP_011359793.1
Syncc9902_0994	WP_011359794.1
Syncc9902_0995	WP_232179272.1
Syncc9902_0996	WP_232179273.1
Syncc9902_0997	WP_011359797.1
Syncc9902_0998	WP_232179274.1
Syncc9902_0999	WP_071818429.1
Syncc9902_1000	WP_009789958.1
Syncc9902_1003	WP_156771073.1
Syncc9902_1004	WP_071818430.1
Syncc9902_1005	WP_041425368.1
Syncc9902_1006	WP_011359803.1
Syncc9902_1007	WP_071818405.1
Syncc9902_1008	WP_011359805.1
Syncc9902_1009	WP_011359806.1
Syncc9902_1010	WP_011359807.1
Syncc9902_1011	WP_011359808.1
Syncc9902_1012	WP_011359809.1
Syncc9902_1013	WP_011359810.1
Syncc9902_1014	WP_011359811.1
Syncc9902_1015	WP_011359812.1
Syncc9902_1016	WP_011359813.1
Syncc9902_1017	WP_011359814.1
Syncc9902_1018	WP_011359815.1
Syncc9902_1019	WP_041424952.1
Syncc9902_1020	WP_011359817.1
Syncc9902_1021	WP_011359818.1
Syncc9902_1022	WP_011359819.1
Syncc9902_1023	WP_232179276.1
Syncc9902_1024	WP_156771076.1
Syncc9902_1026	WP_156771077.1
Syncc9902_1027	WP_156771078.1
Syncc9902_1028	WP_011359825.1
Syncc9902_1029	WP_232179277.1
Syncc9902_1030	WP_041424962.1
Syncc9902_1031	WP_011359828.1
Syncc9902_1032	WP_011359829.1
Syncc9902_1033	WP_156771169.1
Syncc9902_1034	WP_011359831.1
Syncc9902_1036	WP_049749433.1
Syncc9902_1037	WP_011359834.1
Syncc9902_1038	WP_011359835.1
Syncc9902_1039	WP_011359836.1
Syncc9902_1040	WP_011359837.1
Syncc9902_1041	WP_232179279.1
Syncc9902_1042	WP_011359839.1
Syncc9902_1043	WP_011359840.1
Syncc9902_1044	WP_011359841.1
Syncc9902_1045	WP_071818406.1
Syncc9902_1046	WP_011359843.1
Syncc9902_1047	WP_011359844.1
Syncc9902_1048	WP_011359845.1
Syncc9902_1049	WP_011359846.1
Syncc9902_1050	WP_041424966.1
Syncc9902_1051	WP_011359848.1
Syncc9902_1052	WP_232179280.1
Syncc9902_1053	WP_011359850.1
Syncc9902_1054	WP_041425373.1
Syncc9902_1055	WP_011359852.1
Syncc9902_1057	WP_198001757.1
Syncc9902_1058	WP_011359855.1
Syncc9902_1059	WP_011359856.1
Syncc9902_1060	WP_011359857.1
Syncc9902_1061	WP_011359858.1
Syncc9902_1062	WP_011359859.1
Syncc9902_1063	WP_011359860.1
Syncc9902_1064	WP_011359861.1
Syncc9902_1065	WP_011359862.1
Syncc9902_1066	WP_009789718.1
Syncc9902_1067	WP_011359863.1
Syncc9902_1068	WP_011359864.1
Syncc9902_1069	WP_011359865.1
Syncc9902_1070	WP_041424969.1
Syncc9902_1071	WP_369776180.1
Syncc9902_1072	WP_011359868.1
Syncc9902_1073	WP_009789725.1
Syncc9902_1074	WP_011359869.1
Syncc9902_1075	WP_011359870.1
Syncc9902_1076	WP_011359871.1
Syncc9902_1077	WP_011359872.1
Syncc9902_1078	WP_011359873.1
Syncc9902_1079	WP_011359874.1
Syncc9902_1080	WP_011359875.1
Syncc9902_1081	WP_009789734.1
Syncc9902_1082	WP_011359876.1
Syncc9902_1083	WP_011359877.1
Syncc9902_1084	WP_011359878.1
Syncc9902_1085	WP_011359879.1
Syncc9902_1086	WP_011359880.1
Syncc9902_1087	WP_041425380.1
Syncc9902_1088	WP_011359882.1
Syncc9902_1089	WP_011359883.1
Syncc9902_1090	WP_011359884.1
Syncc9902_1091	WP_041424974.1
Syncc9902_1092	WP_011359886.1
Syncc9902_1093	WP_011359887.1
Syncc9902_1094	WP_011359888.1
Syncc9902_1095	WP_011359889.1
Syncc9902_1096	WP_011359890.1
Syncc9902_1097	WP_011359891.1
Syncc9902_1098	WP_198001772.1
Syncc9902_1099	WP_011359893.1
Syncc9902_1100	WP_041424976.1
Syncc9902_1101	WP_011359895.1
Syncc9902_1102	WP_011359896.1
Syncc9902_1103	WP_011359897.1
Syncc9902_1104	WP_011359898.1
Syncc9902_1105	WP_011359899.1
Syncc9902_1106	WP_041425385.1
Syncc9902_1107	WP_011359901.1
Syncc9902_1108	WP_041424980.1
Syncc9902_1109	WP_011359903.1
Syncc9902_1110	WP_011359904.1
Syncc9902_1111	WP_041424982.1
Syncc9902_1112	WP_011359906.1
Syncc9902_1113	WP_011359907.1
Syncc9902_1114	WP_011359908.1
Syncc9902_1115	WP_011359909.1
Syncc9902_1116	WP_011359910.1
Syncc9902_1117	WP_041424986.1
Syncc9902_1118	WP_011359912.1
Syncc9902_1119	WP_011359913.1
Syncc9902_1120	WP_011359914.1
Syncc9902_1121	WP_011359915.1
Syncc9902_1122	WP_011359916.1
Syncc9902_1123	WP_011359917.1
Syncc9902_1124	WP_011359918.1
Syncc9902_1125	WP_009789777.1
Syncc9902_1126	WP_041424988.1
Syncc9902_1127	WP_011359920.1
Syncc9902_1128	WP_232179282.1
Syncc9902_1129	WP_011359922.1
Syncc9902_1130	WP_011359923.1
Syncc9902_1131	WP_232179283.1
Syncc9902_1132	WP_011359925.1
Syncc9902_1133	WP_011359926.1
Syncc9902_1134	WP_011359927.1
Syncc9902_1135	WP_011359928.1
Syncc9902_1136	WP_009789789.1
Syncc9902_1137	WP_006041316.1
Syncc9902_1138	WP_232179284.1
Syncc9902_1139	WP_011359930.1
Syncc9902_1140	WP_011359931.1
Syncc9902_1141	WP_011359932.1
Syncc9902_1142	WP_011359933.1
Syncc9902_1143	WP_011359934.1
Syncc9902_1144	WP_041424999.1
Syncc9902_1145	WP_011359936.1
Syncc9902_1146	WP_011359937.1
Syncc9902_1147	WP_011359938.1
Syncc9902_1148	WP_011359939.1
Syncc9902_1149	WP_011359940.1
Syncc9902_1150	WP_009789803.1
Syncc9902_1151	WP_011359942.1
Syncc9902_1152	WP_011359943.1
Syncc9902_1153	WP_011359944.1
Syncc9902_1154	WP_011359945.1
Syncc9902_1155	WP_011359946.1
Syncc9902_1156	WP_011359947.1
Syncc9902_1157	WP_011359948.1
Syncc9902_1158	WP_011359949.1
Syncc9902_1159	WP_011359950.1
Syncc9902_1160	WP_011359951.1
Syncc9902_1161	WP_011359952.1
Syncc9902_1162	WP_011359953.1
Syncc9902_1163	WP_011359954.1
Syncc9902_1164	WP_011359955.1
Syncc9902_1165	WP_041425390.1
Syncc9902_1166	WP_011359957.1
Syncc9902_1167	WP_011359958.1
Syncc9902_1168	WP_011359959.1
Syncc9902_1169	WP_011359960.1
Syncc9902_1170	WP_011359961.1
Syncc9902_1171	WP_011359962.1
Syncc9902_1172	WP_011359963.1
Syncc9902_1173	WP_011359964.1
Syncc9902_1175	WP_156771081.1
Syncc9902_1176	WP_011359967.1
Syncc9902_1177	WP_011359968.1
Syncc9902_1178	WP_049749483.1
Syncc9902_1179	WP_011359970.1
Syncc9902_1180	WP_011359971.1
Syncc9902_1181	WP_011359972.1
Syncc9902_1182	WP_011359973.1
Syncc9902_1183	WP_011359974.1
Syncc9902_1184	WP_041425003.1
Syncc9902_1185	WP_011359976.1
Syncc9902_1186	WP_041425005.1
Syncc9902_1187	WP_011359978.1
Syncc9902_1188	WP_369776082.1
Syncc9902_1189	WP_011359980.1
Syncc9902_1190	WP_011359981.1
Syncc9902_1191	WP_011359982.1
Syncc9902_1192	WP_232179183.1
Syncc9902_1193	WP_011359984.1
Syncc9902_1194	WP_011359985.1
Syncc9902_1195	WP_011359986.1
Syncc9902_1196	WP_011359987.1
Syncc9902_1197	WP_041425401.1
Syncc9902_1198	WP_011359989.1
Syncc9902_1199	WP_011359990.1
Syncc9902_1200	WP_041425010.1
Syncc9902_1202	WP_011359993.1
Syncc9902_1203	WP_011359994.1
Syncc9902_1204	WP_011359995.1
Syncc9902_1205	WP_156771083.1
Syncc9902_1207	WP_232179184.1
Syncc9902_1208	WP_156771084.1
Syncc9902_1209	WP_011360000.1
Syncc9902_1210	WP_011360001.1
Syncc9902_1211	WP_011360002.1
Syncc9902_1212	WP_041425407.1
Syncc9902_1213	WP_011360004.1
Syncc9902_1214	WP_011360005.1
Syncc9902_1215	WP_011360006.1
Syncc9902_1216	WP_011360007.1
Syncc9902_1217	WP_011360008.1
Syncc9902_1218	WP_011360009.1
Syncc9902_1219	WP_011360010.1
Syncc9902_1220	WP_011360011.1
Syncc9902_1221	WP_011360012.1
Syncc9902_1222	WP_011360013.1
Syncc9902_1223	WP_011360014.1
Syncc9902_1224	WP_011360015.1
Syncc9902_1225	WP_041425019.1
Syncc9902_1226	WP_041425409.1
Syncc9902_1227	WP_011360018.1
Syncc9902_1228	WP_011360019.1
Syncc9902_1229	WP_011360020.1
Syncc9902_1230	WP_011360021.1
Syncc9902_1231	WP_011360022.1
Syncc9902_1232	WP_011360023.1
Syncc9902_1233	WP_011360024.1
Syncc9902_1234	WP_369776087.1
Syncc9902_1235	WP_011360026.1
Syncc9902_1236	WP_011360027.1
Syncc9902_1237	WP_011360028.1
Syncc9902_1238	WP_041425412.1
Syncc9902_1239	WP_011360030.1
Syncc9902_1240	WP_011360031.1
Syncc9902_1241	WP_011360032.1
Syncc9902_1242	WP_011360033.1
Syncc9902_1243	WP_011360034.1
Syncc9902_1244	WP_049749484.1
Syncc9902_1245	WP_011360036.1
Syncc9902_1246	WP_011360037.1
Syncc9902_1247	WP_009789902.1
Syncc9902_1248	WP_011360038.1
Syncc9902_1249	WP_006850288.1
Syncc9902_1250	WP_011360039.1
Syncc9902_1251	WP_011360040.1
Syncc9902_1252	WP_011360041.1
Syncc9902_1253	WP_011360042.1
Syncc9902_1254	WP_011360043.1
Syncc9902_1255	WP_011360044.1
Syncc9902_1256	WP_011360045.1
Syncc9902_1257	WP_011360046.1
Syncc9902_1258	WP_011360047.1
Syncc9902_1259	WP_156771086.1
Syncc9902_1260	WP_011360049.1
Syncc9902_1261	WP_041425028.1
Syncc9902_1262	WP_011360051.1
Syncc9902_1263	WP_011360052.1
Syncc9902_1264	WP_011360053.1
Syncc9902_1265	WP_011360054.1
Syncc9902_1266	WP_011360055.1
Syncc9902_1267	WP_011360056.1
Syncc9902_1268	WP_041425032.1
Syncc9902_1269	WP_011360058.1
Syncc9902_1270	WP_011360059.1
Syncc9902_1271	WP_011360060.1
Syncc9902_1272	WP_011360061.1
Syncc9902_1273	WP_011360062.1
Syncc9902_1274	WP_011360063.1
Syncc9902_1275	WP_011360064.1
Syncc9902_1276	WP_232179185.1
Syncc9902_1277	WP_011360066.1
Syncc9902_1278	WP_011360067.1
Syncc9902_1279	WP_011360068.1
Syncc9902_1280	WP_011360069.1
Syncc9902_1281	WP_011360070.1
Syncc9902_1282	WP_011360071.1
Syncc9902_1283	WP_011360072.1
Syncc9902_1284	WP_369776089.1
Syncc9902_1285	WP_011360074.1
Syncc9902_1286	WP_011360075.1
Syncc9902_1287	WP_011360076.1
Syncc9902_1288	WP_156771091.1
Syncc9902_1289	WP_011360078.1
Syncc9902_1290	WP_011360079.1
Syncc9902_1291	WP_011360080.1
Syncc9902_1292	WP_011360081.1
Syncc9902_1293	WP_011360082.1
Syncc9902_1294	WP_011360083.1
Syncc9902_1295	WP_011360084.1
Syncc9902_1296	WP_011360085.1
Syncc9902_1297	WP_011360086.1
Syncc9902_1298	WP_011360087.1
Syncc9902_1299	WP_011360088.1
Syncc9902_1300	WP_011360089.1
Syncc9902_1301	WP_011360090.1
Syncc9902_1302	WP_011360091.1
Syncc9902_1303	WP_041425422.1
Syncc9902_1304	WP_011360093.1
Syncc9902_1305	WP_011360094.1
Syncc9902_1306	WP_011360095.1
Syncc9902_1307	WP_041425426.1
Syncc9902_1308	WP_011360097.1
Syncc9902_1309	WP_041425035.1
Syncc9902_1310	WP_011360099.1
Syncc9902_1311	WP_011360100.1
Syncc9902_1312	WP_011360101.1
Syncc9902_1313	WP_011360102.1
Syncc9902_1314	WP_011360103.1
Syncc9902_1315	WP_041425038.1
Syncc9902_1316	WP_011360105.1
Syncc9902_1317	WP_011360106.1
Syncc9902_1318	WP_011360107.1
Syncc9902_1319	WP_011360108.1
Syncc9902_1320	WP_011360109.1
Syncc9902_1321	WP_011360110.1
Syncc9902_1322	WP_011360111.1
Syncc9902_1323	WP_009789624.1
Syncc9902_1324	WP_011360112.1
Syncc9902_1325	WP_009789622.1
Syncc9902_1326	WP_011360113.1
Syncc9902_1327	WP_011360114.1
Syncc9902_1328	WP_011360115.1
Syncc9902_1329	WP_011360116.1
Syncc9902_1330	WP_156771179.1
Syncc9902_1331	WP_011360118.1
Syncc9902_1332	WP_011360119.1
Syncc9902_1333	WP_011360120.1
Syncc9902_1334	WP_011360121.1
Syncc9902_1335	WP_041425432.1
Syncc9902_1336	WP_009789610.1
Syncc9902_1337	WP_011360124.1
Syncc9902_1338	WP_011360125.1
Syncc9902_1339	WP_011360126.1
Syncc9902_1340	WP_011360127.1
Syncc9902_1341	WP_011360128.1
Syncc9902_1342	WP_011360129.1
Syncc9902_1343	WP_011360130.1
Syncc9902_1344	WP_041425436.1
Syncc9902_1345	WP_011360132.1
Syncc9902_1346	WP_369776097.1
Syncc9902_1347	WP_232179188.1
Syncc9902_1348	WP_041425040.1
Syncc9902_1349	WP_011360136.1
Syncc9902_1350	WP_011360137.1
Syncc9902_1351	WP_011360138.1
Syncc9902_1352	WP_011360139.1
Syncc9902_1353	WP_232179189.1
Syncc9902_1354	WP_011360141.1
Syncc9902_1355	WP_011360142.1
Syncc9902_1356	WP_011360143.1
Syncc9902_1357	WP_011360144.1
Syncc9902_1358	WP_011360145.1
Syncc9902_1359	WP_041425440.1
Syncc9902_1360	WP_011360147.1
Syncc9902_1361	WP_011360148.1
Syncc9902_1362	WP_198001725.1
Syncc9902_1363	WP_011360150.1
Syncc9902_1364	WP_232179190.1
Syncc9902_1365	WP_011360152.1
Syncc9902_1366	WP_011360153.1
Syncc9902_1367	WP_011360154.1
Syncc9902_1368	WP_198001726.1
Syncc9902_1369	WP_011360156.1
Syncc9902_1370	WP_041425047.1
Syncc9902_1371	WP_011360158.1
Syncc9902_1372	WP_041425049.1
Syncc9902_1373	WP_011360160.1
Syncc9902_1374	WP_041425051.1
Syncc9902_1375	WP_041425054.1
Syncc9902_1376	WP_011360163.1
Syncc9902_1377	WP_011360164.1
Syncc9902_1378	WP_011360165.1
Syncc9902_1379	WP_011360166.1
Syncc9902_1380	WP_011360167.1
Syncc9902_1381	WP_232179191.1
Syncc9902_1382	WP_011360169.1
Syncc9902_1383	WP_011360170.1
Syncc9902_1384	WP_011360171.1
Syncc9902_1385	WP_011360172.1
Syncc9902_1386	WP_011360173.1
Syncc9902_1387	WP_011360174.1
Syncc9902_1388	WP_011360175.1
Syncc9902_1389	WP_011360176.1
Syncc9902_1390	WP_011360177.1
Syncc9902_1391	WP_011360178.1
Syncc9902_1392	WP_011360179.1
Syncc9902_1393	WP_011360180.1
Syncc9902_1394	WP_011360181.1
Syncc9902_1395	WP_011360182.1
Syncc9902_1396	WP_011360183.1
Syncc9902_1397	WP_011360184.1
Syncc9902_1398	WP_011360185.1
Syncc9902_1399	WP_011360186.1
Syncc9902_1400	WP_011360187.1
Syncc9902_1401	WP_011360188.1
Syncc9902_1402	WP_049749487.1
Syncc9902_1403	WP_011360190.1
Syncc9902_1404	WP_009789525.1
Syncc9902_1405	WP_041425060.1
Syncc9902_1406	WP_041425062.1
Syncc9902_1407	WP_011360193.1
Syncc9902_1408	WP_011360194.1
Syncc9902_1409	WP_011360195.1
Syncc9902_1410	WP_011360196.1
Syncc9902_1411	WP_011360197.1
Syncc9902_1412	WP_011360198.1
Syncc9902_1413	WP_011360199.1
Syncc9902_1414	WP_011360200.1
Syncc9902_1415	WP_232179192.1
Syncc9902_1416	WP_011360202.1
Syncc9902_1417	WP_011360203.1
Syncc9902_1418	WP_011360204.1
Syncc9902_1419	WP_011360205.1
Syncc9902_1420	WP_041425064.1
Syncc9902_1421	WP_011360207.1
Syncc9902_1422	WP_011360208.1
Syncc9902_1423	WP_011360209.1
Syncc9902_1424	WP_011360210.1
Syncc9902_1425	WP_011360211.1
Syncc9902_1427	WP_041425449.1
Syncc9902_1428	WP_011360213.1
Syncc9902_1429	WP_049749440.1
Syncc9902_1430	WP_011360215.1
Syncc9902_1431	WP_156771097.1
Syncc9902_1433	WP_011360218.1
Syncc9902_1434	WP_011360219.1
Syncc9902_1435	WP_011360220.1
Syncc9902_1436	WP_041425069.1
Syncc9902_1437	WP_011360222.1
Syncc9902_1438	WP_011360223.1
Syncc9902_1439	WP_011360224.1
Syncc9902_1440	WP_011360225.1
Syncc9902_1441	WP_011360226.1
Syncc9902_1442	WP_011360227.1
Syncc9902_1443	WP_011360228.1
Syncc9902_1444	WP_011360229.1
Syncc9902_1445	WP_011360230.1
Syncc9902_1447	WP_011360232.1
Syncc9902_1448	WP_011360233.1
Syncc9902_1450	WP_198001728.1
Syncc9902_1455	WP_011360240.1
Syncc9902_1456	WP_011360241.1
Syncc9902_1457	WP_041425091.1
Syncc9902_1458	WP_011360243.1
Syncc9902_1459	WP_011360244.1
Syncc9902_1460	WP_011360245.1
Syncc9902_1463	WP_009789471.1
Syncc9902_1464	WP_232179193.1
Syncc9902_1465	WP_011360247.1
Syncc9902_1466	WP_011360248.1
Syncc9902_1467	WP_041425098.1
Syncc9902_1468	WP_011360250.1
Syncc9902_1469	WP_011360251.1
Syncc9902_1470	WP_011360252.1
Syncc9902_1471	WP_049749442.1
Syncc9902_1472	WP_011360254.1
Syncc9902_1473	WP_011360255.1
Syncc9902_1474	WP_011360256.1
Syncc9902_1475	WP_011360257.1
Syncc9902_1476	WP_011360258.1
Syncc9902_1481	WP_011360259.1
Syncc9902_1482	WP_011360260.1
Syncc9902_1483	WP_041425102.1
Syncc9902_1484	WP_011360262.1
Syncc9902_1485	WP_011360263.1
Syncc9902_1486	WP_041425104.1
Syncc9902_1487	WP_011360265.1
Syncc9902_1488	WP_011360266.1
Syncc9902_1489	WP_041425106.1
Syncc9902_1490	WP_011360268.1
Syncc9902_1491	WP_011360269.1
Syncc9902_1492	WP_011360270.1
Syncc9902_1493	WP_011360271.1
Syncc9902_1494	WP_011360272.1
Syncc9902_1495	WP_011360273.1
Syncc9902_1496	WP_011360274.1
Syncc9902_1497	WP_232179197.1
Syncc9902_1498	WP_011360276.1
Syncc9902_1499	WP_011360277.1
Syncc9902_1500	WP_011360278.1
Syncc9902_1501	WP_041425463.1
Syncc9902_1502	WP_041425110.1
Syncc9902_1503	WP_011360281.1
Syncc9902_1504	WP_232179295.1
Syncc9902_1505	WP_009789428.1
Syncc9902_1506	WP_011360283.1
Syncc9902_1507	WP_011360284.1
Syncc9902_1508	WP_011360285.1
Syncc9902_1509	WP_011360286.1
Syncc9902_1510	WP_232179198.1
Syncc9902_1511	WP_011360288.1
Syncc9902_1512	WP_041425112.1
Syncc9902_1513	WP_011360290.1
Syncc9902_1514	WP_011360291.1
Syncc9902_1515	WP_041425114.1
Syncc9902_1516	WP_011360293.1
Syncc9902_1517	WP_011360294.1
Syncc9902_1518	WP_011360295.1
Syncc9902_1519	WP_041425471.1
Syncc9902_1520	WP_009789412.1
Syncc9902_1521	WP_011360297.1
Syncc9902_1522	WP_011360298.1
Syncc9902_1523	WP_011360299.1
Syncc9902_1524	WP_011360300.1
