locus_tag	has_pfam	n_pfam_domains	pfam_domains
Syncc9902_0609	yes	2	PF04055.28;PF21016.4
Syncc9902_0610	yes	1	PF00474.24
Syncc9902_0611	no	0	
Syncc9902_0612	yes	1	PF13646.13
Syncc9902_0613	yes	1	PF11211.14
Syncc9902_0614	yes	1	PF06868.17
Syncc9902_0615	yes	1	PF13370.12
Syncc9902_0616	yes	1	PF00248.28
Syncc9902_0617	yes	1	PF02527.22
Syncc9902_0618	yes	1	PF00226.37
Syncc9902_0619	yes	1	PF11341.14
Syncc9902_0620	yes	1	PF00202.28
Syncc9902_0621	yes	1	PF13500.13
Syncc9902_0622	no	0	
Syncc9902_0623	no	0	
Syncc9902_0624	yes	1	PF00155.28
Syncc9902_0625	yes	2	PF01758.22;PF13593.12
Syncc9902_0626	no	0	
Syncc9902_0627	yes	3	PF00270.36;PF04851.22;PF08148.18
Syncc9902_0628	yes	2	PF00206.26;PF10415.15
Syncc9902_0629	yes	1	PF09366.16
Syncc9902_0630	no	0	
Syncc9902_0631	no	0	
Syncc9902_0632	no	0	
Syncc9902_0633	yes	3	PF00535.33;PF05045.18;PF22772.3
Syncc9902_0634	yes	6	PF01073.26;PF01370.28;PF02719.22;PF04321.24;PF07993.19;PF16363.12
Syncc9902_0635	yes	3	PF01370.28;PF04321.24;PF16363.12
Syncc9902_0636	yes	1	PF00908.24
Syncc9902_0637	yes	2	PF00483.30;PF12804.14
Syncc9902_0638	yes	1	PF05045.18
Syncc9902_0639	no	0	
Syncc9902_0640	yes	1	PF05045.18
Syncc9902_0641	no	0	
Syncc9902_0642	yes	1	PF01207.24
Syncc9902_0643	yes	1	PF08853.17
Syncc9902_0644	yes	4	PF00009.34;PF01926.30;PF02421.25;PF14714.12
Syncc9902_0645	yes	1	PF02361.22
Syncc9902_0646	yes	1	PF12058.14
Syncc9902_0647	yes	1	PF01168.27
Syncc9902_0648	yes	1	PF04472.18
Syncc9902_0649	yes	2	PF03807.24;PF14748.12
Syncc9902_0650	yes	1	PF00590.26
Syncc9902_0651	yes	1	PF03079.21
Syncc9902_0652	no	0	
Syncc9902_0653	yes	1	PF04191.19
Syncc9902_0654	yes	4	PF00534.27;PF13439.13;PF13579.13;PF13692.13
Syncc9902_0655	yes	2	PF05977.20;PF07690.22
Syncc9902_0656	yes	2	PF02565.22;PF11967.15
Syncc9902_0657	no	0	
Syncc9902_0658	yes	2	PF02482.26;PF16321.11
Syncc9902_0659	yes	1	PF21948.2
Syncc9902_0660	yes	2	PF00501.35;PF23562.3
Syncc9902_0661	yes	1	PF11068.14
Syncc9902_0662	yes	3	PF00198.29;PF00364.29;PF02817.23
Syncc9902_0663	yes	1	PF02547.21
Syncc9902_0664	yes	1	PF00291.32
Syncc9902_0665	yes	1	PF01053.27
Syncc9902_0666	yes	1	PF01053.27
Syncc9902_0667	yes	1	PF00421.25
Syncc9902_0668	yes	1	PF00124.25
Syncc9902_0669	yes	1	PF02392.23
Syncc9902_0670	yes	1	PF00160.27
Syncc9902_0671	yes	4	PF01842.32;PF10369.16;PF13710.13;PF22629.3
Syncc9902_0672	yes	3	PF00561.27;PF12146.16;PF12697.14
Syncc9902_0673	yes	1	PF02005.23
Syncc9902_0674	yes	1	PF08041.17
Syncc9902_0675	yes	4	PF01073.26;PF01370.28;PF05368.20;PF13460.13
Syncc9902_0676	no	0	
Syncc9902_0677	yes	5	PF01209.25;PF08241.19;PF08242.19;PF13649.13;PF13847.13
Syncc9902_0678	yes	1	PF00849.28
Syncc9902_0679	yes	1	PF01176.26
Syncc9902_0680	yes	5	PF00070.34;PF00085.27;PF07992.21;PF13098.14;PF13738.13
Syncc9902_0681	no	0	
Syncc9902_0682	yes	1	PF04851.22
Syncc9902_0683	no	0	
Syncc9902_0684	yes	2	PF01262.28;PF05222.22
Syncc9902_0685	yes	1	PF12769.13
Syncc9902_0686	yes	1	PF02233.23
Syncc9902_0687	yes	2	PF00561.27;PF12697.14
Syncc9902_0688	no	0	
Syncc9902_0689	yes	3	PF02670.23;PF08436.18;PF13288.13
Syncc9902_0690	yes	1	PF00209.25
Syncc9902_0691	no	0	
Syncc9902_0692	yes	2	PF01406.26;PF09190.18
Syncc9902_0693	yes	4	PF00476.27;PF01367.26;PF01612.27;PF02739.23
Syncc9902_0694	yes	2	PF25954.1;PF25973.1
Syncc9902_0695	yes	2	PF01926.30;PF06071.20
Syncc9902_0696	no	0	
Syncc9902_0697	no	0	
Syncc9902_0698	no	0	
Syncc9902_0699	yes	1	PF07690.22
Syncc9902_0700	yes	1	PF07176.18
Syncc9902_0701	yes	2	PF00528.28;PF19300.5
Syncc9902_0702	yes	1	PF00496.28
Syncc9902_0703	no	0	
Syncc9902_0704	yes	2	PF00742.25;PF03447.23
Syncc9902_0705	yes	1	PF02657.21
Syncc9902_0706	no	0	
Syncc9902_0707	yes	1	PF01812.27
Syncc9902_0708	yes	1	PF14250.12
Syncc9902_0710	no	0	
Syncc9902_0711	yes	1	PF11302.16
Syncc9902_0712	yes	1	PF02075.24
Syncc9902_0713	yes	1	PF17863.8
Syncc9902_0714	yes	1	PF11850.14
Syncc9902_0715	yes	1	PF13354.13
Syncc9902_0716	yes	1	PF00588.25
Syncc9902_0717	yes	1	PF13442.12
Syncc9902_0719	yes	1	PF00117.35
Syncc9902_0720	yes	1	PF00085.27
Syncc9902_0721	yes	2	PF00478.32;PF01070.25
Syncc9902_0722	yes	1	PF14159.12
Syncc9902_0723	yes	2	PF00521.27;PF03989.19
Syncc9902_0724	yes	1	PF05834.19
Syncc9902_0725	yes	1	PF03797.26
Syncc9902_0726	yes	2	PF03065.21;PF09210.17
Syncc9902_0727	yes	3	PF00682.26;PF08502.16;PF22617.2
Syncc9902_0728	yes	1	PF00528.28
Syncc9902_0729	no	0	
Syncc9902_0730	no	0	
Syncc9902_0731	no	0	
Syncc9902_0732	no	0	
Syncc9902_0733	yes	1	PF01910.23
Syncc9902_0734	no	0	
Syncc9902_0735	yes	1	PF00849.28
Syncc9902_0736	yes	3	PF01966.29;PF07697.17;PF07698.18
Syncc9902_0737	yes	2	PF00763.29;PF02882.26
Syncc9902_0738	yes	1	PF13759.13
Syncc9902_0739	yes	1	PF00348.23
Syncc9902_0740	yes	1	PF02681.21
Syncc9902_0741	yes	3	PF13245.13;PF13538.13;PF13604.13
Syncc9902_0742	yes	1	PF11139.15
Syncc9902_0743	yes	1	PF00300.28
Syncc9902_0744	no	0	
Syncc9902_0745	yes	1	PF00708.25
Syncc9902_0746	yes	2	PF01656.30;PF07685.21
Syncc9902_0747	yes	2	PF10128.16;PF20171.4
Syncc9902_0748	yes	2	PF00479.29;PF02781.22
Syncc9902_0749	yes	1	PF00175.27
Syncc9902_0750	yes	2	PF03364.26;PF10604.16
Syncc9902_0751	yes	2	PF02518.32;PF07689.19
Syncc9902_0752	no	0	
Syncc9902_0753	no	0	
Syncc9902_0754	yes	4	PF01433.27;PF11940.15;PF17432.9;PF17900.7
Syncc9902_0755	no	0	
Syncc9902_0756	no	0	
Syncc9902_0757	no	0	
Syncc9902_0758	no	0	
Syncc9902_0759	yes	1	PF13911.13
Syncc9902_0760	yes	1	PF01694.29
Syncc9902_0761	yes	3	PF01266.31;PF01593.31;PF13450.13
Syncc9902_0762	no	0	
Syncc9902_0763	yes	1	PF20522.4
Syncc9902_0764	yes	2	PF00462.31;PF03479.21
Syncc9902_0765	yes	1	PF07878.18
Syncc9902_0766	yes	3	PF00060.33;PF00497.26;PF07885.23
Syncc9902_0767	no	0	
Syncc9902_0768	no	0	
Syncc9902_0769	yes	1	PF01648.26
Syncc9902_0770	no	0	
Syncc9902_0771	no	0	
Syncc9902_0772	yes	1	PF03734.20
Syncc9902_0773	no	0	
Syncc9902_0774	yes	1	PF00571.34
Syncc9902_0775	yes	1	PF01066.27
Syncc9902_0776	yes	2	PF01370.28;PF13460.13
Syncc9902_0777	yes	1	PF00977.28
Syncc9902_0778	yes	1	PF01475.26
Syncc9902_0779	yes	1	PF12452.14
Syncc9902_0780	no	0	
Syncc9902_0781	no	0	
Syncc9902_0782	no	0	
Syncc9902_0783	yes	1	PF03652.21
Syncc9902_0784	yes	1	PF12527.14
Syncc9902_0785	yes	1	PF13242.13
Syncc9902_0786	yes	2	PF00696.34;PF01472.27
Syncc9902_0787	yes	2	PF00132.31;PF04613.20
Syncc9902_0788	yes	1	PF00180.26
Syncc9902_0789	yes	1	PF00485.25
Syncc9902_0790	no	0	
Syncc9902_0793	yes	1	PF01039.28
Syncc9902_0794	no	0	
Syncc9902_0795	yes	3	PF01408.29;PF02894.23;PF22725.2
Syncc9902_0796	yes	1	PF00274.26
Syncc9902_0797	yes	1	PF01116.27
Syncc9902_0798	yes	1	PF01019.28
Syncc9902_0799	yes	2	PF02016.22;PF17676.8
Syncc9902_0800	yes	1	PF13507.13
Syncc9902_0801	yes	1	PF02700.20
Syncc9902_0802	no	0	
Syncc9902_0803	yes	2	PF00924.25;PF21082.3
Syncc9902_0804	yes	1	PF06080.19
Syncc9902_0805	yes	1	PF00565.24
Syncc9902_0806	no	0	
Syncc9902_0807	no	0	
Syncc9902_0808	no	0	
Syncc9902_0810	yes	1	PF11302.16
Syncc9902_0811	no	0	
Syncc9902_0813	no	0	
Syncc9902_0814	yes	1	PF03976.21
Syncc9902_0816	no	0	
Syncc9902_0817	no	0	
Syncc9902_0818	yes	1	PF14233.12
Syncc9902_0819	yes	1	PF11237.14
Syncc9902_0820	yes	1	PF01075.24
Syncc9902_0821	yes	1	PF00156.34
Syncc9902_0822	yes	1	PF11165.14
Syncc9902_0823	yes	1	PF01494.26
Syncc9902_0824	no	0	
Syncc9902_0825	no	0	
Syncc9902_0826	yes	2	PF01113.27;PF05173.20
Syncc9902_0827	yes	2	PF02514.22;PF11965.14
Syncc9902_0828	no	0	
Syncc9902_0829	yes	1	PF00809.29
Syncc9902_0830	yes	1	PF00121.25
Syncc9902_0831	yes	1	PF13275.12
Syncc9902_0832	yes	2	PF00005.34;PF00664.29
Syncc9902_0833	yes	1	PF20045.5
Syncc9902_0834	yes	1	PF01235.24
Syncc9902_0835	yes	1	PF11866.14
Syncc9902_0836	yes	4	PF02142.28;PF02786.23;PF02787.26;PF25596.2
Syncc9902_0837	yes	1	PF11780.14
Syncc9902_0838	yes	1	PF02410.22
Syncc9902_0839	yes	1	PF06799.17
Syncc9902_0840	yes	1	PF06089.18
Syncc9902_0841	yes	1	PF05199.20
Syncc9902_0842	yes	1	PF10929.14
Syncc9902_0843	yes	1	PF01903.23
Syncc9902_0844	yes	1	PF01565.29
Syncc9902_0845	yes	1	PF00916.27
Syncc9902_0846	no	0	
Syncc9902_0847	yes	1	PF00497.26
Syncc9902_0848	yes	1	PF00528.28
Syncc9902_0849	yes	1	PF00528.28
Syncc9902_0850	yes	1	PF00005.34
Syncc9902_0851	no	0	
Syncc9902_0852	yes	1	PF03547.24
Syncc9902_0853	yes	1	PF13532.13
Syncc9902_0854	yes	1	PF05265.21
Syncc9902_0855	yes	1	PF04204.23
Syncc9902_0856	yes	1	PF01053.27
Syncc9902_0857	no	0	
Syncc9902_0858	no	0	
Syncc9902_0859	no	0	
Syncc9902_0860	yes	1	PF01636.30
Syncc9902_0861	no	0	
Syncc9902_0862	yes	2	PF02798.27;PF13409.13
Syncc9902_0863	no	0	
Syncc9902_0864	yes	2	PF00355.33;PF08417.19
Syncc9902_0865	yes	1	PF09506.17
Syncc9902_0866	yes	2	PF04055.28;PF12345.14
Syncc9902_0867	yes	1	PF12518.14
Syncc9902_0868	yes	2	PF01744.26;PF12518.14
Syncc9902_0869	yes	1	PF01475.26
Syncc9902_0870	yes	1	PF12594.14
Syncc9902_0871	yes	1	PF09493.16
Syncc9902_0872	no	0	
Syncc9902_0873	yes	1	PF13759.13
Syncc9902_0874	no	0	
Syncc9902_0876	yes	1	PF11334.15
Syncc9902_0877	yes	1	PF01042.27
Syncc9902_0878	yes	1	PF00005.34
Syncc9902_0879	yes	2	PF00753.34;PF16123.12
Syncc9902_0880	yes	1	PF01634.24
Syncc9902_0881	yes	2	PF00005.34;PF00664.29
Syncc9902_0882	yes	2	PF00583.32;PF13508.14
Syncc9902_0883	yes	1	PF00535.33
Syncc9902_0884	yes	1	PF09837.16
Syncc9902_0885	yes	3	PF00089.33;PF13180.13;PF13365.13
Syncc9902_0886	yes	3	PF00308.25;PF08299.18;PF11638.14
Syncc9902_0887	yes	1	PF08857.18
Syncc9902_0888	yes	2	PF13409.13;PF13417.13
Syncc9902_0889	yes	3	PF00070.34;PF02852.29;PF07992.21
Syncc9902_0890	yes	1	PF01699.30
Syncc9902_0891	yes	3	PF00860.27;PF00916.27;PF01740.27
Syncc9902_0892	yes	1	PF01979.27
Syncc9902_0893	no	0	
Syncc9902_0894	yes	1	PF10716.15
Syncc9902_0895	yes	1	PF11460.14
Syncc9902_0896	yes	1	PF00290.27
Syncc9902_0897	yes	1	PF14250.12
Syncc9902_0898	yes	1	PF03795.21
Syncc9902_0899	yes	1	PF13442.12
Syncc9902_0900	yes	1	PF07862.17
Syncc9902_0901	yes	1	PF06146.18
Syncc9902_0902	no	0	
Syncc9902_0903	no	0	
Syncc9902_0904	yes	1	PF06803.18
Syncc9902_0905	yes	2	PF04542.21;PF04545.23
Syncc9902_0906	yes	1	PF09980.15
Syncc9902_0907	no	0	
Syncc9902_0908	yes	1	PF03734.20
Syncc9902_0909	yes	2	PF01502.24;PF01503.23
Syncc9902_0910	yes	1	PF01242.25
Syncc9902_0911	yes	6	PF00004.36;PF02861.26;PF07724.21;PF07728.21;PF10431.16;PF17871.8
Syncc9902_0912	no	0	
Syncc9902_0913	no	0	
Syncc9902_0914	yes	1	PF07862.17
Syncc9902_0915	yes	1	PF13442.12
Syncc9902_0916	yes	1	PF00127.27
Syncc9902_0917	yes	2	PF01370.28;PF13460.13
Syncc9902_0918	yes	1	PF01208.24
Syncc9902_0919	yes	4	PF00128.32;PF02806.25;PF02922.25;PF22019.3
Syncc9902_0920	yes	1	PF13026.13
Syncc9902_0921	yes	2	PF02129.25;PF08530.17
Syncc9902_0922	no	0	
Syncc9902_0923	yes	1	PF14229.13
Syncc9902_0924	yes	1	PF10726.15
Syncc9902_0925	yes	1	PF04357.20
Syncc9902_0926	yes	1	PF00480.27
Syncc9902_0927	yes	1	PF00171.28
Syncc9902_0928	yes	1	PF02152.24
Syncc9902_0929	yes	1	PF00561.27
Syncc9902_0930	yes	2	PF01432.27;PF19310.5
Syncc9902_0931	yes	1	PF00361.26
Syncc9902_0932	yes	1	PF00288.33
Syncc9902_0933	yes	1	PF02685.23
Syncc9902_0934	yes	1	PF08854.16
Syncc9902_0935	yes	3	PF00587.31;PF03129.26;PF07973.20
Syncc9902_0936	yes	1	PF10792.15
Syncc9902_0937	no	0	
Syncc9902_0938	yes	1	PF00579.32
Syncc9902_0939	no	0	
Syncc9902_0940	no	0	
Syncc9902_0941	yes	2	PF01545.27;PF16916.12
Syncc9902_0942	yes	1	PF05128.18
Syncc9902_0943	yes	1	PF00124.25
Syncc9902_0944	no	0	
Syncc9902_0945	no	0	
Syncc9902_0946	yes	1	PF02566.25
Syncc9902_0947	yes	1	PF06041.18
Syncc9902_0949	yes	1	PF12680.14
Syncc9902_0950	yes	1	PF04338.19
Syncc9902_0951	no	0	
Syncc9902_0952	no	0	
Syncc9902_0953	yes	1	PF01925.26
Syncc9902_0954	no	0	
Syncc9902_0956	yes	1	PF13460.13
Syncc9902_0957	yes	1	PF07681.18
Syncc9902_0958	yes	1	PF20408.5
Syncc9902_0959	no	0	
Syncc9902_0961	yes	1	PF00067.28
Syncc9902_0962	no	0	
Syncc9902_0963	yes	1	PF01165.26
Syncc9902_0964	no	0	
Syncc9902_0965	no	0	
Syncc9902_0966	yes	1	PF09903.15
Syncc9902_0967	yes	1	PF07386.17
Syncc9902_0968	no	0	
Syncc9902_0969	no	0	
Syncc9902_0970	no	0	
Syncc9902_0971	yes	1	PF18032.7
Syncc9902_0972	yes	1	PF00487.31
Syncc9902_0973	yes	2	PF02136.27;PF09150.16
Syncc9902_0974	yes	1	PF07862.17
Syncc9902_0975	yes	2	PF00106.32;PF13561.13
Syncc9902_0976	yes	1	PF00226.37
Syncc9902_0977	no	0	
Syncc9902_0978	yes	1	PF11334.15
Syncc9902_0979	yes	1	PF00196.26
Syncc9902_0980	yes	1	PF00076.29
Syncc9902_0981	yes	1	PF11334.15
Syncc9902_0982	yes	1	PF00080.26
Syncc9902_0983	no	0	
Syncc9902_0984	no	0	
Syncc9902_0985	yes	1	PF01370.28
Syncc9902_0986	no	0	
Syncc9902_0987	no	0	
Syncc9902_0988	no	0	
Syncc9902_0989	no	0	
Syncc9902_0990	no	0	
Syncc9902_0991	yes	2	PF00535.33;PF13641.13
Syncc9902_0992	no	0	
Syncc9902_0993	no	0	
Syncc9902_0994	no	0	
Syncc9902_0995	yes	1	PF00144.30
Syncc9902_0996	no	0	
Syncc9902_0997	yes	1	PF11746.15
Syncc9902_0998	no	0	
Syncc9902_0999	yes	1	PF00111.33
Syncc9902_1000	no	0	
Syncc9902_1003	yes	1	PF00427.27
Syncc9902_1004	yes	1	PF06298.17
Syncc9902_1005	yes	1	PF00421.25
Syncc9902_1006	no	0	
Syncc9902_1007	yes	1	PF00485.25
Syncc9902_1008	yes	1	PF00111.33
Syncc9902_1009	yes	1	PF00730.32
Syncc9902_1010	yes	1	PF01297.23
Syncc9902_1011	yes	1	PF00005.34
Syncc9902_1012	yes	1	PF01553.27
Syncc9902_1013	yes	1	PF00950.23
Syncc9902_1014	yes	1	PF27796.1
Syncc9902_1015	no	0	
Syncc9902_1016	yes	1	PF00005.34
Syncc9902_1017	yes	1	PF00293.35
Syncc9902_1018	no	0	
Syncc9902_1019	no	0	
Syncc9902_1020	no	0	
Syncc9902_1021	no	0	
Syncc9902_1022	no	0	
Syncc9902_1023	no	0	
Syncc9902_1024	no	0	
Syncc9902_1026	no	0	
Syncc9902_1027	no	0	
Syncc9902_1028	yes	1	PF04755.19
Syncc9902_1029	no	0	
Syncc9902_1030	no	0	
Syncc9902_1031	no	0	
Syncc9902_1032	no	0	
Syncc9902_1033	no	0	
Syncc9902_1034	yes	1	PF04248.20
Syncc9902_1036	no	0	
Syncc9902_1037	no	0	
Syncc9902_1038	yes	1	PF07566.18
Syncc9902_1039	yes	4	PF00270.36;PF00271.38;PF08494.17;PF19306.6
Syncc9902_1040	yes	2	PF01068.27;PF04675.20
Syncc9902_1041	no	0	
Syncc9902_1042	no	0	
Syncc9902_1043	no	0	
Syncc9902_1044	yes	1	PF02445.22
Syncc9902_1045	yes	1	PF00149.34
Syncc9902_1046	no	0	
Syncc9902_1047	no	0	
Syncc9902_1048	no	0	
Syncc9902_1049	yes	1	PF02636.24
Syncc9902_1050	yes	2	PF01761.27;PF24621.3
Syncc9902_1051	yes	1	PF00528.28
Syncc9902_1052	yes	3	PF02222.28;PF17769.8;PF22660.3
Syncc9902_1053	yes	1	PF09876.15
Syncc9902_1054	no	0	
Syncc9902_1055	yes	1	PF02617.23
Syncc9902_1057	no	0	
Syncc9902_1058	yes	1	PF11264.14
Syncc9902_1059	yes	1	PF00574.29
Syncc9902_1060	yes	1	PF10013.16
Syncc9902_1061	yes	4	PF00004.36;PF01434.25;PF06480.21;PF17862.8
Syncc9902_1062	yes	2	PF02687.28;PF12704.15
Syncc9902_1063	yes	2	PF00224.28;PF02887.22
Syncc9902_1064	yes	1	PF03819.23
Syncc9902_1065	no	0	
Syncc9902_1066	yes	1	PF02325.24
Syncc9902_1067	yes	1	PF04079.23
Syncc9902_1068	yes	2	PF00291.32;PF00585.25
Syncc9902_1069	yes	3	PF02779.30;PF02780.26;PF13292.12
Syncc9902_1070	no	0	
Syncc9902_1071	yes	1	PF01241.24
Syncc9902_1072	yes	1	PF12159.14
Syncc9902_1073	yes	1	PF10693.15
Syncc9902_1074	yes	1	PF04230.20
Syncc9902_1075	yes	1	PF00005.34
Syncc9902_1076	yes	1	PF00528.28
Syncc9902_1077	yes	1	PF00528.28
Syncc9902_1078	yes	2	PF01547.31;PF13416.12
Syncc9902_1079	yes	1	PF00982.28
Syncc9902_1080	yes	2	PF00578.28;PF08534.17
Syncc9902_1081	yes	1	PF00830.25
Syncc9902_1082	yes	2	PF00183.24;PF13589.13
Syncc9902_1083	no	0	
Syncc9902_1084	yes	1	PF12838.13
Syncc9902_1085	yes	1	PF13393.12
Syncc9902_1086	yes	1	PF00459.31
Syncc9902_1087	yes	1	PF00111.33
Syncc9902_1088	no	0	
Syncc9902_1089	yes	1	PF00005.34
Syncc9902_1090	yes	1	PF00528.28
Syncc9902_1091	yes	1	PF00528.28
Syncc9902_1092	yes	2	PF00012.27;PF06723.20
Syncc9902_1093	yes	2	PF00226.37;PF01556.24
Syncc9902_1094	yes	1	PF11360.14
Syncc9902_1095	yes	1	PF22645.2
Syncc9902_1096	yes	1	PF01048.27
Syncc9902_1097	yes	1	PF00160.27
Syncc9902_1098	yes	2	PF00925.26;PF00926.25
Syncc9902_1099	yes	3	PF01118.31;PF02774.24;PF22698.2
Syncc9902_1100	yes	1	PF00551.25
Syncc9902_1101	no	0	
Syncc9902_1102	yes	3	PF05299.19;PF17820.8;PF17899.7
Syncc9902_1103	yes	1	PF01510.31
Syncc9902_1104	no	0	
Syncc9902_1105	yes	1	PF00342.25
Syncc9902_1106	yes	4	PF00133.29;PF08264.20;PF09334.18;PF13603.13
Syncc9902_1107	yes	1	PF01678.25
Syncc9902_1108	yes	1	PF00266.26
Syncc9902_1109	yes	1	PF09353.16
Syncc9902_1110	yes	1	PF14221.12
Syncc9902_1111	yes	1	PF02113.21
Syncc9902_1112	no	0	
Syncc9902_1113	yes	1	PF01467.33
Syncc9902_1114	yes	1	PF01613.25
Syncc9902_1115	yes	5	PF08459.18;PF12826.14;PF14520.13;PF22920.3;PF27096.1
Syncc9902_1116	no	0	
Syncc9902_1117	yes	1	PF04244.20
Syncc9902_1118	yes	1	PF03653.19
Syncc9902_1119	no	0	
Syncc9902_1120	no	0	
Syncc9902_1121	yes	1	PF02514.22
Syncc9902_1122	yes	1	PF01063.25
Syncc9902_1123	yes	5	PF00809.29;PF02310.25;PF02574.23;PF02607.23;PF02965.23
Syncc9902_1124	yes	1	PF13319.12
Syncc9902_1125	no	0	
Syncc9902_1126	yes	1	PF09996.15
Syncc9902_1127	yes	2	PF00106.32;PF13561.13
Syncc9902_1128	yes	1	PF08486.16
Syncc9902_1129	yes	2	PF09830.15;PF19327.5
Syncc9902_1130	yes	1	PF04542.21
Syncc9902_1131	yes	1	PF11850.14
Syncc9902_1132	no	0	
Syncc9902_1133	yes	1	PF00502.26
Syncc9902_1134	yes	1	PF05958.18
Syncc9902_1135	yes	5	PF01588.27;PF03147.20;PF03483.23;PF03484.22;PF17759.7
Syncc9902_1136	yes	1	PF00471.27
Syncc9902_1137	yes	1	PF01084.27
Syncc9902_1138	yes	1	PF00773.26
Syncc9902_1139	yes	1	PF12831.14
Syncc9902_1140	yes	2	PF00133.29;PF09334.18
Syncc9902_1141	no	0	
Syncc9902_1142	yes	1	PF11152.15
Syncc9902_1143	no	0	
Syncc9902_1144	yes	1	PF04536.21
Syncc9902_1145	yes	1	PF03040.20
Syncc9902_1146	yes	1	PF02283.23
Syncc9902_1147	yes	1	PF00588.25
Syncc9902_1148	yes	1	PF01551.30
Syncc9902_1149	no	0	
Syncc9902_1150	yes	3	PF00578.28;PF08534.17;PF10417.15
Syncc9902_1151	yes	1	PF03699.19
Syncc9902_1152	yes	3	PF00004.36;PF01434.25;PF17862.8
Syncc9902_1153	yes	1	PF01783.30
Syncc9902_1154	no	0	
Syncc9902_1155	no	0	
Syncc9902_1156	yes	2	PF00702.33;PF13419.13
Syncc9902_1157	yes	3	PF01368.28;PF02272.25;PF17768.8
Syncc9902_1158	yes	1	PF03692.21
Syncc9902_1159	yes	1	PF01169.25
Syncc9902_1160	yes	1	PF01169.25
Syncc9902_1161	yes	3	PF00575.30;PF00773.26;PF08206.18
Syncc9902_1162	yes	1	PF02441.25
Syncc9902_1163	no	0	
Syncc9902_1164	yes	1	PF11210.14
Syncc9902_1165	yes	1	PF02915.24
Syncc9902_1166	yes	2	PF01523.22;PF19289.5
Syncc9902_1167	yes	2	PF19289.5;PF19290.5
Syncc9902_1168	yes	2	PF00551.25;PF02911.24
Syncc9902_1169	no	0	
Syncc9902_1170	yes	1	PF20065.5
Syncc9902_1171	yes	1	PF03741.23
Syncc9902_1172	no	0	
Syncc9902_1173	no	0	
Syncc9902_1175	no	0	
Syncc9902_1176	yes	5	PF00270.36;PF00271.38;PF02559.23;PF03461.21;PF17757.7
Syncc9902_1177	no	0	
Syncc9902_1178	yes	2	PF03572.24;PF17820.8
Syncc9902_1179	yes	2	PF04551.20;PF26540.1
Syncc9902_1180	yes	1	PF03167.26
Syncc9902_1181	no	0	
Syncc9902_1182	yes	1	PF00155.28
Syncc9902_1183	yes	1	PF12974.13
Syncc9902_1184	yes	1	PF00005.34
Syncc9902_1185	no	0	
Syncc9902_1186	yes	2	PF00657.29;PF13472.13
Syncc9902_1187	no	0	
Syncc9902_1188	yes	1	PF08369.17
Syncc9902_1189	yes	1	PF04542.21
Syncc9902_1190	yes	1	PF01940.22
Syncc9902_1191	no	0	
Syncc9902_1192	yes	1	PF04452.20
Syncc9902_1193	yes	1	PF12049.14
Syncc9902_1194	yes	2	PF00005.34;PF13304.13
Syncc9902_1195	yes	1	PF01430.25
Syncc9902_1196	yes	1	PF11833.14
Syncc9902_1197	no	0	
Syncc9902_1198	yes	3	PF00009.34;PF16658.12;PF22042.3
Syncc9902_1199	yes	5	PF08241.19;PF08242.19;PF13489.13;PF13649.13;PF13847.13
Syncc9902_1200	no	0	
Syncc9902_1202	no	0	
Syncc9902_1203	no	0	
Syncc9902_1204	yes	1	PF07883.18
Syncc9902_1205	no	0	
Syncc9902_1207	yes	1	PF10989.14
Syncc9902_1208	no	0	
Syncc9902_1209	no	0	
Syncc9902_1210	no	0	
Syncc9902_1211	no	0	
Syncc9902_1212	no	0	
Syncc9902_1213	yes	2	PF00106.32;PF13561.13
Syncc9902_1214	yes	2	PF03641.20;PF18306.7
Syncc9902_1215	yes	2	PF06977.18;PF13449.13
Syncc9902_1216	yes	2	PF00106.32;PF13561.13
Syncc9902_1217	yes	1	PF00892.27
Syncc9902_1218	yes	2	PF02492.26;PF07683.20
Syncc9902_1219	yes	1	PF00805.29
Syncc9902_1220	yes	1	PF14681.13
Syncc9902_1221	no	0	
Syncc9902_1222	yes	2	PF00920.28;PF24877.2
Syncc9902_1223	no	0	
Syncc9902_1224	yes	1	PF08547.19
Syncc9902_1225	yes	1	PF01182.27
Syncc9902_1226	yes	2	PF00393.25;PF03446.22
Syncc9902_1227	yes	2	PF00483.30;PF25247.2
Syncc9902_1228	yes	3	PF00745.26;PF01488.27;PF05201.21
Syncc9902_1229	yes	1	PF03320.19
Syncc9902_1230	yes	1	PF00834.26
Syncc9902_1231	yes	1	PF01578.26
Syncc9902_1232	yes	1	PF03739.20
Syncc9902_1233	yes	1	PF00005.34
Syncc9902_1234	no	0	
Syncc9902_1235	yes	1	PF03745.20
Syncc9902_1236	yes	4	PF00009.34;PF00679.31;PF03144.32;PF21018.3
Syncc9902_1237	yes	2	PF01136.26;PF12392.14
Syncc9902_1238	yes	1	PF02557.23
Syncc9902_1239	yes	1	PF01494.26
Syncc9902_1240	no	0	
Syncc9902_1241	yes	1	PF02092.23
Syncc9902_1242	yes	2	PF01077.28;PF03460.23
Syncc9902_1243	yes	1	PF01427.23
Syncc9902_1244	yes	5	PF00270.36;PF00271.38;PF04851.22;PF17191.11;PF19833.5
Syncc9902_1245	no	0	
Syncc9902_1246	yes	1	PF00889.26
Syncc9902_1247	yes	1	PF00318.26
