old_locus_tag	protein_id
sync_1053	WP_011618987.1
sync_1054	WP_011618988.1
sync_1055	WP_011618989.1
sync_1056	WP_011618990.1
sync_1057	WP_011618991.1
sync_1058	WP_011618992.1
sync_1059	WP_011618993.1
sync_1060	WP_148201842.1
sync_1064	WP_011618998.1
sync_1066	WP_011619000.1
sync_1069	WP_237699282.1
sync_1070	WP_011619004.1
sync_1073	WP_167897177.1
sync_1074	WP_011619008.1
sync_1077	WP_011618632.1
sync_1078	WP_011619011.1
sync_1079	WP_011619012.1
sync_1080	WP_167897179.1
sync_1081	WP_011619014.1
sync_1082	WP_148201846.1
sync_1086	WP_049750327.1
sync_1087	WP_041426951.1
sync_1088	WP_011619021.1
sync_1089	WP_011619022.1
sync_1091	WP_071813682.1
sync_1092	WP_011619025.1
sync_1095	WP_041426455.1
sync_1096	WP_011619029.1
sync_1097	WP_011619030.1
sync_1098	WP_011619031.1
sync_1099	WP_011619032.1
sync_1102	WP_083756065.1
sync_1105	WP_011619038.1
sync_1106	WP_041426463.1
sync_1108	WP_011619041.1
sync_1110	WP_011619043.1
sync_1112	WP_071813684.1
sync_1114	WP_167897181.1
sync_1115	WP_148201851.1
sync_1116	WP_237699284.1
sync_1118	WP_011619051.1
sync_1120	WP_041426466.1
sync_1122	WP_011619055.1
sync_1123	WP_011619056.1
sync_1124	WP_167897183.1
sync_1125	WP_011619058.1
sync_1126	WP_011619059.1
sync_1129	WP_049750329.1
sync_1132	WP_011619064.1
sync_1133	WP_041426473.1
sync_1134	WP_011619066.1
sync_1136	WP_011619067.1
sync_1137	WP_006852358.1
sync_1138	WP_011619069.1
sync_1139	WP_011619070.1
sync_1140	WP_011619071.1
sync_1142	WP_011619073.1
sync_1143	WP_011619074.1
sync_1145	WP_369791617.1
sync_1146	WP_011619077.1
sync_1147	WP_011619078.1
sync_1148	WP_041426474.1
sync_1149	WP_011619080.1
sync_1150	WP_237699304.1
sync_1151	WP_011619082.1
sync_1152	WP_011619083.1
sync_1154	WP_011619085.1
sync_1156	WP_167897185.1
sync_1158	WP_011619089.1
sync_1159	WP_011619090.1
sync_1160	WP_041426475.1
sync_1161	WP_011619092.1
sync_1162	WP_011619093.1
sync_1163	WP_011619094.1
sync_1164	WP_011619095.1
sync_1165	WP_041426959.1
sync_1166	WP_011619097.1
sync_1167	WP_011619098.1
sync_1168	WP_011619099.1
sync_1169	WP_011619100.1
sync_1170	WP_011619101.1
sync_1171	WP_041426477.1
sync_1172	WP_011619103.1
sync_1173	WP_011619104.1
sync_1174	WP_011619105.1
sync_1175	WP_237699286.1
sync_1176	WP_041426478.1
sync_1177	WP_011619108.1
sync_1178	WP_148201858.1
sync_1179	WP_011619110.1
sync_1180	WP_011619111.1
sync_1181	WP_011619112.1
sync_1182	WP_011619113.1
sync_1183	WP_011619114.1
sync_1184	WP_011619115.1
sync_1185	WP_011619116.1
sync_1186	WP_041426482.1
sync_1187	WP_011619118.1
sync_1188	WP_041426483.1
sync_1189	WP_011619120.1
sync_1190	WP_041426484.1
sync_1191	WP_041426486.1
sync_1192	WP_237699287.1
sync_1193	WP_237699288.1
sync_1194	WP_011619125.1
sync_1195	WP_011619126.1
sync_1197	WP_011619128.1
sync_1198	WP_011619129.1
sync_1200	WP_011619130.1
sync_1201	WP_011619131.1
sync_1202	WP_011619132.1
sync_1203	WP_011619133.1
sync_1204	WP_011619134.1
sync_1205	WP_011619135.1
sync_1206	WP_011619136.1
sync_1207	WP_041426488.1
sync_1208	WP_041426489.1
sync_1209	WP_011619139.1
sync_1210	WP_011619140.1
sync_1211	WP_011619141.1
sync_1212	WP_011619142.1
sync_1213	WP_148201861.1
sync_1214	WP_011619144.1
sync_1215	WP_011619145.1
sync_1216	WP_148201862.1
sync_1217	WP_011619147.1
sync_1218	WP_011619148.1
sync_1219	WP_167897189.1
sync_1220	WP_011619150.1
sync_1221	WP_011619151.1
sync_1222	WP_011619152.1
sync_1223	WP_011619153.1
sync_1224	WP_011619154.1
sync_1225	WP_041426491.1
sync_1226	WP_011619156.1
sync_1227	WP_011619157.1
sync_1228	WP_041426966.1
sync_1229	WP_011619159.1
sync_1230	WP_011619160.1
sync_1231	WP_041426492.1
sync_1232	WP_041426967.1
sync_1233	WP_041426493.1
sync_1234	WP_011619164.1
sync_1237	WP_167897102.1
sync_1238	WP_071813685.1
sync_1241	WP_011619171.1
sync_1242	WP_011619172.1
sync_1243	WP_011619173.1
sync_1244	WP_011619174.1
sync_1245	WP_011619175.1
sync_1246	WP_011619176.1
sync_1248	WP_011619178.1
sync_1249	WP_011619179.1
sync_1251	WP_011619181.1
sync_1252	WP_011619182.1
sync_1253	WP_041426499.1
sync_1254	WP_011619184.1
sync_1257	WP_049750390.1
sync_1258	WP_011619188.1
sync_1259	WP_011619189.1
sync_1260	WP_011619190.1
sync_1263	WP_011619193.1
sync_1265	WP_011619194.1
sync_1267	WP_041426503.1
sync_1268	WP_011619197.1
sync_1269	WP_049750391.1
sync_1270	WP_011619199.1
sync_1271	WP_011619200.1
sync_1272	WP_011619201.1
sync_1273	WP_011619202.1
sync_1274	WP_011619203.1
sync_1275	WP_006852470.1
sync_1276	WP_011619204.1
sync_1277	WP_011619205.1
sync_1278	WP_041426505.1
sync_1279	WP_041426971.1
sync_1280	WP_011619208.1
sync_1281	WP_011619209.1
sync_1282	WP_011619210.1
sync_1283	WP_049750332.1
sync_1284	WP_049750392.1
sync_1285	WP_011619213.1
sync_1286	WP_011619214.1
sync_1287	WP_148201967.1
sync_1288	WP_011619216.1
sync_1289	WP_011619217.1
sync_1290	WP_041426975.1
sync_1291	WP_011619219.1
sync_1293	WP_011619221.1
sync_1294	WP_041426507.1
sync_1295	WP_011619223.1
sync_1296	WP_011619224.1
sync_1297	WP_237699289.1
sync_1299	WP_011619227.1
sync_1300	WP_011619228.1
sync_1301	WP_011619229.1
sync_1302	WP_041426509.1
sync_1303	WP_011619231.1
sync_1304	WP_041426510.1
sync_1307	WP_237699290.1
sync_1308	WP_011619236.1
sync_1309	WP_011619237.1
sync_1310	WP_011619238.1
sync_1311	WP_011619239.1
sync_1312	WP_011619240.1
sync_1314	WP_041426513.1
sync_1315	WP_011619243.1
sync_1316	WP_011619244.1
sync_1317	WP_011619245.1
sync_1318	WP_237699291.1
sync_1319	WP_011619247.1
sync_1320	WP_011619248.1
sync_1321	WP_011619249.1
sync_1322	WP_041426515.1
sync_1323	WP_011619251.1
sync_1325	WP_011619252.1
sync_1326	WP_011619253.1
sync_1327	WP_011619254.1
sync_1328	WP_011619255.1
sync_1329	WP_011619256.1
sync_1330	WP_011619257.1
sync_1331	WP_049750394.1
sync_1332	WP_237699292.1
sync_1333	WP_011619260.1
sync_1334	WP_049750333.1
sync_1335	WP_011619262.1
sync_1336	WP_083756067.1
sync_1337	WP_006041316.1
sync_1338	WP_011619264.1
sync_1339	WP_011619265.1
sync_1340	WP_011619266.1
sync_1341	WP_011619267.1
sync_1342	WP_011619268.1
sync_1343	WP_049750395.1
sync_1344	WP_071813708.1
sync_1345	WP_011619271.1
sync_1346	WP_011619272.1
sync_1347	WP_041426981.1
sync_1349	WP_041426518.1
sync_1350	WP_049750334.1
sync_1351	WP_006852568.1
sync_1352	WP_041426983.1
sync_1353	WP_011619278.1
sync_1354	WP_011619279.1
sync_1355	WP_011619280.1
sync_1356	WP_041426984.1
sync_1357	WP_011619282.1
sync_1358	WP_011619283.1
sync_1359	WP_011619284.1
sync_1360	WP_011619285.1
sync_1361	WP_011619286.1
sync_1362	WP_011619287.1
sync_1363	WP_011619288.1
sync_1364	WP_011619289.1
sync_1365	WP_011619290.1
sync_1366	WP_011619291.1
sync_1367	WP_041426520.1
sync_1368	WP_011619293.1
sync_1371	WP_011619296.1
sync_1372	WP_237699293.1
sync_1374	WP_011619299.1
sync_1375	WP_011619300.1
sync_1376	WP_011619301.1
sync_1377	WP_369791618.1
sync_1378	WP_011619303.1
sync_1379	WP_011619304.1
sync_1380	WP_011619305.1
sync_1381	WP_011619306.1
sync_1382	WP_011619307.1
sync_1383	WP_193328843.1
sync_1384	WP_006852597.1
sync_1385	WP_011619310.1
sync_1386	WP_011619311.1
sync_1387	WP_011619312.1
sync_1388	WP_011619313.1
sync_1389	WP_011619314.1
sync_1390	WP_011619315.1
sync_1391	WP_011619316.1
sync_1392	WP_011619317.1
sync_1394	WP_011619318.1
sync_1395	WP_011619319.1
sync_1396	WP_041426986.1
sync_1397	WP_011619321.1
sync_1398	WP_041426522.1
sync_1399	WP_006852613.1
sync_1400	WP_011619323.1
sync_1401	WP_011619324.1
sync_1402	WP_041426523.1
sync_1403	WP_011619326.1
sync_1404	WP_011619327.1
sync_1405	WP_011619328.1
sync_1406	WP_011619329.1
sync_1407	WP_011619330.1
sync_1408	WP_011619331.1
sync_1409	WP_041426524.1
sync_1410	WP_011619333.1
sync_1411	WP_011619334.1
sync_1412	WP_041426525.1
sync_1413	WP_011619336.1
sync_1414	WP_041426526.1
sync_1415	WP_011619338.1
sync_1416	WP_011619339.1
sync_1417	WP_011619340.1
sync_1418	WP_011619341.1
sync_1419	WP_041426987.1
sync_1420	WP_011619343.1
sync_1421	WP_011619344.1
sync_1422	WP_011619345.1
sync_1423	WP_011619346.1
sync_1424	WP_011619347.1
sync_1425	WP_041426528.1
sync_1426	WP_011619349.1
sync_1428	WP_011619350.1
sync_1429	WP_041426531.1
sync_1430	WP_011619352.1
sync_1431	WP_041426532.1
sync_1432	WP_011619354.1
sync_1433	WP_011619355.1
sync_1434	WP_011619356.1
sync_1435	WP_011619357.1
sync_1436	WP_011619358.1
sync_1437	WP_041426988.1
sync_1438	WP_011619360.1
sync_1439	WP_041426533.1
sync_1440	WP_011619362.1
sync_1441	WP_011619363.1
sync_1443	WP_011619365.1
sync_1445	WP_237699173.1
sync_1446	WP_148201864.1
sync_1447	WP_011619369.1
sync_1448	WP_041426538.1
sync_1449	WP_083756068.1
sync_1450	WP_011619372.1
sync_1451	WP_011619373.1
sync_1452	WP_011619374.1
sync_1453	WP_011619375.1
sync_1454	WP_011619376.1
sync_1455	WP_011619377.1
sync_1456	WP_011619378.1
sync_1457	WP_041426540.1
sync_1458	WP_041426541.1
sync_1459	WP_011619381.1
sync_1460	WP_011619382.1
sync_1461	WP_237699174.1
sync_1462	WP_011619384.1
sync_1463	WP_041426990.1
sync_1464	WP_011619386.1
sync_1465	WP_041426543.1
sync_1466	WP_011619388.1
sync_1467	WP_011619389.1
sync_1468	WP_011619390.1
sync_1469	WP_011619391.1
sync_1470	WP_011619392.1
sync_1471	WP_011619393.1
sync_1472	WP_041426992.1
sync_1473	WP_011619395.1
sync_1474	WP_011619396.1
sync_1478	WP_011619400.1
sync_1480	WP_011619402.1
sync_1482	WP_237699176.1
sync_1483	WP_011619405.1
sync_1484	WP_237699177.1
sync_1485	WP_237699178.1
sync_1489	WP_011619411.1
sync_1490	WP_148201867.1
sync_1491	WP_011619413.1
sync_1493	WP_011619415.1
sync_1494	WP_049750336.1
sync_1495	WP_011619417.1
sync_1496	WP_148201869.1
sync_1497	WP_011619419.1
sync_1498	WP_041426551.1
sync_1499	WP_237699179.1
sync_1500	WP_041426553.1
sync_1501	WP_083756071.1
sync_1502	WP_011619424.1
sync_1503	WP_011619425.1
sync_1504	WP_011619426.1
sync_1505	WP_011619427.1
sync_1506	WP_237699180.1
sync_1508	WP_041426555.1
sync_1509	WP_041426556.1
sync_1510	WP_011619432.1
sync_1511	WP_011619433.1
sync_1512	WP_167897201.1
sync_1513	WP_011619435.1
sync_1514	WP_049750338.1
sync_1515	WP_011619437.1
sync_1516	WP_202795156.1
sync_1518	WP_011619440.1
sync_1519	WP_011619441.1
sync_1522	WP_237699181.1
sync_1523	WP_011619445.1
sync_1524	WP_041426557.1
sync_1525	WP_011619447.1
sync_1526	WP_011619448.1
sync_1527	WP_041426558.1
sync_1528	WP_148201872.1
sync_1529	WP_011619451.1
sync_1530	WP_011619452.1
sync_1531	WP_041426559.1
sync_1532	WP_011619454.1
sync_1533	WP_011619455.1
sync_1534	WP_237699182.1
sync_1535	WP_237699183.1
sync_1536	WP_011619458.1
sync_1537	WP_011619459.1
sync_1538	WP_011619460.1
sync_1539	WP_011619461.1
sync_1540	WP_011619462.1
sync_1542	WP_041427005.1
sync_1543	WP_011619465.1
sync_1544	WP_011619466.1
sync_1545	WP_011619467.1
sync_1546	WP_011619468.1
sync_1547	WP_011619469.1
sync_1548	WP_011619470.1
sync_1549	WP_011619471.1
sync_1550	WP_011619472.1
sync_1551	WP_011619473.1
sync_1552	WP_071813710.1
sync_1553	WP_011619475.1
sync_1554	WP_011619476.1
sync_1555	WP_011619477.1
sync_1556	WP_011619478.1
sync_1557	WP_011619479.1
sync_1558	WP_011619480.1
sync_1559	WP_011619481.1
sync_1560	WP_011619482.1
sync_1561	WP_011619483.1
sync_1562	WP_011619484.1
sync_1563	WP_011619485.1
sync_1564	WP_011619486.1
sync_1565	WP_237699184.1
sync_1566	WP_041427009.1
sync_1567	WP_011619489.1
sync_1569	WP_011619491.1
sync_1570	WP_041426564.1
sync_1571	WP_011619493.1
sync_1572	WP_041426565.1
sync_1573	WP_167897205.1
sync_1574	WP_011619496.1
sync_1575	WP_041426566.1
sync_1576	WP_011619498.1
sync_1577	WP_011619499.1
sync_1578	WP_148201876.1
sync_1579	WP_011619501.1
sync_1580	WP_011619502.1
sync_1581	WP_011619503.1
sync_1582	WP_011619504.1
sync_1583	WP_011619505.1
sync_1584	WP_011619506.1
sync_1585	WP_011619507.1
sync_1586	WP_041427011.1
sync_1587	WP_049750340.1
sync_1588	WP_011619510.1
sync_1589	WP_011619511.1
sync_1590	WP_011619512.1
sync_1592	WP_011619514.1
sync_1593	WP_011619515.1
sync_1594	WP_011619516.1
sync_1595	WP_041427013.1
sync_1596	WP_011619518.1
sync_1597	WP_041426567.1
sync_1598	WP_041426568.1
sync_1599	WP_011619521.1
sync_1600	WP_041426569.1
sync_1601	WP_148201877.1
sync_1602	WP_011619524.1
sync_1604	WP_011619526.1
sync_1606	WP_011619528.1
sync_1607	WP_011619529.1
sync_1608	WP_011619530.1
sync_1609	WP_011619531.1
sync_1610	WP_011619532.1
sync_1611	WP_011619533.1
sync_1613	WP_041426570.1
sync_1614	WP_041427015.1
sync_1615	WP_041427016.1
sync_1619	WP_041426571.1
sync_1622	WP_041426573.1
sync_1627	WP_011619548.1
sync_1628	WP_006852884.1
sync_1629	WP_011619549.1
sync_1630	WP_011619550.1
sync_1631	WP_011619551.1
sync_1632	WP_011619552.1
sync_1633	WP_011619553.1
sync_1634	WP_011619554.1
sync_1635	WP_071813689.1
sync_1636	WP_011619556.1
sync_1637	WP_011619557.1
sync_1638	WP_011619558.1
sync_1639	WP_011619559.1
sync_1640	WP_011619560.1
sync_1641	WP_011619561.1
sync_1642	WP_011619562.1
sync_1644	WP_011619563.1
sync_1646	WP_011619565.1
sync_1649	WP_011619568.1
sync_1650	WP_041426576.1
sync_1651	WP_237699185.1
sync_1653	WP_011619572.1
sync_1654	WP_011619573.1
sync_1656	WP_011619575.1
sync_1657	WP_011619576.1
sync_1658	WP_011619577.1
sync_1659	WP_041426579.1
sync_1660	WP_006171625.1
sync_1661	WP_011619579.1
sync_1662	WP_011619580.1
sync_1663	WP_041426580.1
sync_1664	WP_148201879.1
sync_1665	WP_011619583.1
sync_1667	WP_041426581.1
sync_1668	WP_011619586.1
sync_1669	WP_011619587.1
sync_1670	WP_049750341.1
sync_1671	WP_011619589.1
sync_1672	WP_041427025.1
sync_1673	WP_011619591.1
sync_1674	WP_041426582.1
sync_1675	WP_011619593.1
sync_1676	WP_011619594.1
sync_1677	WP_237699186.1
sync_1678	WP_011619596.1
sync_1679	WP_011619597.1
sync_1680	WP_011619598.1
sync_1681	WP_011619599.1
sync_1682	WP_011619600.1
sync_1683	WP_011619601.1
sync_1684	WP_011619602.1
sync_1685	WP_041427028.1
sync_1686	WP_011619604.1
sync_1687	WP_011619605.1
sync_1688	WP_011619606.1
sync_1689	WP_011619607.1
sync_1690	WP_041426583.1
sync_1691	WP_011619609.1
sync_1692	WP_011619610.1
sync_1693	WP_011619611.1
sync_1694	WP_041427030.1
sync_1695	WP_011619613.1
sync_1696	WP_011619614.1
sync_1697	WP_011619615.1
sync_1698	WP_011619616.1
sync_1699	WP_237699187.1
sync_1700	WP_011619618.1
sync_1701	WP_011619619.1
sync_1702	WP_011619620.1
sync_1703	WP_006853056.1
sync_1704	WP_011619621.1
sync_1705	WP_011619622.1
sync_1706	WP_011619623.1
sync_1707	WP_011619624.1
sync_1709	WP_011619626.1
sync_1710	WP_011619627.1
sync_1711	WP_041426585.1
sync_1712	WP_011619629.1
sync_1713	WP_041426586.1
sync_1714	WP_011619631.1
sync_1715	WP_011619632.1
sync_1716	WP_011619633.1
sync_1717	WP_041426587.1
sync_1718	WP_148201881.1
sync_1719	WP_011619636.1
sync_1720	WP_148201882.1
sync_1721	WP_049750396.1
sync_1722	WP_237699306.1
sync_1723	WP_011619640.1
sync_1724	WP_041427034.1
sync_1725	WP_011619642.1
sync_1726	WP_011619643.1
sync_1727	WP_011619644.1
sync_1728	WP_011619645.1
sync_1729	WP_011619646.1
sync_1731	WP_148201883.1
sync_1732	WP_369791607.1
sync_1734	WP_011619651.1
sync_1735	WP_011619652.1
sync_1736	WP_041426590.1
sync_1738	WP_167897209.1
sync_1739	WP_041426591.1
sync_1741	WP_148201884.1
sync_1742	WP_369791608.1
sync_1743	WP_237699190.1
sync_1745	WP_049750343.1
sync_1746	WP_011619663.1
sync_1747	WP_011619664.1
sync_1748	WP_011619665.1
sync_1749	WP_083756073.1
sync_1750	WP_049750344.1
sync_1751	WP_041426593.1
sync_1752	WP_011619669.1
sync_1753	WP_011619670.1
sync_1754	WP_011619671.1
sync_1755	WP_041426594.1
sync_1756	WP_049750399.1
sync_1757	WP_011619674.1
sync_1758	WP_041427041.1
sync_1759	WP_011619676.1
sync_1760	WP_011619677.1
sync_1762	WP_011619679.1
sync_1764	WP_011619681.1
sync_1766	WP_011619683.1
sync_1767	WP_041426595.1
sync_1768	WP_011619685.1
sync_1770	WP_011619687.1
sync_1771	WP_011619688.1
sync_1772	WP_237699191.1
sync_1773	WP_011619690.1
sync_1774	WP_011619691.1
sync_1775	WP_011619692.1
sync_1776	WP_011619693.1
sync_1779	WP_011619696.1
sync_1780	WP_011619697.1
sync_1781	WP_011619698.1
sync_1785	WP_011619702.1
sync_1786	WP_011619703.1
sync_1787	WP_011619704.1
sync_1789	WP_011619706.1
sync_1790	WP_011619707.1
sync_1792	WP_083756074.1
sync_1793	WP_041426601.1
sync_1794	WP_011619711.1
sync_1795	WP_071813713.1
sync_1797	WP_011619714.1
sync_1798	WP_011619715.1
sync_1799	WP_011619716.1
sync_1800	WP_237699192.1
sync_1801	WP_011619718.1
sync_1802	WP_011619719.1
sync_1803	WP_041426603.1
sync_1804	WP_255322036.1
sync_1805	WP_041426604.1
sync_1806	WP_011619723.1
sync_1807	WP_011619724.1
sync_1810	WP_041426605.1
sync_1811	WP_011619728.1
sync_1812	WP_011619729.1
sync_1813	WP_011619730.1
sync_1815	WP_167897106.1
sync_1816	WP_011619733.1
sync_1817	WP_011619734.1
sync_1818	WP_011619735.1
sync_1819	WP_041427046.1
sync_1820	WP_041426607.1
sync_1821	WP_011619738.1
sync_1823	WP_041426608.1
sync_1824	WP_369791609.1
sync_1825	WP_011619742.1
sync_1826	WP_148201888.1
sync_1827	WP_041426610.1
sync_1829	WP_011619746.1
sync_1830	WP_011619747.1
sync_1831	WP_011619748.1
sync_1832	WP_011619749.1
sync_1833	WP_041426611.1
sync_1834	WP_237699196.1
sync_1835	WP_011619752.1
sync_1836	WP_011619753.1
sync_1837	WP_041426613.1
sync_1839	WP_041426614.1
sync_1841	WP_237699197.1
sync_1842	WP_011619759.1
sync_1843	WP_011619760.1
sync_1844	WP_011619761.1
sync_1845	WP_049750400.1
sync_1846	WP_011619763.1
sync_1847	WP_006853199.1
sync_1848	WP_011619765.1
sync_1849	WP_148201889.1
sync_1850	WP_011619767.1
sync_1851	WP_011619768.1
sync_1852	WP_011619769.1
sync_1853	WP_041426616.1
sync_1854	WP_011619771.1
sync_1856	WP_011618340.1
sync_1857	WP_237699198.1
sync_1858	WP_011619775.1
sync_1860	WP_041426617.1
sync_1861	WP_011619778.1
sync_1862	WP_011619779.1
sync_1863	WP_011619780.1
sync_1864	WP_011619781.1
sync_1865	WP_011619782.1
sync_1866	WP_011619783.1
sync_1867	WP_011619784.1
sync_1868	WP_011619785.1
sync_1869	WP_011619786.1
sync_1870	WP_011619787.1
sync_1871	WP_011619788.1
sync_1872	WP_011619789.1
sync_1873	WP_041426618.1
sync_1874	WP_041426619.1
sync_1875	WP_011619792.1
sync_1877	WP_011619794.1
sync_1878	WP_011619795.1
sync_1879	WP_041427048.1
sync_1880	WP_011619797.1
sync_1881	WP_011619798.1
sync_1882	WP_011619799.1
sync_1883	WP_011619800.1
sync_1884	WP_041426622.1
sync_1885	WP_011619802.1
sync_1886	WP_011619803.1
sync_1887	WP_011619804.1
sync_1888	WP_011619805.1
sync_1889	WP_011619806.1
sync_1890	WP_041427049.1
sync_1891	WP_011619808.1
sync_1892	WP_041426623.1
sync_1893	WP_041426624.1
sync_1895	WP_011619812.1
sync_1896	WP_011619813.1
sync_1897	WP_011619814.1
sync_1898	WP_011619815.1
sync_1899	WP_011619816.1
sync_1900	WP_011619817.1
sync_1901	WP_041426625.1
sync_1902	WP_041426626.1
sync_1903	WP_011619820.1
sync_1904	WP_011619821.1
sync_1905	WP_011619822.1
sync_1906	WP_011619823.1
sync_1908	WP_011619825.1
sync_1909	WP_011619826.1
sync_1910	WP_011619827.1
sync_1911	WP_011619828.1
sync_1912	WP_011619829.1
sync_1914	WP_041426628.1
sync_1915	WP_011619831.1
sync_1916	WP_041427051.1
sync_1917	WP_011619833.1
sync_1918	WP_011619834.1
sync_1920	WP_011619836.1
sync_1921	WP_011619837.1
sync_1922	WP_011619838.1
sync_1923	WP_011619839.1
sync_1924	WP_011619840.1
sync_1925	WP_011619841.1
sync_1926	WP_011619842.1
sync_1927	WP_041426629.1
sync_1928	WP_041427053.1
sync_1929	WP_041426630.1
sync_1930	WP_011619846.1
sync_1931	WP_011619847.1
sync_1932	WP_041426631.1
sync_1933	WP_011619849.1
sync_1934	WP_011619850.1
sync_1935	WP_011619851.1
sync_1936	WP_011619852.1
sync_1937	WP_011619853.1
sync_1938	WP_041426632.1
sync_1939	WP_011619855.1
sync_1940	WP_041426633.1
sync_1941	WP_041426634.1
sync_1942	WP_011619858.1
sync_1943	WP_041426635.1
sync_1944	WP_011619860.1
sync_1945	WP_011619861.1
sync_1946	WP_011619862.1
sync_1948	WP_011619864.1
sync_1949	WP_011619865.1
sync_1950	WP_011619866.1
sync_1951	WP_011619867.1
sync_1952	WP_011619868.1
sync_1953	WP_011619869.1
sync_1957	WP_011619873.1
sync_1958	WP_011619874.1
sync_1959	WP_011619875.1
sync_1960	WP_041426636.1
sync_1962	WP_011619878.1
sync_1963	WP_011619879.1
sync_1964	WP_011619880.1
sync_1965	WP_011619881.1
sync_1966	WP_011619882.1
sync_1967	WP_011619883.1
sync_1968	WP_006169870.1
sync_1969	WP_011619884.1
sync_1970	WP_041426637.1
sync_1971	WP_041427054.1
sync_1972	WP_041427055.1
sync_1973	WP_011619888.1
sync_1974	WP_011619889.1
sync_1975	WP_011619890.1
sync_1976	WP_011619891.1
sync_1977	WP_041426638.1
sync_1978	WP_041427056.1
sync_1979	WP_011619894.1
sync_1980	WP_049750346.1
sync_1981	WP_011619896.1
sync_1982	WP_011619897.1
sync_1983	WP_011619898.1
sync_1984	WP_011619899.1
sync_1985	WP_041426640.1
sync_1986	WP_011619901.1
sync_1987	WP_011619902.1
sync_1988	WP_011619903.1
sync_1989	WP_011619904.1
sync_1990	WP_011619905.1
sync_1991	WP_041426641.1
sync_1993	WP_041426642.1
sync_1994	WP_011619909.1
sync_1995	WP_041426643.1
sync_1996	WP_011619911.1
sync_1997	WP_011619912.1
sync_1998	WP_011619913.1
sync_1999	WP_041426644.1
sync_2000	WP_011619915.1
sync_2001	WP_011619916.1
sync_2002	WP_011619917.1
sync_2003	WP_049750347.1
sync_2004	WP_011619919.1
sync_2005	WP_011619920.1
sync_2006	WP_011619921.1
sync_2007	WP_011619922.1
sync_2008	WP_011619923.1
sync_2009	WP_011619924.1
sync_2010	WP_011619925.1
sync_2011	WP_011619926.1
sync_2012	WP_237699309.1
sync_2013	WP_011619928.1
sync_2014	WP_011619929.1
sync_2015	WP_011619930.1
sync_2016	WP_011619931.1
sync_2017	WP_011619932.1
sync_2018	WP_011619933.1
sync_2019	WP_011619934.1
sync_2020	WP_011619935.1
sync_2021	WP_011619936.1
sync_2022	WP_011619937.1
sync_2023	WP_193328829.1
sync_2024	WP_011619939.1
sync_2025	WP_011619940.1
sync_2026	WP_011619941.1
sync_2027	WP_011619942.1
sync_2028	WP_011619943.1
sync_2029	WP_011619944.1
sync_2030	WP_041426645.1
sync_2031	WP_011619946.1
sync_2032	WP_011619947.1
sync_2034	WP_011619949.1
sync_2035	WP_041426646.1
sync_2036	WP_011619951.1
sync_2037	WP_041426647.1
sync_2038	WP_011619953.1
sync_2039	WP_011619954.1
sync_2040	WP_011619955.1
sync_2041	WP_011619956.1
sync_2042	WP_011619957.1
sync_2043	WP_049750348.1
sync_2044	WP_011619959.1
sync_2045	WP_011619960.1
sync_2046	WP_167897213.1
sync_2048	WP_049750349.1
sync_2050	WP_011619965.1
sync_2051	WP_011619966.1
sync_2052	WP_011619967.1
sync_2053	WP_011619968.1
sync_2054	WP_237699199.1
sync_2055	WP_011619970.1
sync_2056	WP_011619971.1
sync_2057	WP_049750350.1
sync_2058	WP_041426648.1
sync_2059	WP_237699200.1
sync_2060	WP_011619975.1
sync_2061	WP_011619976.1
sync_2062	WP_011619977.1
sync_2063	WP_237699201.1
sync_2064	WP_041427065.1
sync_2065	WP_011619980.1
sync_2068	WP_011619983.1
sync_2069	WP_011619984.1
sync_2071	WP_237699202.1
sync_2072	WP_237699203.1
sync_2073	WP_011619988.1
sync_2074	WP_011619989.1
sync_2075	WP_011619990.1
sync_2077	WP_237699204.1
sync_2080	WP_011619995.1
sync_2082	WP_011619997.1
sync_2084	WP_011619998.1
sync_2085	WP_041427068.1
sync_2086	WP_011620000.1
sync_2087	WP_011620001.1
sync_2088	WP_011620002.1
sync_2089	WP_011620003.1
sync_2090	WP_011620004.1
sync_2091	WP_011620005.1
sync_2092	WP_237699205.1
sync_2093	WP_011620007.1
sync_2094	WP_011620008.1
sync_2095	WP_011620009.1
sync_2096	WP_011620010.1
sync_2097	WP_041427069.1
sync_2098	WP_011620012.1
sync_2099	WP_011620013.1
sync_2100	WP_193328830.1
sync_2101	WP_041426651.1
sync_2102	WP_011620016.1
sync_2103	WP_011620017.1
sync_2104	WP_083756075.1
sync_2105	WP_041426652.1
sync_2106	WP_011620020.1
sync_2107	WP_011620021.1
sync_2108	WP_011620022.1
sync_2109	WP_011620023.1
sync_2110	WP_011620024.1
sync_2111	WP_011620025.1
sync_2112	WP_041426653.1
sync_2113	WP_011620027.1
sync_2114	WP_011620028.1
sync_2117	WP_011620031.1
sync_2118	WP_011620032.1
sync_2119	WP_237699206.1
sync_2120	WP_041426654.1
sync_2121	WP_041426655.1
sync_2122	WP_011620036.1
sync_2123	WP_011620037.1
sync_2124	WP_011620038.1
sync_2125	WP_011620039.1
sync_2126	WP_011620040.1
sync_2127	WP_011620041.1
sync_2128	WP_011620042.1
sync_2129	WP_011620043.1
sync_2130	WP_041426657.1
sync_2131	WP_011620045.1
sync_2132	WP_011620046.1
sync_2133	WP_011620047.1
sync_2134	WP_011620048.1
sync_2135	WP_011620049.1
