protein_id	gene_id	sel_ml	neu_ml	lrt	pvalue	nom_sig	bonf_sig	qvalue	fdr_sig	orphan	pfam_status	pfam_domains
22328	estExt_fgenesh1_pg.C_chr_40541	-2136.847234	-2146.79431	19.894152	8.19e-06	1	1	1.25e-05	1	N	white	PF03567;
24490	estExt_fgenesh1_pg.C_chr_120174	-1894.034944	-1903.973998	19.878108	8.25e-06	1	1	1.25e-05	1	N	dark	
41216	estExt_gwp_gw1.C_chr_60597	-1376.394555	-1386.332912	19.876714	8.26e-06	1	1	1.25e-05	1	N	white	PF01012;PF00766;
3073	fgenesh1_pg.C_chr_3000007	-1547.48714	-1557.412481	19.850682	8.37e-06	1	1	1.27e-05	1	N	white	PF03364;
5553	fgenesh1_pg.C_chr_5000595	-2403.950057	-2413.856068	19.812022	8.54e-06	1	1	1.29e-05	1	N	white	PF03457;
12859	gw1.4.65.1	-2567.92676	-2577.832952	19.812384	8.54e-06	1	1	1.29e-05	1	N	white	PF00773;
22481	estExt_fgenesh1_pg.C_chr_40843	-3118.803089	-3128.70385	19.801522	8.59e-06	1	1	1.29e-05	1	Y	dark	
24738	estExt_fgenesh1_pg.C_chr_130358	-1856.609932	-1866.511245	19.802626	8.59e-06	1	1	1.29e-05	1	N	dark	
24334	estExt_fgenesh1_pg.C_chr_11a0135	-3528.936497	-3538.829645	19.786296	8.66e-06	1	1	1.3e-05	1	N	white	PF03124;
22778	estExt_fgenesh1_pg.C_chr_50538	-2919.506682	-2929.389819	19.766274	8.75e-06	1	1	1.32e-05	1	Y	dark	
21713	estExt_fgenesh1_pg.C_chr_30294	-2222.299973	-2232.155719	19.711492	9.01e-06	1	1	1.35e-05	1	N	white	PF01494;
11933	fgenesh1_pg.C_chr_22000278	-2077.458685	-2087.311881	19.706392	9.03e-06	1	1	1.35e-05	1	Y	dark	
23217	estExt_fgenesh1_pg.C_chr_60540	-4435.518407	-4445.3681	19.699386	9.06e-06	1	1	1.36e-05	1	N	white	PF14724;
3876	fgenesh1_pg.C_chr_3000810	-3060.855956	-3070.703543	19.695174	9.08e-06	1	1	1.36e-05	1	N	white	PF13815;
4017	fgenesh1_pg.C_chr_3000951	-857.789978	-867.636676	19.693396	9.09e-06	1	1	1.36e-05	1	Y	dark	
4312	fgenesh1_pg.C_chr_4000262	-1213.305683	-1223.144812	19.678258	9.16e-06	1	1	1.37e-05	1	Y	dark	
264837	thaps1_ua_kg.chr_22000090	-1259.278713	-1269.090238	19.62305	9.43e-06	1	1	1.4e-05	1	N	white	PF04488;
6764	fgenesh1_pg.C_chr_7000147	-2154.952252	-2164.763282	19.62206	9.44e-06	1	1	1.4e-05	1	Y	dark	
20590	estExt_fgenesh1_pg.C_chr_10073	-4015.18445	-4024.993585	19.61827	9.46e-06	1	1	1.41e-05	1	N	white	PF00612;
3438	fgenesh1_pg.C_chr_3000372	-1088.591704	-1098.386091	19.588774	9.6e-06	1	1	1.42e-05	1	N	dark	
21211	estExt_fgenesh1_pg.C_chr_20245	-2650.997775	-2660.790962	19.586374	9.62e-06	1	1	1.43e-05	1	N	white	PF10250;
36204	e_gw1.9.16.1	-2433.257931	-2443.048564	19.581266	9.64e-06	1	1	1.43e-05	1	N	white	PF00664;PF00005;
1569	fgenesh1_pg.C_chr_1000703	-2500.476382	-2510.251378	19.549992	9.8e-06	1	1	1.45e-05	1	N	white	PF01457;
3882	fgenesh1_pg.C_chr_3000816	-1976.370575	-1986.120907	19.500664	1.01e-05	1	1	1.49e-05	1	Y	dark	
5921	fgenesh1_pg.C_chr_6000076	-1816.799729	-1826.536242	19.473026	1.02e-05	1	1	1.5e-05	1	N	dark	
22046	estExt_fgenesh1_pg.C_chr_30950	-1590.183221	-1599.91669	19.466938	1.02e-05	1	1	1.5e-05	1	N	white	PF04502;
4456	fgenesh1_pg.C_chr_4000406	-2257.240802	-2266.969054	19.456504	1.03e-05	1	1	1.51e-05	1	N	white	PF12697;
10363	fgenesh1_pg.C_chr_16a000044	-1967.443837	-1977.167307	19.44694	1.03e-05	1	1	1.51e-05	1	N	white	PF00856;
7530	fgenesh1_pg.C_chr_8000191	-6048.400475	-6058.108978	19.417006	1.05e-05	1	1	1.54e-05	1	N	white	PF13191;
21283	estExt_fgenesh1_pg.C_chr_20399	-3384.964545	-3394.654166	19.379242	1.07e-05	1	1	1.57e-05	1	N	dark	
8002	fgenesh1_pg.C_chr_9000170	-1392.438389	-1402.075159	19.27354	1.13e-05	1	1	1.65e-05	1	N	white	PF07534;
21603	estExt_fgenesh1_pg.C_chr_30049	-3209.280176	-3218.923219	19.286086	1.13e-05	1	1	1.65e-05	1	Y	dark	
3653	fgenesh1_pg.C_chr_3000587	-3363.048612	-3372.683103	19.268982	1.14e-05	1	1	1.66e-05	1	Y	dark	
25483	estExt_fgenesh1_pg.C_chr_19a_190142	-1226.008667	-1235.599173	19.181012	1.19e-05	1	1	1.73e-05	1	Y	dark	
1082	fgenesh1_pg.C_chr_1000216	-1473.514627	-1483.100109	19.170964	1.2e-05	1	1	1.74e-05	1	N	white	PF06454;
22482	estExt_fgenesh1_pg.C_chr_40845	-5191.687698	-5201.271309	19.167222	1.2e-05	1	1	1.74e-05	1	N	dark	
22670	estExt_fgenesh1_pg.C_chr_50320	-1202.409719	-1211.991058	19.162678	1.2e-05	1	1	1.74e-05	1	N	white	PF11267;
4696	fgenesh1_pg.C_chr_4000646	-987.618943	-997.186046	19.134206	1.22e-05	1	1	1.77e-05	1	N	dark	
4708	fgenesh1_pg.C_chr_4000658	-2419.048741	-2428.608485	19.119488	1.23e-05	1	1	1.78e-05	1	N	dark	
22018	estExt_fgenesh1_pg.C_chr_30901	-2549.056236	-2558.60949	19.106508	1.24e-05	1	1	1.79e-05	1	N	white	PF00447;
25707	estExt_fgenesh1_pg.C_chr_220093	-5031.437031	-5040.977413	19.080764	1.25e-05	1	1	1.81e-05	1	N	white	PF13640;
21955	estExt_fgenesh1_pg.C_chr_30768	-2515.259318	-2524.780576	19.042516	1.28e-05	1	1	1.84e-05	1	N	dark	
38632	e_gw1.22.81.1	-935.905364	-945.422382	19.034036	1.28e-05	1	1	1.84e-05	1	N	white	PF20434;
23827	estExt_fgenesh1_pg.C_chr_80379	-2049.828649	-2059.342661	19.028024	1.29e-05	1	1	1.86e-05	1	N	white	PF14736;
2698	fgenesh1_pg.C_chr_2000653	-1933.11704	-1942.61985	19.00562	1.3e-05	1	1	1.87e-05	1	N	dark	
2310	fgenesh1_pg.C_chr_2000265	-2305.344622	-2314.831744	18.974244	1.32e-05	1	1	1.89e-05	1	N	dark	
268064	estExt_thaps1_ua_kg.C_chr_10275	-1969.957941	-1979.44169	18.967498	1.33e-05	1	1	1.91e-05	1	N	white	PF00447;
3011	fgenesh1_pg.C_chr_2000966	-2548.678181	-2558.125598	18.894834	1.38e-05	1	1	1.98e-05	1	N	dark	
3103	fgenesh1_pg.C_chr_3000037	-1170.048873	-1179.485251	18.872756	1.4e-05	1	1	1.99e-05	1	Y	dark	
5101	fgenesh1_pg.C_chr_5000143	-1457.863326	-1467.297506	18.86836	1.4e-05	1	1	1.99e-05	1	N	white	PF01209;
6004	fgenesh1_pg.C_chr_6000159	-6763.076781	-6772.510979	18.868396	1.4e-05	1	1	1.99e-05	1	N	dark	
7337	fgenesh1_pg.C_chr_7000720	-666.681652	-676.116337	18.86937	1.4e-05	1	1	1.99e-05	1	Y	dark	
23359	estExt_fgenesh1_pg.C_chr_70099	-2873.292426	-2882.714596	18.84434	1.42e-05	1	1	2.02e-05	1	Y	dark	
21371	estExt_fgenesh1_pg.C_chr_20606	-3807.165211	-3816.57814	18.825858	1.43e-05	1	1	2.03e-05	1	N	white	PF01549;PF01564;
25228	estExt_fgenesh1_pg.C_chr_170059	-1429.252047	-1438.657544	18.810994	1.44e-05	1	1	2.04e-05	1	Y	dark	
8533	fgenesh1_pg.C_chr_10000303	-872.922796	-882.323349	18.801106	1.45e-05	1	1	2.06e-05	1	N	white	PF20133;
8106	fgenesh1_pg.C_chr_9000274	-2255.869035	-2265.243237	18.748404	1.49e-05	1	1	2.11e-05	1	Y	dark	
23369	estExt_fgenesh1_pg.C_chr_70123	-3412.019582	-3421.393017	18.74687	1.49e-05	1	1	2.11e-05	1	N	white	PF13679;
20688	estExt_fgenesh1_pg.C_chr_10279	-1317.039916	-1326.408271	18.73671	1.5e-05	1	1	2.12e-05	1	N	white	PF00808;PF00505;
2893	fgenesh1_pg.C_chr_2000848	-1181.749503	-1191.109822	18.720638	1.51e-05	1	0	2.13e-05	1	N	white	PF25805;
957	fgenesh1_pg.C_chr_1000091	-1844.334916	-1853.682379	18.694926	1.53e-05	1	0	2.16e-05	1	N	white	PF01612;
5266	fgenesh1_pg.C_chr_5000308	-1181.4817	-1190.79426	18.62512	1.59e-05	1	0	2.23e-05	1	N	dark	
24457	estExt_fgenesh1_pg.C_chr_120115	-1215.310654	-1224.621641	18.621974	1.59e-05	1	0	2.23e-05	1	N	dark	
24955	estExt_fgenesh1_pg.C_chr_150016	-5168.500105	-5177.814009	18.627808	1.59e-05	1	0	2.23e-05	1	N	dark	
4323	fgenesh1_pg.C_chr_4000273	-1179.601813	-1188.900709	18.597792	1.61e-05	1	0	2.26e-05	1	N	white	PF13638;
3196	fgenesh1_pg.C_chr_3000130	-1812.141105	-1821.387754	18.493298	1.71e-05	1	0	2.39e-05	1	N	white	PF00892;
21585	estExt_fgenesh1_pg.C_chr_30011	-2857.930478	-2867.17375	18.486544	1.71e-05	1	0	2.39e-05	1	N	white	PF02535;
11101	fgenesh1_pg.C_chr_19a_19000044	-2233.691531	-2242.927459	18.471856	1.72e-05	1	0	2.4e-05	1	N	white	PF01925;
9440	fgenesh1_pg.C_chr_13000160	-2158.858407	-2168.07556	18.434306	1.76e-05	1	0	2.45e-05	1	N	dark	
2353	fgenesh1_pg.C_chr_2000308	-794.88833	-804.093271	18.409882	1.78e-05	1	0	2.47e-05	1	N	dark	
7878	fgenesh1_pg.C_chr_9000046	-1489.665756	-1498.870641	18.40977	1.78e-05	1	0	2.47e-05	1	N	dark	
20985	estExt_fgenesh1_pg.C_chr_10899	-4012.612588	-4021.819536	18.413896	1.78e-05	1	0	2.47e-05	1	N	white	PF03914;
16952	gw1.2.464.1	-788.30718	-797.501838	18.389316	1.8e-05	1	0	2.5e-05	1	N	white	PF09423;
6253	fgenesh1_pg.C_chr_6000408	-1762.454301	-1771.642073	18.375544	1.81e-05	1	0	2.5e-05	1	N	dark	
22246	estExt_fgenesh1_pg.C_chr_40377	-975.252288	-984.444107	18.383638	1.81e-05	1	0	2.5e-05	1	N	dark	
263562	thaps1_ua_kg.chr_9000090	-1659.366914	-1668.558223	18.382618	1.81e-05	1	0	2.5e-05	1	N	white	PF13410;PF00685;
269559	estExt_thaps1_ua_kg.C_chr_11a0023	-840.282954	-849.470861	18.375814	1.81e-05	1	0	2.5e-05	1	N	white	PF08524;
12189	fgenesh1_pg.C_chr_24000065	-1826.60029	-1835.782875	18.36517	1.82e-05	1	0	2.51e-05	1	N	dark	
6823	fgenesh1_pg.C_chr_7000206	-2738.746342	-2747.923537	18.35439	1.83e-05	1	0	2.52e-05	1	N	white	PF04124;
11315	fgenesh1_pg.C_chr_19c_29000001	-3109.913338	-3119.080625	18.334574	1.85e-05	1	0	2.55e-05	1	N	white	PF05686;
32882	e_gw1.3.258.1	-1595.383376	-1604.547363	18.327974	1.86e-05	1	0	2.56e-05	1	N	white	PF13378;PF02746;
12079	fgenesh1_pg.C_chr_23000107	-3785.348396	-3794.46328	18.229768	1.96e-05	1	0	2.69e-05	1	N	dark	
23546	estExt_fgenesh1_pg.C_chr_70531	-2567.350534	-2576.456706	18.212344	1.98e-05	1	0	2.72e-05	1	N	dark	
22505	estExt_fgenesh1_pg.C_chr_40895	-4756.023246	-4765.108417	18.170342	2.02e-05	1	0	2.77e-05	1	N	white	PF17210;
9649	fgenesh1_pg.C_chr_13000369	-8518.779265	-8527.860638	18.162746	2.03e-05	1	0	2.78e-05	1	N	dark	
6784	fgenesh1_pg.C_chr_7000167	-1007.327642	-1016.3826	18.109916	2.09e-05	1	0	2.85e-05	1	N	dark	
23615	estExt_fgenesh1_pg.C_chr_70650	-1741.177738	-1750.232253	18.10903	2.09e-05	1	0	2.85e-05	1	N	dark	
21176	estExt_fgenesh1_pg.C_chr_20183	-3012.364085	-3021.404357	18.080544	2.12e-05	1	0	2.89e-05	1	N	white	PF19834;PF00743;
22663	estExt_fgenesh1_pg.C_chr_50305	-3934.515301	-3943.528249	18.025896	2.18e-05	1	0	2.97e-05	1	N	white	PF14543;
23948	estExt_fgenesh1_pg.C_chr_90116	-3238.866057	-3247.857613	17.983112	2.23e-05	1	0	3.03e-05	1	N	dark	
10405	fgenesh1_pg.C_chr_16a000086	-1954.75793	-1963.74208	17.9683	2.25e-05	1	0	3.06e-05	1	N	dark	
3328	fgenesh1_pg.C_chr_3000262	-1757.203948	-1766.17662	17.945344	2.27e-05	1	0	3.08e-05	1	N	dark	
5502	fgenesh1_pg.C_chr_5000544	-1046.652744	-1055.600388	17.895288	2.33e-05	1	0	3.16e-05	1	N	dark	
4632	fgenesh1_pg.C_chr_4000582	-4286.092641	-4295.036575	17.887868	2.34e-05	1	0	3.17e-05	1	N	dark	
3660	fgenesh1_pg.C_chr_3000594	-4485.001042	-4493.94316	17.884236	2.35e-05	1	0	3.18e-05	1	N	white	PF25669;
8507	fgenesh1_pg.C_chr_10000277	-3197.364848	-3206.274186	17.818676	2.43e-05	1	0	3.28e-05	1	N	white	PF00076;
1765	fgenesh1_pg.C_chr_1000899	-2536.56885	-2545.466583	17.795466	2.46e-05	1	0	3.32e-05	1	N	white	PF13606;
38780	e_gw1.23.100.1	-656.170463	-665.060279	17.779632	2.48e-05	1	0	3.34e-05	1	N	white	PF00102;
31822	e_gw1.2.189.1	-1338.325848	-1347.208448	17.7652	2.5e-05	1	0	3.36e-05	1	N	white	PF00400;
1900	fgenesh1_pg.C_chr_1001034	-3220.549094	-3229.422757	17.747326	2.52e-05	1	0	3.39e-05	1	N	dark	
269449	estExt_thaps1_ua_kg.C_chr_90103	-1734.777275	-1743.64808	17.74161	2.53e-05	1	0	3.4e-05	1	N	white	PF16016;
7742	fgenesh1_pg.C_chr_8000403	-1772.313355	-1781.168164	17.709618	2.57e-05	1	0	3.45e-05	1	N	white	PF08433;
3359	fgenesh1_pg.C_chr_3000293	-1077.684962	-1086.532031	17.694138	2.59e-05	1	0	3.47e-05	1	N	dark	
25496	estExt_fgenesh1_pg.C_chr_19a_190187	-5601.143537	-5609.987436	17.687798	2.6e-05	1	0	3.48e-05	1	N	dark	
2012	fgenesh1_pg.C_chr_1001146	-1537.049003	-1545.878503	17.659	2.64e-05	1	0	3.52e-05	1	N	dark	
2392	fgenesh1_pg.C_chr_2000347	-1538.864565	-1547.695192	17.661254	2.64e-05	1	0	3.52e-05	1	N	dark	
25430	estExt_fgenesh1_pg.C_chr_180273	-3785.189891	-3794.008931	17.63808	2.67e-05	1	0	3.56e-05	1	N	dark	
6491	fgenesh1_pg.C_chr_6000646	-1099.827987	-1108.643465	17.630956	2.68e-05	1	0	3.57e-05	1	N	dark	
1842	fgenesh1_pg.C_chr_1000976	-1110.297225	-1119.109034	17.623618	2.69e-05	1	0	3.58e-05	1	N	white	PF00856;
4264	fgenesh1_pg.C_chr_4000214	-1180.532189	-1189.333951	17.603524	2.72e-05	1	0	3.61e-05	1	N	dark	
269273	estExt_thaps1_ua_kg.C_chr_70191	-1784.914978	-1793.706852	17.583748	2.75e-05	1	0	3.65e-05	1	N	dark	
9018	fgenesh1_pg.C_chr_12000099	-3619.51907	-3628.308123	17.578106	2.76e-05	1	0	3.66e-05	1	N	white	PF00628;PF05183;
3934	fgenesh1_pg.C_chr_3000868	-7149.421594	-7158.200403	17.557618	2.79e-05	1	0	3.69e-05	1	N	white	PF22956;PF00400;
261023	thaps1_ua_kg.chr_1000283	-595.792268	-604.563477	17.542418	2.81e-05	1	0	3.72e-05	1	N	white	PF23598;
9318	fgenesh1_pg.C_chr_13000038	-1941.11261	-1949.876941	17.528662	2.83e-05	1	0	3.74e-05	1	N	white	PF00889;
22244	estExt_fgenesh1_pg.C_chr_40374	-3024.309632	-3033.067393	17.515522	2.85e-05	1	0	3.76e-05	1	N	dark	
2023	fgenesh1_pg.C_chr_1001157	-1933.782723	-1942.519809	17.474172	2.91e-05	1	0	3.83e-05	1	N	white	PF03457;
21081	estExt_fgenesh1_pg.C_chr_11130	-2114.336658	-2123.073316	17.473316	2.91e-05	1	0	3.83e-05	1	N	white	PF25193;PF25195;
25875	estExt_fgenesh1_pg.C_chr_230138	-1334.183171	-1342.919806	17.47327	2.91e-05	1	0	3.83e-05	1	N	white	PF00085;
21710	estExt_fgenesh1_pg.C_chr_30289	-1651.828304	-1660.56406	17.471512	2.92e-05	1	0	3.83e-05	1	N	white	PF12796;PF10032;
1551	fgenesh1_pg.C_chr_1000685	-3488.982881	-3497.689519	17.413276	3.01e-05	1	0	3.94e-05	1	N	dark	
22965	estExt_fgenesh1_pg.C_chr_60058	-2274.168587	-2282.875398	17.413622	3.01e-05	1	0	3.94e-05	1	N	white	PF00270;PF00271;
24216	estExt_fgenesh1_pg.C_chr_100260	-11559.11013	-11567.81741	17.414558	3.01e-05	1	0	3.94e-05	1	N	dark	
11433	fgenesh1_pg.C_chr_20000029	-2032.579883	-2041.270623	17.38148	3.06e-05	1	0	3.99e-05	1	N	white	PF00069;
21387	estExt_fgenesh1_pg.C_chr_20634	-2326.331754	-2335.021495	17.379482	3.06e-05	1	0	3.99e-05	1	N	white	PF01435;
1111	fgenesh1_pg.C_chr_1000245	-1154.339024	-1163.011123	17.344198	3.12e-05	1	0	4.07e-05	1	N	dark	
2705	fgenesh1_pg.C_chr_2000660	-2902.116703	-2910.777303	17.3212	3.16e-05	1	0	4.12e-05	1	N	white	PF04241;
2436	fgenesh1_pg.C_chr_2000391	-1317.016037	-1325.665314	17.298554	3.19e-05	1	0	4.15e-05	1	N	white	PF02517;
6075	fgenesh1_pg.C_chr_6000230	-2209.213363	-2217.841517	17.256308	3.27e-05	1	0	4.25e-05	1	N	dark	
4070	fgenesh1_pg.C_chr_4000020	-1134.773007	-1143.396206	17.246398	3.28e-05	1	0	4.26e-05	1	N	white	PF00857;
268689	estExt_thaps1_ua_kg.C_chr_40176	-3714.309141	-3722.912136	17.20599	3.35e-05	1	0	4.34e-05	1	N	white	PF00076;
1063	fgenesh1_pg.C_chr_1000197	-1829.137266	-1837.732533	17.190534	3.38e-05	1	0	4.38e-05	1	N	dark	
4612	fgenesh1_pg.C_chr_4000562	-1973.57864	-1982.171974	17.186668	3.39e-05	1	0	4.39e-05	1	N	white	PF00415;PF25390;
21433	estExt_fgenesh1_pg.C_chr_20704	-2926.106297	-2934.694297	17.176	3.41e-05	1	0	4.41e-05	1	N	dark	
11926	fgenesh1_pg.C_chr_22000271	-1733.902802	-1742.465032	17.12446	3.5e-05	1	0	4.51e-05	1	N	white	PF04749;
24198	estExt_fgenesh1_pg.C_chr_100230	-1484.78054	-1493.343099	17.125118	3.5e-05	1	0	4.51e-05	1	N	white	PF20710;
263431	thaps1_ua_kg.chr_8000107	-4244.699091	-4253.261024	17.123866	3.5e-05	1	0	4.51e-05	1	N	white	PF00675;PF05193;PF16187;PF22456;
22166	estExt_fgenesh1_pg.C_chr_40210	-1219.158146	-1227.709279	17.102266	3.54e-05	1	0	4.55e-05	1	N	dark	
7216	fgenesh1_pg.C_chr_7000599	-1832.920432	-1841.46732	17.093776	3.56e-05	1	0	4.57e-05	1	N	white	PF14885;
21677	estExt_fgenesh1_pg.C_chr_30217	-1711.494211	-1720.040433	17.092444	3.56e-05	1	0	4.57e-05	1	N	dark	
23597	estExt_fgenesh1_pg.C_chr_70616	-494.075982	-502.602078	17.052192	3.64e-05	1	0	4.67e-05	1	N	dark	
10619	fgenesh1_pg.C_chr_17000082	-2356.883519	-2365.373634	16.98023	3.78e-05	1	0	4.83e-05	1	N	dark	
21695	estExt_fgenesh1_pg.C_chr_30259	-2575.541555	-2584.032138	16.981166	3.78e-05	1	0	4.83e-05	1	N	dark	
23847	estExt_fgenesh1_pg.C_chr_80410	-2129.972462	-2138.462468	16.980012	3.78e-05	1	0	4.83e-05	1	N	white	PF01963;
1137	fgenesh1_pg.C_chr_1000271	-1642.89032	-1651.373601	16.966562	3.8e-05	1	0	4.85e-05	1	N	dark	
24556	estExt_fgenesh1_pg.C_chr_120307	-1939.709815	-1948.172086	16.924542	3.89e-05	1	0	4.96e-05	1	N	white	PF00514;
3790	fgenesh1_pg.C_chr_3000724	-1447.667307	-1456.121657	16.9087	3.92e-05	1	0	4.99e-05	1	N	white	PF00153;
9297	fgenesh1_pg.C_chr_13000017	-1952.132371	-1960.557272	16.849802	4.05e-05	1	0	5.15e-05	1	N	white	PF00134;
23735	estExt_fgenesh1_pg.C_chr_80189	-2370.809282	-2379.231387	16.84421	4.06e-05	1	0	5.16e-05	1	N	dark	
6252	fgenesh1_pg.C_chr_6000407	-1059.680827	-1068.100825	16.839996	4.07e-05	1	0	5.17e-05	1	N	dark	
22877	estExt_fgenesh1_pg.C_chr_50749	-1053.063965	-1061.470652	16.813374	4.12e-05	1	0	5.22e-05	1	N	white	PF02308;
24855	estExt_fgenesh1_pg.C_chr_140187	-2697.532915	-2705.93859	16.81135	4.13e-05	1	0	5.23e-05	1	N	dark	
268144	estExt_thaps1_ua_kg.C_chr_10425	-607.660675	-616.063344	16.805338	4.14e-05	1	0	5.24e-05	1	N	white	PF02338;
22141	estExt_fgenesh1_pg.C_chr_40169	-5029.083544	-5037.480904	16.79472	4.16e-05	1	0	5.26e-05	1	N	dark	
7056	fgenesh1_pg.C_chr_7000439	-2272.847825	-2281.237962	16.780274	4.2e-05	1	0	5.3e-05	1	N	white	PF00149;
6370	fgenesh1_pg.C_chr_6000525	-1458.84518	-1467.229475	16.76859	4.22e-05	1	0	5.32e-05	1	N	white	PF00588;
33000	e_gw1.3.102.1	-2624.289051	-2632.666945	16.755788	4.25e-05	1	0	5.35e-05	1	N	white	PF01268;
23070	estExt_fgenesh1_pg.C_chr_60253	-1572.661179	-1581.005925	16.689492	4.4e-05	1	0	5.54e-05	1	N	white	PF13640;
8667	fgenesh1_pg.C_chr_11a000053	-1628.975377	-1637.307991	16.665228	4.46e-05	1	0	5.6e-05	1	N	dark	
7406	fgenesh1_pg.C_chr_8000067	-892.823098	-901.149273	16.65235	4.49e-05	1	0	5.64e-05	1	N	white	PF08538;
25142	estExt_fgenesh1_pg.C_chr_16a0108	-4642.464581	-4650.762435	16.595708	4.63e-05	1	0	5.81e-05	1	N	white	PF04433;
4940	fgenesh1_pg.C_chr_4000890	-2227.733865	-2236.029057	16.590384	4.64e-05	1	0	5.81e-05	1	N	white	PF01715;
25550	estExt_fgenesh1_pg.C_chr_19c_290053	-3883.717081	-3891.975795	16.517428	4.82e-05	1	0	6.03e-05	1	N	dark	
9594	fgenesh1_pg.C_chr_13000314	-2735.572011	-2743.791214	16.438406	5.03e-05	1	0	6.29e-05	1	N	dark	
22003	estExt_fgenesh1_pg.C_chr_30871	-3568.526358	-3576.74125	16.429784	5.05e-05	1	0	6.3e-05	1	N	white	PF00066;
20884	estExt_fgenesh1_pg.C_chr_10682	-5554.974239	-5563.178942	16.409406	5.1e-05	1	0	6.36e-05	1	N	dark	
22223	estExt_fgenesh1_pg.C_chr_40340	-1703.215497	-1711.402418	16.373842	5.2e-05	1	0	6.48e-05	1	N	white	PF03348;
10016	fgenesh1_pg.C_chr_15000006	-1299.719516	-1307.889946	16.34086	5.29e-05	1	0	6.58e-05	1	N	white	PF00134;
7840	fgenesh1_pg.C_chr_9000008	-6193.129612	-6201.294606	16.329988	5.32e-05	1	0	6.61e-05	1	N	white	PF04403;
3320	fgenesh1_pg.C_chr_3000254	-1874.194035	-1882.356329	16.324588	5.34e-05	1	0	6.63e-05	1	N	dark	
22283	estExt_fgenesh1_pg.C_chr_40447	-1198.26831	-1206.427381	16.318142	5.35e-05	1	0	6.64e-05	1	N	white	PF07978;
4263	fgenesh1_pg.C_chr_4000213	-1681.001957	-1689.123992	16.24407	5.57e-05	1	0	6.9e-05	1	N	dark	
4147	fgenesh1_pg.C_chr_4000097	-5064.886306	-5072.9964	16.220188	5.64e-05	1	0	6.98e-05	1	N	dark	
4249	fgenesh1_pg.C_chr_4000199	-1550.808928	-1558.906822	16.195788	5.71e-05	1	0	7.05e-05	1	N	dark	
6638	fgenesh1_pg.C_chr_7000021	-1951.559602	-1959.658123	16.197042	5.71e-05	1	0	7.05e-05	1	N	white	PF13637;
2320	fgenesh1_pg.C_chr_2000275	-678.69213	-686.788162	16.192064	5.72e-05	1	0	7.06e-05	1	N	dark	
9189	fgenesh1_pg.C_chr_12000270	-1725.144181	-1733.238346	16.18833	5.73e-05	1	0	7.06e-05	1	N	dark	
9700	fgenesh1_pg.C_chr_14000045	-1219.183988	-1227.275467	16.182958	5.75e-05	1	0	7.08e-05	1	N	dark	
25052	estExt_fgenesh1_pg.C_chr_150240	-6036.552632	-6044.64266	16.180056	5.76e-05	1	0	7.08e-05	1	N	dark	
1506	fgenesh1_pg.C_chr_1000640	-939.469951	-947.555134	16.170366	5.79e-05	1	0	7.1e-05	1	N	dark	
3751	fgenesh1_pg.C_chr_3000685	-3604.704059	-3612.788309	16.1685	5.79e-05	1	0	7.1e-05	1	N	white	PF12738;
5768	fgenesh1_pg.C_chr_5000810	-2301.534173	-2309.61791	16.167474	5.8e-05	1	0	7.11e-05	1	N	dark	
21865	estExt_fgenesh1_pg.C_chr_30607	-1557.098747	-1565.14874	16.099986	6.01e-05	1	0	7.36e-05	1	N	dark	
23911	estExt_fgenesh1_pg.C_chr_90032	-2334.384391	-2342.422431	16.07608	6.08e-05	1	0	7.44e-05	1	N	white	PF03567;
3520	fgenesh1_pg.C_chr_3000454	-2685.544352	-2693.575917	16.06313	6.13e-05	1	0	7.49e-05	1	N	white	PF03133;
261172	thaps1_ua_kg.chr_1000432	-1402.127365	-1410.148273	16.041816	6.2e-05	1	0	7.57e-05	1	N	white	PF08240;PF00107;
7186	fgenesh1_pg.C_chr_7000569	-2290.314875	-2298.334049	16.038348	6.21e-05	1	0	7.57e-05	1	N	dark	
33985	e_gw1.4.353.1	-1325.74642	-1333.740708	15.988576	6.37e-05	1	0	7.76e-05	1	N	white	PF01416;
3447	fgenesh1_pg.C_chr_3000381	-2563.51437	-2571.504471	15.980202	6.4e-05	1	0	7.78e-05	1	N	white	PF20710;
22573	estExt_fgenesh1_pg.C_chr_50114	-2812.991146	-2820.981393	15.980494	6.4e-05	1	0	7.78e-05	1	N	dark	
21652	estExt_fgenesh1_pg.C_chr_30158	-1203.817767	-1211.798707	15.96188	6.46e-05	1	0	7.84e-05	1	N	dark	
7626	fgenesh1_pg.C_chr_8000287	-2708.600904	-2716.569724	15.93764	6.55e-05	1	0	7.94e-05	1	N	dark	
6127	fgenesh1_pg.C_chr_6000282	-3148.047325	-3155.996507	15.898364	6.68e-05	1	0	8.09e-05	1	N	dark	
1913	fgenesh1_pg.C_chr_1001047	-4789.462457	-4797.409896	15.894878	6.7e-05	1	0	8.11e-05	1	N	white	PF00004;PF00856;
22742	estExt_fgenesh1_pg.C_chr_50485	-2771.100862	-2779.034605	15.867486	6.79e-05	1	0	8.21e-05	1	N	white	PF01663;
1696	fgenesh1_pg.C_chr_1000830	-1370.112314	-1378.041427	15.858226	6.83e-05	1	0	8.25e-05	1	N	white	PF00397;
263344	thaps1_ua_kg.chr_8000020	-1169.610414	-1177.53542	15.850012	6.86e-05	1	0	8.28e-05	1	N	white	PF03328;
