Gene_id	InterPro_description	Pan_gene_category	πN	πS	πN / πS
Sro1745_g294910	-	Dispensable	No data	No data	No data
Sro1745_g294920	-	Dispensable	No data	No data	No data
Sro1745_g294930	Leucine-rich repeat domain superfamily (IPR032675)	Dispensable	No data	No data	No data
Sro1746_g294940	-	Dispensable	No data	No data	No data
Sro1746_g294950	SKP1/BTB/POZ domain superfamily (IPR011333)	Core	0.002172671069182	0.018005052222222	0.120670078729393
Sro1746_g294960	-	Core	No data	No data	No data
Sro1746_g294970	-	Core	0.001701728038674	0.033504614712154	0.050790855328258
Sro1746_g294980	-	Core	0.004026591082045	0.045556279852126	0.088387179442996
Sro1746_g294990	Winged helix-like DNA-binding domain superfamily (IPR036388); Heat shock transcription factor family (IPR027725); Heat shock factor (HSF)-type, DNA-binding (IPR000232); Winged helix DNA-binding domain superfamily (IPR036390)	Core	0.006251180341524	0.027584462158273	0.226619620337586
Sro1746_g295000	Lipoxygenase (IPR000907); Lipoxigenase, C-terminal domain superfamily (IPR036226)	Core	0.001462300762301	0.0231544755716	0.063154130085085
Sro1747_g295010	Dephospho-CoA kinase (IPR001977); P-loop containing nucleoside triphosphate hydrolase (IPR027417)	Core	0.001232366013072	0.03493085319149	0.035280157811094
Sro1747_g295020	Vpr-like peptidase,  catalytic domain (IPR034213); Peptidase S8/S53 domain superfamily (IPR036852); Peptidase S8/S53 domain (IPR000209); Peptidase S8, subtilisin-related (IPR015500); Peptidase S8, subtilisin,  Asp-active site (IPR023827); Peptidase S8, subtilisin, Ser-active site (IPR023828)	Core	0.0021273061703	0.023662511375	0.089901960809951
Sro1747_g295030	Peptidase M20C, Xaa-His dipeptidase (IPR001160); Peptidase M20 (IPR002933)	Core	0.002134781612615	0.040362233362369	0.052890572071406
Sro1747_g295040	Vpr-like peptidase,  catalytic domain (IPR034213); Peptidase S8/S53 domain superfamily (IPR036852); Peptidase S8/S53 domain (IPR000209); Peptidase S8, subtilisin-related (IPR015500); Peptidase S8, subtilisin, Ser-active site (IPR023828); Peptidase S8, subtilisin,  Asp-active site (IPR023827)	Core	0.002184303257143	0.013503806574395	0.161754631563269
Sro1747_g295050	-	Core	No data	No data	No data
Sro1747_g295060	S-adenosyl-L-methionine-dependent methyltransferase (IPR029063)	Core	0.00750522972973	0.010521878787879	0.713297490023903
Sro1747_g295070	-	Dispensable	No data	No data	No data
Sro1747_g295080	-	Dispensable	No data	No data	No data
Sro1748_g295090	Serine proteases, trypsin domain (IPR001254); Peptidase S1A, chymotrypsin family (IPR001314); Serine proteases, trypsin family, histidine active site (IPR018114); Serine proteases, trypsin family, serine active site (IPR033116); Peptidase S1, PA clan (IPR009003)	Core	0.002439401608392	0.019452438914027	0.125403380993657
Sro1748_g295100	Tetratricopeptide-like helical domain superfamily (IPR011990)	Core	0.003201686733129	0.019055481530343	0.16801919846689
Sro1748_g295110	Serine proteases, trypsin domain (IPR001254); Peptidase S1A, chymotrypsin family (IPR001314); Serine proteases, trypsin family, serine active site (IPR033116); Serine proteases, trypsin family, histidine active site (IPR018114); Peptidase S1, PA clan (IPR009003)	Core	0.002882212753696	0.010764401830283	0.267754102748881
Sro1748_g295120	NADP-dependent oxidoreductase domain (IPR023210); NADP-dependent oxidoreductase domain superfamily (IPR036812); Aldo/keto reductase (IPR020471); Aldo/keto reductase, conserved site (IPR018170)	Core	0.003183120459667	0.041725785174418	0.076286652159108
Sro1748_g295130	-	Dispensable	0.010439969296158	0.015853243798024	0.658538367867595
Sro1748_g295140	-	Core	0.002269301484829	0.013252602183406	0.17123440765998
Sro1748_g295150	Rad51/DMC1/RadA (IPR033925); DNA recombination and repair protein Rad51-like, C-terminal (IPR013632); DNA recombination and repair protein, RecA-like (IPR016467); DNA recombination and repair protein RecA-like, ATP-binding domain (IPR020588); DNA recombination and repair protein RecA, monomer-monomer interface (IPR020587); AAA+ ATPase domain (IPR003593); DNA repair Rad51/transcription factor NusA, alpha-helical (IPR010995); P-loop containing nucleoside triphosphate hydrolase (IPR027417); DNA recombination/repair protein Rad51 (IPR011941)	Core	0	0.028888631818182	0
Sro1748_g295160	-	Core	No data	No data	No data
Sro1748_g295170	Dihydroxy-acid dehydratase (IPR004404); Dihydroxy-acid/6-phosphogluconate dehydratase (IPR000581); Dihydroxy-acid/6-phosphogluconate dehydratase, conserved site (IPR020558); IlvD/EDD, N-terminal domain (IPR037237)	Dispensable	No data	No data	No data
Sro1748_g295180	Leucine-rich repeat domain superfamily (IPR032675)	Dispensable	No data	No data	No data
Sro1749_g295190	Nucleotide-diphospho-sugar transferase (IPR005069)	Core	0.005726347688088	0.042399708157895	0.135056299603836
Sro1749_g295200	Nucleotide-diphospho-sugar transferase (IPR005069); Nucleotide-diphospho-sugar transferases (IPR029044)	Core	0.001289511727842	0.020913376225854	0.061659662883522
Sro175_g076870	FAD/NAD(P)-binding domain superfamily (IPR036188); FAD dependent oxidoreductase (IPR006076)	Core	0.001371852162686	0.025276003426124	0.054274884346143
Sro175_g076880	-	Core	0.003163546849758	0.015431296022727	0.205008499940536
Sro175_g076890	-	Core	0.004262790105541	0.010858578397711	0.392573498059325
Sro175_g076900	-	Core	0.003716707053637	0.013674105348837	0.271806232204659
Sro175_g076910	Protein kinase domain (IPR000719); Protein kinase-like domain superfamily (IPR011009)	Core	0.000849514514563	0.018035473943662	0.047102422548848
Sro175_g076920	Fumarate reductase/succinate dehydrogenase, transmembrane subunit (IPR034804)	Dispensable	No data	No data	No data
Sro175_g076930	Ankyrin repeat-containing domain (IPR020683); Ankyrin repeat-containing domain superfamily (IPR036770); SRP-independent targeting protein 3 (IPR012098); Ankyrin repeat (IPR002110)	Core	No data	No data	No data
Sro175_g076940	FAS1 domain superfamily (IPR036378); FAS1 domain (IPR000782)	Core	0.002816003707767	0.023919258470666	0.117729557177537
Sro175_g076950	-	Core	0.000755191189427	0.029528967391305	0.025574588485261
Sro175_g076960	FAD/NAD(P)-binding domain superfamily (IPR036188); Amine oxidase (IPR002937)	Core	0.003130093793487	0.022575615697674	0.138649321259033
Sro175_g076970	-	Dispensable	0.003992872262774	0.00625	0.638859562043797
Sro175_g076980	-	Dispensable	0.00141642917847	0.004043122641509	0.350330500472144
Sro175_g076990	-	Core	0.000802841280654	0.000355450236967	2.25866013623981
Sro175_g077000	-	Dispensable	No data	No data	No data
Sro175_g077010	Harbinger transposase-derived nuclease domain (IPR027806)	Dispensable	No data	No data	No data
Sro175_g077020	AMP-dependent synthetase/ligase (IPR000873)	Core	0.000152520247083	0.012217115299335	0.012484145671552
Sro175_g077030	Zinc finger, RING/FYVE/PHD-type (IPR013083); Zinc finger, RING-type (IPR001841)	Core	0.003154805897436	0.016606455128205	0.189974673889167
Sro175_g077040	STELLO-like (IPR005049)	Core	0.001141107246105	0.011845312746387	0.096334074965885
Sro175_g077050	-	Core	0.000745526838966	0.010193067892977	0.073140574240646
Sro175_g077060	Reverse transcriptase domain (IPR000477)	Core	No data	No data	No data
Sro175_g077070	EF-hand domain (IPR002048); FAD/NAD(P)-binding domain superfamily (IPR036188); FAD/NAD-linked reductase, dimerisation domain superfamily (IPR016156); Glutathione reductase, eukaryote/bacterial (IPR006322); FAD/NAD(P)-binding domain (IPR023753); Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain (IPR004099); EF-Hand 1, calcium-binding site (IPR018247); EF-hand domain pair (IPR011992)	Core	0.002648449640288	0.020404775289018	0.129795579847098
Sro175_g077080	Epidermal growth factor receptor ligand (IPR015497); EGF-like, conserved site (IPR013032); EGF-like domain (IPR000742)	Core	0.00333126132826	0.010136475907991	0.328640975275645
Sro175_g077100	Alpha/Beta hydrolase fold (IPR029058); Fungal lipase-like domain (IPR002921)	Core	0.002199422310757	0.018870674246575	0.116552396698604
Sro175_g077110	-	Core	No data	No data	No data
Sro175_g077120	-	Core	No data	No data	No data
Sro175_g077130	-	Core	No data	No data	No data
Sro175_g077140	Amino acid transporter, transmembrane domain (IPR013057)	Core	0.000863856945404	0.014474997042716	0.059679248490001
Sro175_g077150	Kexin/furin catalytic domain (IPR034182); Galactose-binding-like domain superfamily (IPR008979); Peptidase S8/S53 domain superfamily (IPR036852); Peptidase S8/S53 domain (IPR000209); P domain (IPR002884); Peptidase S8, subtilisin-related (IPR015500); Peptidase S8, subtilisin, Ser-active site (IPR023828); Peptidase S8, subtilisin, His-active site (IPR022398); PSI domain (IPR016201)	Core	0.00248754960875	0.010252001464129	0.242640387582236
Sro175_g077160	P-loop containing nucleoside triphosphate hydrolase (IPR027417)	Core	0.001594715629244	0.010056033202847	0.158582971742034
Sro175_g077170	-	Core	0.001430366934077	0.027369504914005	0.052261337520414
Sro1750_g295210	Serine-threonine/tyrosine-protein kinase, catalytic domain (IPR001245); Protein kinase, ATP binding site (IPR017441); Filamin/ABP280 repeat-like (IPR017868); Protein kinase domain (IPR000719); Filamin/ABP280 repeat (IPR001298); Protein kinase-like domain superfamily (IPR011009); Immunoglobulin E-set (IPR014756)	Core	No data	No data	No data
Sro1750_g295220	von Willebrand factor, type D domain (IPR001846)	Core	0.0048977614816	0.020461707298882	0.239362307849463
Sro1750_g295230	Prismane, alpha-bundle (IPR016100); Prismane-like, alpha/beta-sandwich (IPR016099); Hydroxylamine reductase (IPR010048); Hydroxylamine reductase/Ni-containing CO dehydrogenase (IPR004137); Prismane-like superfamily (IPR011254)	Core	0.000160900884956	0.028540847411444	0.005637565088247
Sro1750_g295240	-	Core	No data	No data	No data
Sro1751_g295250	Glutathione S-transferase, C-terminal (IPR004046); Glutathione S-transferase, N-terminal (IPR004045); Glutathione S-transferase, C-terminal-like (IPR010987); Thioredoxin-like superfamily (IPR036249); Glutathione S-transferase, C-terminal domain superfamily (IPR036282)	Core	0.001985513286713	0.027389358254717	0.072492143417465
Sro1751_g295260	Tryptophan/tyrosine transporter (IPR013059); Amino acid/polyamine transporter 2 (IPR018227)	Core	0.006304109815951	0.020498056492411	0.307546709039697
Sro1751_g295270	-	Core	No data	No data	No data
Sro1751_g295280	Aquaporin-like (IPR023271); Aquaporin transporter (IPR034294); Major intrinsic protein (IPR000425)	Core	0.001705190450928	0.007916454276316	0.215398256771333
Sro1751_g295290	-	Core	0.001138922466216	0.030200561340206	0.037711963475989
Sro1751_g295300	ACP-like superfamily (IPR036736); AMP-dependent synthetase/ligase (IPR000873); AMP-binding, conserved site (IPR020845); Trimeric LpxA-like superfamily (IPR011004)	Core	No data	No data	No data
Sro1751_g295310	ACP-like superfamily (IPR036736); AMP-dependent synthetase/ligase (IPR000873); AMP-binding, conserved site (IPR020845)	Core	No data	No data	No data
Sro1752_g295320	Choline transporter-like (IPR007603)	Core	No data	No data	No data
Sro1752_g295330	-	Dispensable	No data	No data	No data
Sro1752_g295340	Ankyrin repeat-containing domain (IPR020683); Ankyrin repeat-containing domain superfamily (IPR036770); Ankyrin repeat (IPR002110)	Core	0.003082673049977	0.039377963211679	0.07828421783538
Sro1752_g295350	Ankyrin repeat-containing domain (IPR020683); Ankyrin repeat-containing domain superfamily (IPR036770); PSI domain (IPR016201)	Dispensable	No data	No data	No data
Sro1752_g295351	Ankyrin repeat-containing domain (IPR020683); Ankyrin repeat-containing domain superfamily (IPR036770)	Core	0.003610832820097	0.025682504953561	0.14059504034464
Sro1752_g295360	-	Core	0.001264003217012	0.03276345882353	0.038579663515387
Sro1752_g295370	6-phosphogluconate dehydrogenase, domain 2 (IPR013328); 6-phosphogluconate dehydrogenase, NADP-binding (IPR006115); 3-hydroxyisobutyrate dehydrogenase, NAD-binding domain (IPR029154); 3-hydroxyisobutyrate dehydrogenase-related (IPR015815); 3-hydroxyisobutyrate dehydrogenase-related, conserved site (IPR002204); NAD(P)-binding domain superfamily (IPR036291); 6-phosphogluconate dehydrogenase-like, C-terminal domain superfamily (IPR008927)	Dispensable	No data	No data	No data
Sro1753_g295380	Zinc finger C2H2-type (IPR013087); Zinc finger C2H2 superfamily (IPR036236)	Core	No data	No data	No data
Sro1753_g295390	-	Dispensable	No data	No data	No data
Sro1753_g295400	BTB/POZ domain (IPR000210); SKP1/BTB/POZ domain superfamily (IPR011333)	Dispensable	0.006958039914894	0.020043349014085	0.347149566173006
Sro1753_g295410	-	Core	No data	No data	No data
Sro1753_g295420	ACP-like superfamily (IPR036736); AMP-dependent synthetase/ligase (IPR000873); AMP-binding, conserved site (IPR020845); Trimeric LpxA-like superfamily (IPR011004)	Core	No data	No data	No data
Sro1753_g295430	Alcohol dehydrogenase, N-terminal (IPR013154); Alcohol dehydrogenase, zinc-type, conserved site (IPR002328); NAD(P)-binding domain superfamily (IPR036291); GroES-like superfamily (IPR011032); Formaldehyde dehydrogenase, glutathione-independent (IPR014184)	Core	0.0005132147806	0.038058013138686	0.01348506499092
Sro1753_g295440	Leucine-rich repeat domain superfamily (IPR032675)	Core	0.006035044080882	0.0199254	0.30288195373154
Sro1754_g295450	-	Dispensable	No data	No data	No data
Sro1754_g295460	-	Dispensable	No data	No data	No data
Sro1754_g295470	-	Dispensable	No data	No data	No data
Sro1755_g295480	-	Core	No data	No data	No data
Sro1755_g295490	-	Core	No data	No data	No data
Sro1755_g295500	Tetratricopeptide-like helical domain superfamily (IPR011990)	Core	No data	No data	No data
Sro1755_g295510	NADP-dependent oxidoreductase domain (IPR023210); NADP-dependent oxidoreductase domain superfamily (IPR036812); Aldo/keto reductase (IPR020471)	Core	No data	No data	No data
Sro1755_g295520	Sulfotransferase (IPR005331)	Core	0.008992221665928	0.038571672791024	0.233130196728747
Sro1755_g295530	EF-hand domain (IPR002048); EF-hand domain pair (IPR011992)	Core	0.003553448697068	0.032767959942363	0.10844278079315
Sro1755_g295540	EF-Hand 1, calcium-binding site (IPR018247)	Core	0.002140885008078	0.029949419938335	0.071483354685519
Sro1755_g295550	Metallopeptidase, catalytic domain superfamily (IPR024079)	Core	0.002540027453083	0.03357563866171	0.075650905070639
Sro1755_g295560	SGNH hydrolase superfamily (IPR036514); SGNH hydrolase-type esterase domain (IPR013830)	Core	No data	No data	No data
Sro1755_g295570	Cupredoxin (IPR008972); Hedgehog protein, Hint domain (IPR001767); Phytocyanin domain (IPR003245); Hint domain N-terminal (IPR003587); Hint domain superfamily (IPR036844)	Dispensable	No data	No data	No data
Sro1756_g295580	-	Dispensable	No data	No data	No data
Sro1756_g295590	Ricin B, lectin domain (IPR000772); Ricin B-like lectins (IPR035992)	Dispensable	No data	No data	No data
Sro1756_g295600	Acyltransferase 3 (IPR002656)	Core	0.003391299700868	0.027156129452055	0.124881555998434
Sro1756_g295610	Phytanoyl-CoA dioxygenase (IPR008775)	Core	0.002062383154671	0.015035068911917	0.137171513263639
Sro1756_g295620	Beta-lactamase-related (IPR001466); Beta-lactamase/transpeptidase-like (IPR012338)	Core	0.002486553808948	0.014318934197408	0.17365495047796
Sro1756_g295630	Leucine-rich repeat domain superfamily (IPR032675); Leucine-rich repeat (IPR001611)	Core	0.001001006209252	0.012888781029263	0.077664924788392
Sro1756_g295640	ER membrane protein complex subunit 6 (IPR008504); Rab5-interacting protein family (IPR029008)	Core	0	0.020779224489796	0
Sro1756_g295650	START-like domain superfamily (IPR023393)	Core	0.001199741245136	0.032828730921053	0.036545465251805
Sro1756_g295660	-	Core	0.001402905076142	0.026205081640261	0.05353561173367
Sro1757_g295670	-	Dispensable	No data	No data	No data
Sro1757_g295680	-	Dispensable	No data	No data	No data
Sro1758_g295690	O-methyltransferase, family 3 (IPR002935); S-adenosyl-L-methionine-dependent methyltransferase (IPR029063)	Core	0.008778134475939	0.025173213302752	0.348709335211471
Sro1758_g295700	TauD/TfdA-like domain (IPR003819); Clavaminate synthase-like (IPR014503)	Core	0.002523953901437	0.03695186547812	0.068303829015936
Sro1758_g295710	Winged helix-like DNA-binding domain superfamily (IPR036388); Alpha/Beta hydrolase fold (IPR029058); Serine aminopeptidase, S33 (IPR022742); Acetylserotonin O-methyltransferase, dimerisation domain (IPR031725); O-methyltransferase COMT-type (IPR016461); S-adenosyl-L-methionine-dependent methyltransferase (IPR029063)	Core	0.003341561085973	0.022197997142857	0.150534350665421
Sro1758_g295720	Caspase-like domain superfamily (IPR029030)	Core	0	0.009134409330144	0
Sro1758_g295730	Membrane associated eicosanoid/glutathione metabolism-like domain superfamily (IPR023352)	Dispensable	No data	No data	No data
Sro1758_g295740	-	Core	No data	No data	No data
Sro1758_g295750	SANT/Myb domain (IPR001005); Myb-like transcription factor (IPR015495); Myb-like domain (IPR017877); Myb domain (IPR017930); Homeobox-like domain superfamily (IPR009057)	Core	0.000815927545692	0.024511294419643	0.033287819554647
Sro1758_g295760	Peptidase A22B, signal peptide peptidase (IPR007369); Presenilin/signal peptide peptidase (IPR006639)	Core	No data	No data	No data
Sro1758_g295770	VASt domain (IPR031968); Zinc finger C2H2-type (IPR013087)	Core	No data	No data	No data
Sro1759_g295780	-	Dispensable	No data	No data	No data
Sro1759_g295790	P-loop containing nucleoside triphosphate hydrolase (IPR027417)	Dispensable	No data	No data	No data
Sro1759_g295800	Mercury transport protein MerC (IPR004891)	Core	0.000478378857518	0.018959821942446	0.025231189352422
Sro1759_g295810	Leucine-rich repeat domain superfamily (IPR032675)	Core	No data	No data	No data
Sro1759_g295820	Chromo/chromo shadow domain (IPR000953); Ribonuclease H superfamily (IPR036397); Reverse transcriptase, RNA-dependent DNA polymerase (IPR013103); Chromo domain (IPR023780); Chromo-like domain superfamily (IPR016197); Ribonuclease H-like superfamily (IPR012337)	Core	No data	No data	No data
Sro176_g077180	Signal transduction histidine kinase, dimerisation/phosphoacceptor domain (IPR003661); Signal transduction response regulator, receiver domain (IPR001789); Histidine kinase/HSP90-like ATPase (IPR003594); Histidine kinase/HSP90-like ATPase superfamily (IPR036890); Signal transduction histidine kinase-related protein, C-terminal (IPR004358); Histidine kinase domain (IPR005467); CheY-like superfamily (IPR011006); Signal transduction histidine kinase, dimerisation/phosphoacceptor domain superfamily (IPR036097)	Dispensable	No data	No data	No data
Sro176_g077190	SANT/Myb domain (IPR001005); Myb domain (IPR017930); Homeobox-like domain superfamily (IPR009057)	Dispensable	No data	No data	No data
Sro176_g077200	-	Dispensable	No data	No data	No data
Sro176_g077210	-	Core	0.003829082424537	0.037205813029827	0.10291624111178
Sro176_g077220	Leucine-rich repeat domain superfamily (IPR032675)	Core	0.004467006082549	0.033036999878048	0.135212219603422
Sro176_g077230	Initiation factor 2B-related (IPR000649); NagB/RpiA transferase-like (IPR037171)	Core	0.000989957997454	0.034853412140992	0.028403474341328
Sro176_g077240	Ubiquitin-associated domain (IPR015940); UBA-like superfamily (IPR009060)	Core	0.006633818611987	0.020926228301887	0.317009760014385
Sro176_g077250	Extradiol aromatic ring-opening dioxygenase, DODA-type (IPR014436); Extradiol ring-cleavage dioxygenase, class III enzyme, subunit B (IPR004183)	Core	0.005144791128579	0.038039406654344	0.135248984699711
Sro176_g077260	Concanavalin A-like lectin/glucanase domain superfamily (IPR013320)	Core	0.005327898593074	0.010629862962963	0.501219875706522
Sro176_g077270	Cyclin (IPR039361); Cyclin, N-terminal (IPR006671); Cyclin, C-terminal domain (IPR004367); Cyclin-like (IPR013763); Cyclin-like superfamily (IPR036915)	Core	No data	No data	No data
Sro176_g077280	Leucine-rich repeat domain superfamily (IPR032675)	Dispensable	No data	No data	No data
Sro176_g077290	Ribosomal protein S24/S35, mitochondrial (IPR039848); Ribosomal protein S24/S35, mitochondrial, conserved domain (IPR019349)	Core	No data	No data	No data
Sro176_g077300	-	Core	0.001675715121657	0.033954470531675	0.049351826001638
Sro176_g077310	Leucine-rich repeat domain superfamily (IPR032675)	Core	0.00632295	0.033788227684729	0.187134704400545
Sro176_g077320	Alpha/Beta hydrolase fold (IPR029058); Peptidase S28 (IPR008758)	Core	0.0067708024618	0.047863766763848	0.141459874965664
Sro176_g077330	-	Core	0.001169316089804	0.0315468	0.037066076109258
Sro176_g077340	Leucine-rich repeat domain superfamily (IPR032675)	Dispensable	No data	No data	No data
Sro176_g077350	Mitochondrial carrier domain superfamily (IPR023395); Mitochondrial carrier domain protein (IPR040062); Mitochondrial substrate/solute carrier (IPR018108)	Dispensable	No data	No data	No data
Sro176_g077360	-	Dispensable	No data	No data	No data
Sro176_g077370	Leucine-rich repeat domain superfamily (IPR032675)	Dispensable	No data	No data	No data
Sro176_g077380	Mitochondrial carrier domain superfamily (IPR023395); Mitochondrial carrier domain protein (IPR040062); Mitochondrial substrate/solute carrier (IPR018108)	Core	No data	No data	No data
Sro176_g077390	-	Dispensable	No data	No data	No data
Sro176_g077400	Short-chain dehydrogenase/reductase SDR (IPR002347); NAD(P)-binding domain superfamily (IPR036291)	Core	0.004573095810811	0.021479839910314	0.212901764161424
Sro176_g077410	Ubiquitin fusion degradation protein Ufd1-like (IPR004854)	Core	0.001076096079939	0.019483175695284	0.055232067747507
Sro176_g077420	Ribosomal protein L2, domain 2 (IPR014722); KIN17, WH-like domain superfamily (IPR038254); KIN17-like protein (IPR037321); DNA/RNA-binding protein Kin17, conserved domain (IPR019447); Zinc finger C2H2-type (IPR013087); KOW (IPR005824); Zinc finger C2H2 superfamily (IPR036236)	Core	0.003863290774125	0.032219695167286	0.119904634543151
Sro176_g077430	Tetratricopeptide-like helical domain superfamily (IPR011990); Tetratricopeptide repeat-containing domain (IPR013026)	Core	0.007424537714444	0.050523938599811	0.146950889423962
Sro176_g077440	-	Core	0.000841477198697	0.030231854891304	0.027834124029853
Sro176_g077450	-	Core	0.003240506668857	0.025882756525912	0.125199441783284
Sro176_g077460	-	Core	0.002833883291322	0.020754501170275	0.136543069287556
Sro176_g077470	Glycosyl transferase, family 31 (IPR002659)	Core	0.004218311118667	0.035698232115869	0.11816582695119
Sro176_g077480	F-box-like domain superfamily (IPR036047)	Core	0.007643343591979	0.036841910526316	0.207463279802483
Sro176_g077490	-	Core	0.00417635153417	0.027169941134752	0.153712203992534
Sro176_g077500	-	Dispensable	No data	No data	No data
Sro176_g077510	Thioredoxin (IPR005746); Thioredoxin domain (IPR013766); Thioredoxin, conserved site (IPR017937); Thioredoxin-like superfamily (IPR036249)	Core	0.003036693037975	0.029299356930693	0.103643675359767
Sro176_g077520	FMN-binding split barrel (IPR012349)	Core	0.000991407799075	0.019835723608445	0.049980924247834
Sro176_g077530	Copper amine oxidase, catalytic domain superfamily (IPR036460); Copper amine oxidase (IPR000269); Copper amine oxidase, catalytic domain (IPR015798); Copper amine oxidase, N-terminal (IPR016182)	Dispensable	0.002631628702852	0.024716750157729	0.106471469188232
Sro176_g077540	-	Core	No data	No data	No data
Sro176_g077550	Glycosyl hydrolase, five-bladed beta-propellor domain superfamily (IPR023296)	Core	No data	No data	No data
Sro176_g077560	Mss4-like superfamily (IPR011057)	Core	No data	No data	No data
Sro176_g077570	-	Core	No data	No data	No data
Sro176_g077580	Methyltransferase-like (IPR026113); S-adenosyl-L-methionine-dependent methyltransferase (IPR029063)	Core	No data	No data	No data
Sro176_g077590	BTB/POZ domain (IPR000210); SKP1/BTB/POZ domain superfamily (IPR011333)	Core	No data	No data	No data
Sro176_g077600	Amino acid/polyamine transporter 2 (IPR018227)	Core	No data	No data	No data
Sro1760_g295830	Peptidase S1, PA clan (IPR009003)	Dispensable	No data	No data	No data
Sro1760_g295840	-	Core	0.00136277884978	0.03242330605428	0.042030841873392
Sro1760_g295850	Leucine-rich repeat domain superfamily (IPR032675); Leucine-rich repeat (IPR001611)	Core	0.000388923771002	0.021383678657315	0.018187879514774
Sro1760_g295860	Alpha/beta hydrolase fold-1 (IPR000073); Peptidase S33 tripeptidyl aminopeptidase-like, C-terminal (IPR013595); Alpha/Beta hydrolase fold (IPR029058)	Dispensable	No data	No data	No data
Sro1760_g295870	EF-hand domain (IPR002048); Cyclic nucleotide-binding domain (IPR000595); RmlC-like jelly roll fold (IPR014710); Protein kinase domain (IPR000719); Protein kinase, ATP binding site (IPR017441); Cyclic nucleotide-binding, conserved site (IPR018488); Serine/threonine-protein kinase, active site (IPR008271); EF-hand domain pair (IPR011992); Protein kinase-like domain superfamily (IPR011009); Cyclic nucleotide-binding-like (IPR018490)	Core	0.000564030173745	0.025297388667497	0.022295984030551
Sro1760_g295880	Ankyrin repeat-containing domain (IPR020683); Ankyrin repeat-containing domain superfamily (IPR036770); Ankyrin repeat (IPR002110)	Dispensable	0.003348832895816	0.008041605970149	0.416438321928136
Sro1760_g295890	Hydroxyacylglutathione hydrolase, MBL domain (IPR035680); Ribonuclease Z/Hydroxyacylglutathione hydrolase-like (IPR036866); Metallo-beta-lactamase (IPR001279); Hydroxyacylglutathione hydrolase (IPR017782)	Core	No data	No data	No data
Sro1761_g295900	-	Core	0.005976013100437	0.011905838767396	0.501939696747958
Sro1761_g295910	-	Dispensable	No data	No data	No data
Sro1761_g295920	-	Core	No data	No data	No data
Sro1761_g295930	-	Core	0.011095969032954	0.025350614716403	0.437700196112952
Sro1761_g295940	Leucine-rich repeat domain superfamily (IPR032675)	Dispensable	No data	No data	No data
Sro1762_g295950	-	Dispensable	No data	No data	No data
Sro1762_g295960	-	Dispensable	No data	No data	No data
Sro1762_g295961	-	Core	0.003742710911136	0	High
Sro1762_g295970	-	Core	No data	No data	No data
Sro1762_g295980	-	Core	No data	No data	No data
Sro1763_g295990	Histone-fold (IPR009072); Histone H3/CENP-A (IPR000164); Histone H2A/H2B/H3 (IPR007125)	Dispensable	No data	No data	No data
Sro1763_g296000	-	Dispensable	0.006269298860228	0.018519799621928	0.338518719868051
Sro1763_g296010	Winged helix-like DNA-binding domain superfamily (IPR036388); RNA polymerase sigma-70 region 3 (IPR007624); RNA polymerase sigma factor, region 3/4-like (IPR013324)	Core	0.000533086395622	0.023633082684564	0.022556786295585
Sro1763_g296020	-	Core	0.007753904120444	0.026383259598214	0.293894849936151
Sro1763_g296030	SGNH hydrolase superfamily (IPR036514)	Core	0.002009208233872	0.014869309932044	0.135124511026718
Sro1764_g296040	Ankyrin repeat-containing domain (IPR020683); Ankyrin repeat-containing domain superfamily (IPR036770); Ankyrin repeat (IPR002110)	Core	0.007489552288084	0.01768696208159	0.423450463314959
Sro1764_g296050	P-loop containing nucleoside triphosphate hydrolase (IPR027417)	Core	No data	No data	No data
Sro1764_g296060	-	Core	0.007016593956044	0.014378469387755	0.487993107390094
Sro1764_g296070	Protein of unknown function DUF3431 (IPR021838)	Core	0.006161436537564	0.014138179467085	0.435801267900775
Sro1764_g296080	Glycosyltransferase 39-like (IPR027005); MIR motif (IPR016093); Mir domain superfamily (IPR036300)	Core	0.001973062222222	0.030357913043478	0.064993341913735
Sro1764_g296090	Translation initiation factor 2A (IPR011387); Translation initiation factor, beta propellor-like domain (IPR013979)	Core	0.002217795408895	0.030956566628959	0.071642163534395
Sro1764_g296100	-	Core	No data	No data	No data
Sro1764_g296110	-	Dispensable	No data	No data	No data
Sro1765_g296130	-	Dispensable	No data	No data	No data
Sro1765_g296140	-	Dispensable	No data	No data	No data
Sro1765_g296150	Leucine-rich repeat domain superfamily (IPR032675)	Core	No data	No data	No data
Sro1765_g296160	-	Core	No data	No data	No data
Sro1765_g296170	Decaprenyl diphosphate synthase-like (IPR001441); Decaprenyl diphosphate synthase-like superfamily (IPR036424); Di-trans-poly-cis-decaprenylcistransferase-like, conserved site (IPR018520)	Dispensable	No data	No data	No data
Sro1765_g296180	Nuclear segregation protein Bfr1 (IPR039604)	Dispensable	No data	No data	No data
Sro1765_g296190	Ubiquitin domain (IPR000626); Ubiquitin-like domain superfamily (IPR029071)	Core	0.002973576394533	0.034109032034105	0.087178562896755
Sro1765_g296200	Leucine-rich repeat domain superfamily (IPR032675)	Core	No data	No data	No data
Sro1766_g296210	-	Core	No data	No data	No data
Sro1766_g296220	-	Core	No data	No data	No data
Sro1766_g296230	-	Core	0.0108965369606	0.010787542011834	1.01010377977176
